W|langhe|doc freisa lice adriano marco e vittorio|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landskroon|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|landskroon|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|landskroon|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=913
W|landskroon|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=913
W|landskroon|cab sav|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landskroon|bush camp red blend|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landskroon|blanc de noir pinotage off dry|??|r|pinotage|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|landskroon|blanc de noir|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landskroon|blanc de noir|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=919
W|landskroner|weizen baron s|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landskroner|sir saazer|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landskein|horizon sauvignon blanc|??|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|landskein|horizon chenin blanc|??|w|chenin blanc|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|landskein|petit verdot|??|r|petit verdot|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landshuter|helm bier hell 49|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landshark|kegs|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landshark|6pk|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landshark|12pk|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landshark|landshark|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landshark|landshark|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=930
W|landsgmendwy|aoc|??|r|??|??|??|NV|13.5|aoc|medio|carnes vermelhas; massas; queijos|seco
W|landsgmendwy|aoc|??|r|??|??|??|NV|13.5|aoc|medio|carnes vermelhas; massas; queijos|seco|=932
W|landschwein|rouge lukas krauss|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landscape|series syrah on sandstone|??|r|syrah|??|??|2015|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|landscape|series syrah on sandstone|??|r|syrah|??|??|2015|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=935
W|landscape|crocodile vanity bag mountain croc flint stone|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landscape|crocodile satchel mountain croc flint stone|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landscape|bark|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landscape|landscape|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lands|of scotland speyside sv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lands|of scotland islay|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lands|of scotland highlands|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|lands|end sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lands|end sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=944
W|lands|end cape south shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lands|end cape south coast shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lands|end cape south coast sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lands|end cape sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lands|end cape agulhas syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|lands|end cape agulhas sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|lands|end cape aghulas syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|landry|oaks rye 6 case|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landry|oaks rye|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landry|linattendu rouge|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landronchartier|naturlich pet nat|??|s|??|??|??|2022|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|landronchartier|gamay toujours|??|r|gamay|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landron|jo muscadet sevre et maine les houx|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landron|jo muscadet sevre et maine les houx|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landron|jo muscadet sevre et maine les houx|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landron|jo muscadet sevre et maine le fief du breil|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landron|jo muscadet sevre et maine le fief du breil|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landron|jo muscadet sevre et maine le fief du breil|??|r|??|??|??|2009|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landron|chartier naturlich pet nat rouge 115|??|s|??|??|??|2020|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|landron|chartier naturlich pet nat loire france|fr|s|??|loire|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|landron|chartier naturlich loire vin de france|fr|r|??|loire|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landron|chartier naturlich loire vin de france|fr|r|??|loire|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=966
W|landron|chartier naturlich blanc 11|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landron|chartier muscadet melon b|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landron|chartier muscadet coteaux de la loire|fr|r|??|loire|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landron|chartier melon b 12|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landron|chartier esprit detente rouge coteaux dancenis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landron|chartier domaine muscadet coteaux de la loire france|fr|r|??|loire|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landron|brut atmospheres nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|landron|atmospheres brut methode traditionnelle nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|landron|muscadet sevre et maine la louvetrie|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landron|muscadet amphibolite|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landron|vin de france melonix|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landreau|morin cremant de loire rose|fr|s|??|loire|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|landreau|cremant de loire rose|fr|s|??|loire|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|landreau|cremant de loire brut|fr|s|??|loire|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|landre|bourgogne blanc|fr|r|??|bourgogne|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landre|landre|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landrat|guyollot pouilly fume la rambarde|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landrat|e guyollot pouilly fume la rambarde 75|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landra|pur jus ventoux|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landra|pur jus blanc 22|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landra|pur jus aop ventoux rouge 075|??|r|??|??|??|2019|13.5|aop|medio|carnes vermelhas; massas; queijos|seco
W|landra|pur jus aop ventoux rouge 075|??|r|??|??|??|2019|13.5|aop|medio|carnes vermelhas; massas; queijos|seco|=988
W|landra|pur jus aop ventoux rose 075|??|p|??|??|??|2019|12.5|aop|leve|saladas; peixes grelhados; massas leves|seco
W|landra|pur jus aop ventoux rose 075|??|p|??|??|??|2019|12.5|aop|leve|saladas; peixes grelhados; massas leves|seco|=990
W|landra|pur jus aop ventoux blanc 075|??|r|??|??|??|2019|13.5|aop|medio|carnes vermelhas; massas; queijos|seco
W|landra|pur jus aop ventoux blanc 075|??|r|??|??|??|2019|13.5|aop|medio|carnes vermelhas; massas; queijos|seco|=992
W|landra|pur jus aop 075|??|r|??|??|??|2020|13.5|aop|medio|carnes vermelhas; massas; queijos|seco
W|landra|pur jus aop 075|??|r|??|??|??|2020|13.5|aop|medio|carnes vermelhas; massas; queijos|seco|=994
W|landpastete|bretagne label rouge 180g|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landparty|wei weiwein bio halbtrocken deutschland|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|landparty|wei weiwein bio halbtrocken deutschland|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=997
W|landparty|wei weiwein bio halbtrocken deutschland|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=997
W|landparty|wei weiwein bio halbtrocken deutschland|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=997
