W|gewurztraminer|hospices|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gg|mildiani qb saperavi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|orgo rkatsiteli|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|paket|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|reserva especial|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gg|rose by ginasommelier el cielo|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gg|twins rktasitelli orangevin|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|twins saperavi|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|twisted banana small|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|vanillamango kologisk|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|vazisubani kisi|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|vazisubani saperavi|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|vin de france domaine jean louis tribouley|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg|vine ponto mukuzani|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg1531sk00154gg|rectangle black m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg1564sa00161|square gold l|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gg1826sk00757gg|oval black l|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ggch|m1|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gge|clack set i badehotellet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ggebakke|150 gram anker chokolade|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ggebakke|anker chokolade|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ggebakke|anker chokolade|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=932
W|ggebger|ggebger|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ggebger|dunes light blue|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ggebger|dunes sandfarvet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|ggelikr|advocaat bols amsterdam|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ggelys|ggelys|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ggevarmer|gra|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ggevarmer|grn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ggevarmer|lavendel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ggevarmer|okker|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ggg|albana di romagna docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|ggg|bianco del sillaro box|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ggg|folies|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ggg|folies pinor noir|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ggg|romagna albana docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|gggbianco|del sillaro scatola|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ggiata|x dia picnic box for 4|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ggp19062|ggp19062|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ggtriple|jet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ggv|goyo garcia viadero|??|r|??|??|??|1986|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ggv|goyo garcia viadero|??|r|??|??|??|1986|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=953
W|ggv|reserva especial goyo garcia viadero|??|r|??|??|??|2016|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|ggv|reserva especial goyo garcia viadero|??|r|??|??|??|2016|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=955
W|ggverkostungspaket2terroirs|ggverkostungspaket2terroirs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gh|cretors chicago mix popped corn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gh|cretors palomitas de maiz organicas con sal 340 grs koz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gh|cretprs just the caramel corn popcorn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gh|jaener|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gh|jaener|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=961
W|gh|martel blanc de blancs brut champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|martel champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gh|martel champagne cuvee victoire gold vintage|fr|s|??|champagne|??|2012|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gh|martel champagne premier cru brut|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|martel champagne tasting 25th october|fr|s|??|champagne|??|2025|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gh|martel doux sweet champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|doce
W|gh|martel prestige brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|martel premier cru brut champagne elegant og sprd|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|martel premier cru brut champagne sprd frisk|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|martel premiere crue brut champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|martel prestige brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=969
W|gh|martel rose brut champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|mumm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gh|mumm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=975
W|gh|mumm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=975
W|gh|mumm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=975
W|gh|mumm 2 flute champagne gift set|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gh|mumm brut millesime champagne|fr|s|??|champagne|??|2015|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|mumm brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|mumm brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=981
W|gh|mumm brut champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|mumm brut cordon grand|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|mumm brut cordon rose nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|mumm brut cordon rouge|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|mumm brut cordon rouge champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|mumm brut grand cordon with 2 flutes|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|mumm brut le millesime|??|s|??|??|??|2006|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|mumm brut le millesime|??|s|??|??|??|2006|12|??|leve|aperitivos, frutos do mar, canapes|brut|=989
W|gh|mumm brut le rose champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|mumm brut millesime 1mag|??|s|??|??|??|1995|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|mumm brut millesime|??|s|??|??|??|2013|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|mumm brut rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|mumm brut rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=994
W|gh|mumm brut rose|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=994
W|gh|mumm brut rose champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gh|mumm brut rose champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut|=997
W|gh|mumm champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gh|mumm champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=999
