W|camino de|chile limited edition|cl|r|??|valle central|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro miolo|pinot noir|??|r|pinot noir|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|brasileiro miolo|pinot grigio|??|w|pinot grigio|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|brasileiro mayos|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro marcelle fausto de pizzato|pizzato|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro luiz argenta chardonnay|classico|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro licoroso zianata stella valentino|valentino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro kaipu entre dois mundos|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
S
W|brasileiro|gran modestus syrah stella valentino|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro gewurztraminer almaden|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro gewurztraminer almaden|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=886
W|brasileiro garibaldi vg ancelotta|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro garibaldi|cabernet sauvignon tinto|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|brasileiro espumante|brut terranova miolo|??|s|chardonnay, pinot noir|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|brasileiro espumante|brut rose miolo|??|s|chardonnay, pinot noir|??|??|NV|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|brasileiro espumante blanc de noir chandon|chandon|??|s|chardonnay, pinot noir|??|??|NV|13.5|??|leve|aperitivos, frutos do mar, canapes|brut
W|brasileiro don guerino torrontes vintage|vintage|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro dom bosco bordo|bordo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro chardonnay almaden|branco|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro chardonnay almaden|branco|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=895
W|brasileiro chalise|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro casa perini tannat|tannat|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro casa perini solidario|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|brasileiro casa perini|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|brasileiro casa perini cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro cancao|suave branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|brasileiro cabernet sauvignon almaden|suave rose|??|p|cabernet sauvignon|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec
W|brasileiro cabernet sauvignon almaden|suave rose|??|p|cabernet sauvignon|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|demi-sec|=903
W|brasileiro|branco suave campo largo serra gaucha|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|brasileiro|branco seco tropicos tempos de goes lorena|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro|branco seco origem chardonnay vale dos vinhedos|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro|branco seco origem chardonnay vale dos vinhedos|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=907
W|brasileiro|branco seco miolo selecao pinot grigio riesling campanha|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro|branco seco miolo selecao chardonnay viognier campanha|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro|branco seco collina del sole|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro|branco seco campo largo serra gaucha|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro|branco seco botticelli varietais chenin blanc vale do sao francisco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro|branco seco aurora riesling italico serra gaucha|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro|branco marcus james happy hour moscato|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro|branco espumante terranova moscatel miolo|??|s|chardonnay, pinot noir|??|??|NV|13.5|??|leve|aperitivos, frutos do mar, canapes|brut
W|brasileiro|branco berkano ouroboro alvarinho|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro|branco berkano ostara sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro barbara eliodora|tinto cuvee syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro barbara eliodora|rose flor syrah|??|p|syrah|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|brasileiro aurora|tannat tinto|??|r|tannat|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|brasileiro aurora|merlot|??|r|merlot|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|brasileiro aurora colheita tardia cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro aurora cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro almaden varietal cabernet franc|tinto|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro almaden ugni blanc|suave|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|demi-sec
W|brasileiro almaden sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro almaden riesling|riesling|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro almaden merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro almaden chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brasileiro almaden chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=930
W|brasileiro almaden cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro almaden cabernet|cabernet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasileiro|brasileiro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brasil garibaldi marselan seco|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brando domaine bernard defaix petit chablis|chablis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brandini rocche del santo barbera d alba|doc superiore|??|r|barbera|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brandini langhe le coccinelle bianco|doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brandini filari lunghi dolcetto d alba|doc|??|r|dolcetto|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|brancott|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brancott|pinot noir|??|w|pinot noir|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brancott|letter series t pinot noir|??|w|pinot noir|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brancott|letter series sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brancott|letter series pinot noir|??|w|pinot noir|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|brancott|letter series b sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|zulime roussette de savoie 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|zuccardi white blend 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|zuccardi torrontes 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|zuccardi q chardonnay 2021 mendoza|ar|w|chardonnay|mendoza|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|zuccardi poligonos del valle de uco tupungato semillon 2021 mendoza|ar|w|??|mendoza|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|zuccardi fosil san pablo chardonnay 2021 mendoza|ar|w|chardonnay|mendoza|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|zom reserva 125o|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|zip douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|zero alcool freixenet demi sec|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|zapa sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|zagalos reserva 2022 alentejo|pt|w|??|alentejo|??|2022|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|you e me albarino|??|w|albarino|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|yellow tail moscato|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|yellow tail moscato|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=958
W|branco|yellow tail moscato|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=958
W|branco|yellow tail moscato|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=958
W|branco|yellow tail chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|yali wild swan sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|yali wild swan moscato suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|branco|yali wild swan chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|yali wetland reserva sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|xxvi talhas mestre daniel talha x 2021 alentejo|pt|w|??|alentejo|??|2021|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|xxvi mestre daniel vinho de talha 2023 alentejo|pt|w|??|alentejo|??|2023|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|xxvi mestre daniel talha x 2020 alentejo|pt|w|??|alentejo|??|2020|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|xxvi mestre daniel 2021 alentejo|pt|w|??|alentejo|??|2021|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|xisto preto|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|xisto ilimitado 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|xisto ilimitado 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco|=972
W|branco|xisto ilimitado 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|xisto cru 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|xisto cru 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco|=975
W|branco|xaino 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|woodbridge robert mondavi moscato|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|woodbridge robert mondavi chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|woodbridge robert mondavi chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=979
W|branco|wiltinger braune kupp riesling kabinett mosel 2021|??|w|riesling|??|??|2021|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|wiltinger braune kupp riesling auslese mosel 2021|??|w|riesling|??|??|2021|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|wiltinger braune kupp mosel riesling spatlese 2022|??|w|riesling|??|??|2022|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|wiltinger braune kupp mosel riesling kabinett 2022|??|w|riesling|??|??|2022|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|wild trebbiano miolo|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|wild pig sauvignon blanc igp pays doc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|wild pig chardonnay vin de pays doc|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|wild pig chardonnay vin de pays doc|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=987
W|branco|wild pig chardonnay igp pays doc|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|white malbec organico artesano de argento|??|w|malbec|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|white duck 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|white blend de sangre luigi bosca|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|white blend calamares|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|weissburgunder stein lehm forst pfalz 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|weissburgunder pinot blanc baden 2020|??|w|pinot blanc|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|weissburgunder pfalz 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|vz van zellers 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|vv susan esteban vinyle|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|vulcanico|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|vouvray saget la perriere|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|vougeot premier cru les cras 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|vougeot premier cru blanc les cras 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|vougeot premier cru blanc les cras 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|vougeot premier cru blanc les cras 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
