W|grain|par grain caroline lededente grain de minuit|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran autocton|blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran autocton|blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=944
W|gran autocton|blanc|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran autocton|negre|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran autocton|negre|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran autocton|red bio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran autocton|white bio|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran bach|cava brut|es|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gran baculo|quarto ato safra|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran baculo|terceiro ato safra|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran bajoz|espanha toro tinto|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran bajoz|espanha toro tinto|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran bajoz|vinas viejas tempranillo toro spain|es|r|tempranillo|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran baleiron|blend|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran baroja|reserva|??|r|??|??|??|2015|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|gran baron|brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gran barquero|amontilado sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gran barquero|amontillado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gran barquero|amontillado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=961
W|gran barquero|amontillado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=961
W|gran barquero|amontillado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=961
W|gran barquero|amontillado 25 anos|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gran barquero|amontillado 25 anos|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=965
W|gran barquero|amontillado sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gran barquero|amontillado sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=967
W|gran barquero|fino|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gran barquero|fino|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=969
W|gran barquero|fino|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=969
W|gran barquero|fino 10 anos|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gran barquero|fino 10 anos|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=972
W|gran barquero|fino en rama 10 anos|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gran barquero|fino sherry|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gran barquero|oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gran barquero|oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=976
W|gran barquero|oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=976
W|gran barquero|oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=976
W|gran barquero|oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=976
W|gran barquero|oloroso 25 anos|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gran barquero|oloroso 25 solera|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gran barquero|palo cordato|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran barquero|palo cortado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gran barquero|palo cortado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=984
W|gran barquero|palo cortado 25 anos|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gran barquero|palo cortado solera 25 anos|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gran barquero|pedro ximenez|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran barquero|pedro ximenez|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=988
W|gran barquero|pedro ximenez 37|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran barquero|pedro ximenez 6 anos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran barquero|pedrox|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran barquero|px|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran barquero|px 6 anos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran barquero|px la canada|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran barquero|sherry oloroso|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gran barquero|sherry palo cortado|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|gran bassano|bianco poli|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gran bassano|rosso poli|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gran bassano|rosso vermouth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
