W|geschenktasche|fur wein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin from pierre damoy|fr|r|??|bourgogne|gevrey chambertin|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin van pierre damoy|fr|r|??|bourgogne|gevrey chambertin|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin domaine jean trapet pere fils|fr|r|??|bourgogne|gevrey chambertin|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin harmand geoffroy|fr|r|??|bourgogne|gevrey chambertin|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin domaine gallois|fr|r|??|bourgogne|gevrey chambertin|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin domaine jean trapet pere fils|fr|r|??|bourgogne|gevrey chambertin|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin le creot|fr|r|??|bourgogne|gevrey chambertin|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin clos de la justice monople vallet freres|fr|r|??|bourgogne|gevrey chambertin|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=941
W|gevrey|chambertin claude dugat|fr|r|??|bourgogne|gevrey chambertin|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin les creots|fr|r|??|bourgogne|gevrey chambertin|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin geantetpansiot|fr|r|??|bourgogne|gevrey chambertin|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin les crais domaine huguenot bourgogne ac|fr|r|??|bourgogne|gevrey chambertin|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin les evocelles|fr|r|??|bourgogne|gevrey chambertin|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin sarnin berrux|fr|r|??|bourgogne|gevrey chambertin|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=949
W|gevrey|chambertin armand rousseau|fr|r|??|bourgogne|gevrey chambertin|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin armand rousseau|fr|r|??|bourgogne|gevrey chambertin|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=951
W|gevrey|chambertin by paul thevenin|fr|r|??|bourgogne|gevrey chambertin|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin domaine d ardhuy bourgogne ac|fr|r|??|bourgogne|gevrey chambertin|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin les evocelles|fr|r|??|bourgogne|gevrey chambertin|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin marchand grillot|fr|r|??|bourgogne|gevrey chambertin|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=957
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=957
W|gevrey|chambertin armand rousseau|fr|r|??|bourgogne|gevrey chambertin|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin armand rousseau|fr|r|??|bourgogne|gevrey chambertin|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=960
W|gevrey|chambertin domaine joseph roty burgundy france|fr|r|??|bourgogne|gevrey chambertin|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin les evocelles|fr|r|??|bourgogne|gevrey chambertin|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin maison jane eyre|fr|r|??|bourgogne|gevrey chambertin|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=965
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=965
W|gevrey|chambertin albert bichot|fr|r|??|bourgogne|gevrey chambertin|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin armand rousseau|fr|r|??|bourgogne|gevrey chambertin|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin armand rousseau|fr|r|??|bourgogne|gevrey chambertin|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=969
W|gevrey|chambertin chateau de marsannay|fr|r|??|bourgogne|gevrey chambertin|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=972
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=972
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=972
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=972
W|gevrey|chambertin domaine duroche 1 er cru lavaut saint jacques|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin philippe pacalet|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin rood domaine lucien boillot fils|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin thierry mortet|fr|r|??|bourgogne|gevrey chambertin|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=981
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=981
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=981
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=981
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=981
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=981
W|gevrey|chambertin domaine serafin pere fils|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin paul chavy|fr|r|??|bourgogne|gevrey chambertin|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=990
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=990
W|gevrey|chambertin|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=990
W|gevrey|chambertin domaine chanson|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin domaine chanson|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=994
W|gevrey|chambertin domaine chanson|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=994
W|gevrey|chambertin domaine des marronniers|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin domaine des marronniers|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=997
W|gevrey|chambertin domaine duroche 1 er cru lavaut saint jacques|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevrey|chambertin domaine trapet|fr|r|??|bourgogne|gevrey chambertin|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
