W|gevrey|chambertin domaine robert philippe|fr|r|??|bourgogne|gevrey chambertin|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee ostrea aoc|??|r|??|??|??|2022|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee ostrea aoc|??|r|??|??|??|2022|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco|=775
W|gevreychambertin|cuvee ostrea aoc bio|??|r|??|??|??|2021|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee vieilles vignes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|cuvee vieilles vignes|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|denis mortet mes cinq terroirs|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|dix climats domaine drouhinlaroze|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|dix climats domaine drouhinlaroze|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|dix climats domaine drouhinlaroze|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=781
W|gevreychambertin|dix climats drouhinlaroze|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domain richard|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domain richard|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=785
W|gevreychambertin|domaine arlaud|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine bachelet vieilles vignes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine berthautgerbet|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine charles audoin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine des varoilles 1 cru 201516|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine duroche|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine harmandgeoffroy|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine harmandgeoffroy|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=793
W|gevreychambertin|domaine jeanjacques girard|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine mortet|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine mortet|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=796
W|gevreychambertin|domaine mortet|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=796
W|gevreychambertin|domaine pernot pere fils|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine tawse|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine thierry mortet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine tortochot champerrier vieilles vignes|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domaine trapet|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|domein richard|??|r|??|??|??|1990|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en billard domaine jerome galeyrand|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en billard jerome galeyrand|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en champs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en champs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=807
W|gevreychambertin|en champs domaine geantetpansiot|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en champs maxime cheurlin noellat|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en champs domaine philippe livera|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en champs maxime cheurlin noellat|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en champs maxime cheurlin noellat|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en creot domaine thibault ligerbelair|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en creot domaine thibault ligerbelair|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en creot domaine thibault ligerbelair|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en creot domaine thibault ligerbelair|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=815
W|gevreychambertin|en creot domaine thibault ligerbelair|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=816
W|gevreychambertin|en ergot cru|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en ergot cru|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en jouise domaine harmandgeoffroy|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en jouise|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en jouise domaine harmandgeoffroy|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en jousie|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en motrot domaine denis mortet|??|r|??|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en pallud maison charles noellat|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en pallud domaine tawse|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en pallud mark haisma|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en reniard pierrehenri rougeot|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en songe domaine marchandgrillot|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en songe domaine marchandgrillot|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en songe domaine philippe naddef|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en sylvie maison charles noellat|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en sylvie domaine pierre naigeon|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en sylvie les astrelles|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en vosne 1 catherine et dominique derain|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|en vosne bio|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|esprit leflaive|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|estournelles saintjacques|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|fonteny domaine serafin pere fils|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|francois leclerc|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|francois martenot prer cru|??|r|??|??|??|1992|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|francois martenot prer cru|??|r|??|??|??|1992|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=842
W|gevreychambertin|francois martenot prer cru|??|r|??|??|??|1992|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=842
W|gevreychambertin|georges lignier|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|grand cru charmeschambertin amiotservelle|??|r|??|??|??|2018|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|grand cru charmeschambertin amiotservelle|??|r|??|??|??|2019|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|grand cru mazischambertin|??|r|??|??|??|2017|13.5|grand cru|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|harmandgeoffroy|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|henri de villamont|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|hubert lignier|??|r|??|??|??|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|hubert lignier|??|r|??|??|??|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=851
W|gevreychambertin|hubert lignier|??|r|??|??|??|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=851
W|gevreychambertin|hubert lignier regnard|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|huguenot les crais|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|jane eyre burgundy fra|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|jubile 30 ans domaine perrotminot|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|justice jerome galeyrand|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|justice des seuvrees domaine perrotminot|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|justice des seuvrees domaine perrotminot|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|justice des seuvrees domaine perrotminot|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|justice des seuvrees domaine perrotminot|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|la croix des champs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|la croix des champs domaine thibault ligerbelair|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|la croix des champs domaine thibault ligerbelair|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|la croix des champs domaine thibault ligerbelair|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|la justice|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|la justice|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=867
W|gevreychambertin|la justice domaine hubert lignier|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|la justice domaine hubert lignier|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|la justice domaine hubert lignier|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|la justice jerome galeyrand|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|la justice chateau de marsannay|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|la justice domaine jerome galeyrand|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|la justice la maison romane|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|la justice|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|la justice jerome galeyrand|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|la justice|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|la justice domaine philippe charlopin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|la justice mg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|la platiere|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|la platiere|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=881
W|gevreychambertin|lamblinfils|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|lavaux saintjacques|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|lavaux saintjacques premier cru alain burguet|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|le clos domaine pierre duroche|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|le clos domaine duroche|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|le fonteny cru domaine serafin pere fils|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|leon amiot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les cazetiers premier cru|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les cazetiers premier cru|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=890
W|gevreychambertin|les corbeaux cru|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les corbeaux premier cru|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les corvees domaine tortochot|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les crais|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les crais|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les crais domaine jean fery|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les crais|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les crais domaine trapetrochelandet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les evocelles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les evocelles|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=900
W|gevreychambertin|les evocelles domaine de la vougeraie|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les evocelles domaine de la vougeraie|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les evocelles domaine de la vougeraie|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les evocelles domaine de la vougeraie|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les evocelles domaine de la vougeraie|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les evocelles|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les evocelles domaine de la vougeraie|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les evocelles|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les evocelles domaine de la vougeraie|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les evocelles 750|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les evocelles lucien boillot|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les evocelles vieilles vignes philippe rossignol|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les genevrieres|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les genevrieres|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les genevrieres|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les griottines|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les jeunes rois|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les jeunes rois domaine rene bouvier|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les jeunes rois domaine rene bouvier|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les jeunes rois domaine rene bouvier|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les jeunes rois|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les jeunes rois domaine rene bouvier|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les jeunes rois domaine duroche|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les marchais maison charles noellat|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les marchais france v|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les marronniers|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les murots domaine du clos frantin|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les murots domaine du clos frantin|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les murots domaine du clos frantin|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les seuvrees domaine hubert lignier|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les seuvrees domaine groffier domaine robert groffier pere fils|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les seuvrees domaine hubert lignier|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les seuvrees domaine robert groffier pere fils|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les seuvrees domaine hubert lignier|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les seuvrees domaine robert groffier pere fils|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les seuvrees|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les seuvrees domaine hubert lignier|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les seuvrees domaine robert groffier pere fils|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les seuvrees domaine hubert lignier|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les seuvrees domaine robert groffier pere fils|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les seuvrees domaine robert groffier pere fils|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les seuvrees domaine robert groffier pere fils|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les seuvrees philippe cheron|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les seuvrees domaine odoulcoquard|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les seuvrees rouge domaine bertrand bachelet|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|les tuileries domaine henri richard|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|lucien boillot|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ma cuvee arnaud mortet|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ma cuvee domaine denis mortet|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ma cuvee domaine denis mortet|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ma cuvee arnaud mortet|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|mark haisma|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|mark haisma|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|meix bas maison charles noellat|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|mes cinq terroirs domaine denis mortet|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|mes cinq terroirs domaine denis mortet|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|mes cinq terroirs domaine denis mortet|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|mes cinq terroirs|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|mes cinq terroirs domaine denis mortet|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|mes favorites vieilles vignes alain burguet|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|moillardgrivot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|moillardgrivot|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|naigeon burgundy|fr|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|negoce pierre et marianne duroche|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|negoce pierre marianne duroche|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|odoulcoquard frankrijk bourgogne rood|fr|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ostrea domaine jean trapet pere fils|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ostrea domaine jean trapet pere fils|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ostrea domaine jean trapet pere fils|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ostrea domaine jean trapet pere fils|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ostrea domaine jean trapet pere fils|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ostrea domaine jean trapet pere fils|??|r|??|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ostrea domaine jean trapet pere fils|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ostrea domaine trapet domaine jean trapet pere fils|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ostrea domaine jean trapet pere fils|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ostrea domaine jean trapet pere fils|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ostrea domaine jean trapet pere fils|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ostrea domaine jean trapet pere fils|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ostrea domaine jean trapet pere fils|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ostrea|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ostrea domaine jean trapet pere fils|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ostrea domaine jean trapet pere fils|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ostrea domaine trapet pere et fils rouge|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gevreychambertin|ostrea domaine jean trapet pere fils|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
