W|grand|soir rollon elixir set|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|pacote royal no bar caixa educativa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|passolo rosso di salento puglia 145|it|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|passolo rosso salento igt|??|r|??|??|??|2021|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|pestilence la sorga|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|pestilence|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|pestilence rouge|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|pestilence rouge|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|pestillence|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|piano douro reserva|pt|r|??|douro|douro|2017|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|piano grande reserva tinto|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|piano grande reserva tinto|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=920
W|grande|piquette de pinot noir tom litwan mit em hassige migi|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|provence angels tears le chocolat pinotage|fr|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|provence angels tears merlot cabernet|fr|r|merlot|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|provence angels tears mixed case|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|provence angels tears moscatochenin|fr|r|moscato|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|provence angels tears pinotage|fr|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|provence angels tears rose|fr|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grande|provence angels tears sauvignon blanc|fr|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|provence cabernet sauvignon|fr|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|provence cabernet sauvignon|fr|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|provence cabernet sauvignon|fr|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|provence cabernet sauvignon|fr|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=932
W|grande|provence chardonnay|fr|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|provence chardonnay|fr|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|provence chardonnay|fr|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=935
W|grande|provence chardonnay|fr|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=935
W|grande|provence chardonnay|fr|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=935
W|grande|provence chardonnay|fr|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=935
W|grande|provence chardonnay|fr|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=934
W|grande|provence chenin blanc|fr|w|chenin blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|provence chenin blanc|fr|w|chenin blanc|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|provence chenin blanc|fr|w|chenin blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|provence chenin blanc|fr|w|chenin blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|provence chenin blanc|fr|w|chenin blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=944
W|grande|provence merlot|fr|r|merlot|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|provence merlot|fr|r|merlot|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|provence merlot|fr|r|merlot|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=947
W|grande|provence merlot|fr|r|merlot|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=947
W|grande|provence pinot noir|fr|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|provence red|fr|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|provence sauvignon blanc|fr|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|provence sauvignon blanc|fr|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|provence sauvignon blanc|fr|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|provence sauvignon blanc|fr|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=954
W|grande|provence sauvignon blanc|fr|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grande|provence sauvignon blanc|fr|w|sauvignon blanc|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=956
W|grande|provence shiraz|fr|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|provence shiraz|fr|r|shiraz|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|provence shiraz|fr|r|shiraz|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|provence shiraz|fr|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|provence shiraz|fr|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=961
W|grande|provence shiraz|fr|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=961
W|grande|recolte cotes de provence rose|fr|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grande|reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=965
W|grande|reserva lovara|??|r|??|??|??|1999|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva|??|r|??|??|??|2016|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva|??|r|??|??|??|2019|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva adega de borba branco|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva adega de borba tinto|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva branco|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva branco|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=972
W|grande|reserva branco|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=972
W|grande|reserva branco|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=972
W|grande|reserva branco 1836|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva branco|??|r|??|??|??|2021|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva brut|??|s|??|??|??|nv|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
W|grande|reserva bruto natural|??|s|??|??|??|2015|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
W|grande|reserva cru classe|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva do paul tinto|??|r|??|??|??|2019|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva doc|??|r|??|??|??|2016|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva doc telheiro santos|??|r|??|??|??|2019|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva julian reynolds|??|r|??|??|??|2016|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva pai chao red|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva pinot noir bruto white|??|s|pinot noir|??|??|nv|12|reserva|leve|aperitivos, frutos do mar, canapes|brut
W|grande|reserva tinto|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva tinto|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=987
W|grande|reserva tinto|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=987
W|grande|reserva tinto|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=987
W|grande|reserva tinto|??|r|??|??|??|2015|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva tinto|??|r|??|??|??|2017|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva tinto|??|r|??|??|??|2022|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva tinto casa da insua de|??|r|??|??|??|2012|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva touriga nacional|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserva touriga nacional 100 hectares|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grande|reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=997
W|grande|reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=997
W|grande|reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=997
