W|gaveske|med 2 udvalgte alkoholfrie speciall|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gazzosa|tomarchio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|partida creus|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|gb|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gb|bikaver|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|blanc|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gb|blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gb|burlotto acclivi barolo|it|r|??|barolo|barolo|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto acclivi barolo|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto aves barbera dalba|??|r|barbera|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto aves barbera dalba|??|r|barbera|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barbera dalba|??|r|barbera|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barbera dalba|??|r|barbera|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barbera dalba|??|r|barbera|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barbera dalba|??|r|barbera|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barbera dalba aves|??|r|barbera|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barbera dalba aves|??|r|barbera|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barolo|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barolo|it|r|??|barolo|barolo|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barolo|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barolo|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barolo|it|r|??|barolo|barolo|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barolo|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barolo acclivi|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barolo acclivi|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barolo acclivi|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barolo acclivi|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=948
W|gb|burlotto barolo acclivi|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barolo acclivi|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barolo cannubi|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barolo cannubi|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barolo cannubi|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barolo minivertical pack 20192020|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barolo monvigliero|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barolo monvigliero|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barolo monvigliero|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto barolo vigneto monvigliero|it|r|??|barolo|barolo|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto cannubi barolo|it|r|??|barolo|barolo|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto castello di verduno barolo|it|r|??|barolo|barolo|1967|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto dives langhe sauvignon|it|r|??|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto dives sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gb|burlotto dolcetto dalba|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gb|burlotto dolcetto dalba|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gb|burlotto dolcetto dalba|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gb|burlotto dolcetto dalba|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|gb|burlotto elatis vino rosato|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gb|burlotto langhe freisa|it|r|??|langhe|langhe|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto langhe freisa|it|r|??|langhe|langhe|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto langhe freisa|it|r|??|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto langhe freisa|it|r|??|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=971
W|gb|burlotto langhe freisa|it|r|??|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto langhe freisa|it|r|??|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=973
W|gb|burlotto langhe freisa|it|r|??|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=973
W|gb|burlotto langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=976
W|gb|burlotto langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto langhe nebbiolo|it|r|nebbiolo|langhe|langhe|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=978
W|gb|burlotto langhe sauvignon blanc dives|it|w|sauvignon blanc|langhe|langhe|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gb|burlotto monvigliero barolo owc|it|r|??|barolo|barolo|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto monvigliero barolo|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto monvigliero barolo|it|r|??|barolo|barolo|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto nebbiolo|??|r|nebbiolo|??|??|1965|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto nebbiolo|??|r|nebbiolo|??|??|1973|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto pelaverga|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto sauvignon dives|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto sauvignon viridis|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto sauvignon viridis|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto verduno pelaverga|??|r|??|??|??|1973|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto verduno pelaverga|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto verduno pelaverga|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto verduno pelaverga|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=992
W|gb|burlotto verduno pelaverga|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|burlotto verduno pelaverga|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=994
W|gb|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|cabernet savignon|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|charm riesling offdry georg breuer|??|w|riesling|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gb|chase smoked|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gb|clos dora aop minervois la liviniere|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
