1. W|cascade heights|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
863. W|cascina fontana dolcetto dalba triple a|2024|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=862
864. W|cascina fontana dolcetto dalba triple a|2024|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=862
865. W|cascina fontana dolcetto dalba triple a dolcetto dalba|doc 2021 vino rosso|??|r|??|??|??|2021|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
866. W|cascina fontana langhe|2014|??|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos curados|seco
867. W|cascina fontana langhe freisa langhe|doc 2023 vino rosso|??|r|??|??|??|2023|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
868. W|cascina fontana langhe|nebbiolo 2015|??|r|nebbiolo|??|??|2015|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
869. W|cascina fontana langhe|nebbiolo 2015|??|r|nebbiolo|??|??|2015|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=868
870. W|cascina fontana langhe|nebbiolo 2016|??|r|nebbiolo|??|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
871. W|cascina fontana langhe|nebbiolo 2017|??|r|nebbiolo|??|??|2017|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
872. W|cascina fontana langhe|nebbiolo 2018|??|r|nebbiolo|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
873. W|cascina fontana langhe|nebbiolo 2019|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
874. W|cascina fontana langhe|nebbiolo 2020|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
875. W|cascina fontana langhe|nebbiolo 2020|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=874
876. W|cascina fontana langhe|nebbiolo 2021|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
877. W|cascina fontana langhe|nebbiolo 2021|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=876
878. W|cascina fontana langhe|nebbiolo 2022|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
879. W|cascina fontana langhe|nebbiolo 2022|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=878
880. W|cascina fontana langhe|nebbiolo 2022|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=878
881. W|cascina fontana langhe|nebbiolo 2022 piedmont italy|it|r|nebbiolo|piedmont|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
882. W|cascina fontana langhe|nebbiolo 2023|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
883. W|cascina fontana langhe|nebbiolo 2023|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=882
884. W|cascina fontana langhe|nebbiolo 2024|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
885. W|cascina fontana langhe|nebbiolo 75|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
886. W|cascina fontana langhe|nebbiolo 75|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=885
887. W|cascina fontana langhe|nebbiolo 75|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=885
888. W|cascina fontana langhe|nebbiolo doc 2023|??|r|nebbiolo|??|??|2023|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
889. W|cascina fontana langhe|nebbiolo langhe doc nebbiolo 2022 vino rosso|??|r|nebbiolo|??|??|2022|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
890. W|cascina fontana langhe|nebbiolo langhe nebbiolo doc 2023 vino rosso|??|r|nebbiolo|??|??|2023|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
891. W|cascina fontana langhe|nebbiolo piedmont italy 2022|it|r|nebbiolo|piedmont|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
892. W|cascina fontana|nebbiolo 2018|??|r|nebbiolo|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
893. W|cascina fontana|nebbiolo dalba 2021|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
894. W|cascina fontana|nebbiolo langhe doc nebbiolo 2021 vino rosso|??|r|nebbiolo|??|??|2021|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
895. W|cascina fontana|nebbiolo mgm langhe doc 2021 vino rosso|??|r|nebbiolo|??|??|2021|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
896. W|cascina fontana|nebbiolo mgm langhe doc 2022 vino rosso|??|r|nebbiolo|??|??|2022|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
897. W|cascina fontana|nebbiolo mgm langhe doc 2023 vino rosso|??|r|nebbiolo|??|??|2023|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
898. W|cascina fontana|rosso 2020|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
899. W|cascina fontana|rosso 2020|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=898
900. W|cascina fontana|rosso 2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
901. W|cascina fontana|rosso 2024|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
902. W|cascina fontana|rosso 2024|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=901
903. W|cascina fontana|rosso 2024|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=901
904. W|cascina fontana|rosso nebbiolo 2022|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
905. W|cascina fontana|rosso nebbiolo 2022|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=904
906. W|cascina fornace valdovato|2016 roero docg|??|r|??|??|??|2016|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
907. W|cascina fornace visca|2020|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
908. W|cascina francia|1990 barolo magnum|it|r|??|??|??|1990|13.5|??|medio|carne vermelha, massas, queijos curados|seco
909. W|cascina galarin|barbera dasti docg superiore tinella 2017 organic certified|??|r|barbera|??|??|2017|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco
910. W|cascina galarin barivel langhe|arneis|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
911. W|cascina galarin barolo|2020 piemonte italien kologisk in conversion|it|r|??|piemonte|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
912. W|cascina galarin barolo monforte dalba|docg|it|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
913. W|cascina galarin carossi|chardonnay 2021|??|w|chardonnay|??|??|2021|12.5|??|leve|frutos do mar, peixes, saladas|seco
914. W|cascina galarin carossi|chardonnay doc|??|w|chardonnay|??|??|NV|12.5|doc|leve|frutos do mar, peixes, saladas|seco
915. W|cascina galarin crocevia|nebbiolo 2019|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
916. W|cascina galarin langhe arneis|doc|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
917. W|cascina galarin|moscato dasti docg|??|w|moscato|??|??|NV|12.5|docg|leve|frutos do mar, peixes, saladas|seco
918. W|cascina galarin|moscato dasti docg pra done 2021organic certified|??|w|moscato|??|??|NV|12.5|docg|leve|frutos do mar, peixes, saladas|seco
919. W|cascina galarin nuvole|chardonnay kologisk hvidvin 2023 piemonte italien|it|w|chardonnay|piemonte|??|2023|12.5|??|leve|frutos do mar, peixes, saladas|seco
920. W|cascina galarin nuvole|chardonnay kologisk hvidvin 2024 piemonte italien|it|w|chardonnay|piemonte|??|2024|12.5|??|leve|frutos do mar, peixes, saladas|seco
921. W|cascina galarin|pinot nero doc rivella|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
922. W|cascina galarin tinella|barbera dasti superiore docg|??|r|barbera|??|??|NV|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco
923. W|cascina galarincricevia|nebbiolo superiore doc|??|r|nebbiolo|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
924. W|cascina galletto alta|langa|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
925. W|cascina galletto alta langa|brut nature blanc de noirs 2021|??|s|??|??|??|2021|12|??|leve|aperitivos, frutos do mar, sushi|brut nature
926. W|cascina galletto|barbera dasti superiore|??|r|barbera|??|??|NV|13.5|superiore|encorpado|carne vermelha, massas, queijos curados|seco
927. W|cascina galletto brachetto fabio|perrone|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
928. W|cascina galletto dolcetto dalba|doc 2024|??|r|??|??|??|2024|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
929. W|cascina galletto fabio perrone alta langa|docg 2019|??|r|??|??|??|2019|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
930. W|cascina galletto langhe|favorita|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
931. W|cascina galletto langhe|nebbiolo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
932. W|cascina galletto|moscato dasti|??|w|moscato|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
933. W|cascina galletto piemonte|brachetto|it|r|??|piemonte|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
934. W|cascina galletto piemonte brachetto|2024|it|r|??|piemonte|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
935. W|cascina galletto|spuri|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
936. W|cascina|garitina|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
937. W|cascina garitina|barbera dasti bricco garitta 2023 case only|??|r|barbera|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
938. W|cascina garitina|barbera dasti bricco garitta 2024 case only|??|r|barbera|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
939. W|cascina garitina|barbera dasti garita 2024|??|r|barbera|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
940. W|cascina garitina|barbera dasti villalta 2018 case only|??|r|barbera|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
941. W|cascina garitina bricco garitta|barbera dasti|??|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
942. W|cascina garitina caranti|2022 barbera d asti su|??|r|barbera|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
943. W|cascina garitina caranti|barbera dasti superiore doc|??|r|barbera|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
944. W|cascina garitina|niades|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
945. W|cascina garitina niades|2022 docg|??|r|??|??|??|2022|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
946. W|cascina garitina niades|docg|??|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
947. W|cascina gasparda argille|2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
948. W|cascina gasparda argille|2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=947
949. W|cascina gasparda|barbera da nord 2019 vild ren og ustyret|??|r|barbera|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
950. W|cascina gasparda da nord|vdt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
951. W|cascina gasparda dietro casa|barbera del monferrato superiore docg|??|r|barbera|??|??|NV|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco
952. W|cascina gasparda freisa nuda cruda|2019|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
953. W|cascina gasparda la spavalda monferrato|doc|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
954. W|cascina gasparda nuda cruda freisa|2019 freisa uden filter|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
955. W|cascina gasparda nudacruda monferrato|freisa|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
956. W|cascina gasparda nudacruda|vdt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
957. W|cascina gasparda|rosso vecchie radici 2019|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
958. W|cascina gasparda suetta|rosso 2020|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
959. W|cascina gasparda suetta|rosso 2020|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=958
960. W|cascina gasparda suetta|rosso 2022|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
961. W|cascina gasparda suetta|vdt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
962. W|cascina gasparda vulp bianco|2020|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
963. W|cascina gasparda vulp bianco|2020|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=962
964. W|cascina gasparda vulp|vdt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
965. W|cascina gentile|barbera del monferrato barberrique piemonte|it|r|barbera|piemonte|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
966. W|cascina gentile|barbera del monferrato mat piemonte|it|r|barbera|piemonte|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
967. W|cascina gentile|brut cascina gentile piemonte|it|s|??|piemonte|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
968. W|cascina gentile gavi|docg cortese piemonte|it|w|cortese|piemonte|??|NV|12.5|docg|leve|frutos do mar, peixes, saladas|seco
969. W|cascina gentile metodo|classico brut barbabianca piemonte|it|s|??|piemonte|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
970. W|cascina gentile spess dessertwijn|piemonte|it|r|??|piemonte|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
971. W|cascina gentile timorasso derthona|doc piemonte|it|r|??|piemonte|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
972. W|cascina|ghercina|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
973. W|cascina ghercina appassimento|barbera passito 2022|??|d|barbera|??|??|2022|10|??|encorpado|sobremesas, queijos azuis, foie gras|doce
974. W|cascina ghercina appassimento|barbera passito 2023|??|d|barbera|??|??|2023|10|??|encorpado|sobremesas, queijos azuis, foie gras|doce
975. W|cascina ghercina appassimento piemonte|barbera|it|r|barbera|piemonte|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
976. W|cascina ghercina appassimento piemonte|barbera|it|r|barbera|piemonte|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=975
977. W|cascina ghercina appassimento piemonte|barbera|it|r|barbera|piemonte|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=975
978. W|cascina ghercina|barbaresco|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
979. W|cascina ghercina|barbaresco|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=978
980. W|cascina ghercina|barbaresco|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=978
981. W|cascina ghercina|barbaresco|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=978
982. W|cascina ghercina|barbaresco|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=978
983. W|cascina ghercina barbaresco|2018|it|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
984. W|cascina ghercina barbaresco|2021|it|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
985. W|cascina ghercina barbaresco|docg|it|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
986. W|cascina ghercina barbaresco|docg 2022|it|r|??|??|??|2022|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
987. W|cascina ghercina barbaresco|docg 2023|it|r|??|??|??|2023|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
988. W|cascina ghercina|barbera appassimento 2019|??|r|barbera|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
989. W|cascina ghercina|barbera dalba 2021|??|r|barbera|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
990. W|cascina ghercina|barbera dalba doc superiore|??|r|barbera|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
991. W|cascina ghercina|barbera dalba doc superiore|??|r|barbera|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco|=990
992. W|cascina ghercina|barbera dalba doc superiore 2023|??|r|barbera|??|??|2023|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
993. W|cascina ghercina|barbera dalba doc superiore 2024|??|r|barbera|??|??|2024|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
994. W|cascina ghercina|barbera dalba superiore|??|r|barbera|??|??|NV|13.5|superiore|encorpado|carne vermelha, massas, queijos curados|seco
995. W|cascina ghercina|barbera dalba superiore|??|r|barbera|??|??|NV|13.5|superiore|encorpado|carne vermelha, massas, queijos curados|seco|=994
996. W|cascina ghercina|barbera dalba superiore|??|r|barbera|??|??|NV|13.5|superiore|encorpado|carne vermelha, massas, queijos curados|seco|=994
997. W|cascina ghercina|barbera dalba superiore 2022|??|r|barbera|??|??|2022|13.5|superiore|encorpado|carne vermelha, massas, queijos curados|seco
998. W|cascina ghercina|barbera dalba superiore 2023|??|r|barbera|??|??|2023|13.5|superiore|encorpado|carne vermelha, massas, queijos curados|seco
999. W|cascina ghercina|barbera passito|??|d|barbera|??|??|NV|10|??|encorpado|sobremesas, queijos azuis, foie gras|doce
1000. W|cascina ghercina|barolo|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
