W|branco|seco louis latour bourgogne chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos carvalhais encruzado 2023 dao|pt|w|??|dao|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos carvalhais colheita dao|pt|w|??|dao|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos carvalhais branco especial dao|pt|w|??|dao|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos cardeais grande reserva 2021 alentejo portugal seco elegante e complexo uvas tradicionais portuguesas ideal para peixes nobres e jantares especiais|pt|w|??|alentejo|??|2021|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta dos avidagos reserva 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta dos aciprestes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos abibes sauvignon blanc 2023 doc bairrada|??|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dos abibes 1792 bical baga 2017 beira atlantico|??|w|??|??|??|2017|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta dom rodrigo tinto|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do vallado reserva douro|pt|w|??|douro|??|NV|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do vallado reserva 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do vallado reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do vallado prima|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do vallado|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do valdoeiro reserva doc|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do valdoeiro chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do torrao reserva viosinho|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do torrao|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do sobreiro reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do sobreiro regional|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do sobreiro grande reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do sobreiro gewurz traminer sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do sobreiro de cima reserva 2023|??|w|??|??|??|2023|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do sobreiro de cima|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do rogel reserva 2020|??|w|??|??|??|2020|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do regueiro primitivo alvarinho minho|??|w|primitivo|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do portal reserva 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do portal reserva 2022|??|w|??|??|??|2022|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do portal muros de vinha 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do portal grande reserva 2020 douro|pt|w|??|douro|??|2020|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do popa reserva 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do popa amphora 2018 douro|pt|w|??|douro|??|2018|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do poco do lobo reserva 2020 bairrada doc|??|w|??|??|??|2020|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do pinto viognier chardonnay 2021 lisboa|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do pinto grande escolha 2018 lisboa|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do pinto arinto|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do piloto reserva setubal|pt|w|??|setubal|??|NV|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do piloto colecao de familia setubal|pt|w|??|setubal|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do pessegueiro reserva 2022 doc douro|pt|w|??|douro|??|2022|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do penedo doc dao|pt|w|??|dao|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do penedo doc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do paral vinhas velhas 2019 alentejo|pt|w|??|alentejo|??|2019|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do paral vinhas velhas 2019 alentejo|pt|w|??|alentejo|??|2019|12.5|DO|leve|peixes, frutos do mar, saladas|seco|=922
W|branco|quinta do paral vinhas velhas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do paral vinhas velhas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=924
W|branco|quinta do paral superior 2022 alentejo|pt|w|??|alentejo|??|2022|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do paral superior 2021 alentejo|pt|w|??|alentejo|??|2021|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do paral superior|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do paral reserva 2021 regional alentejano|??|w|??|??|??|2021|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do paral reserva 2021 alentejo|pt|w|??|alentejo|??|2021|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do paral reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do paral gutta supera 2021 doc tejo|pt|w|??|tejo|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do paral grande reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do paral colheita selecionada 2018 regional alentejano|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do paral 2023 regional alentejano|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do paral 2022 alentejo|pt|w|??|alentejo|??|2022|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do paral|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do mouro zagalos reserva alentejo|pt|w|??|alentejo|??|NV|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do mouro vinha da gafaria alentejo|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do mouro erro b 2021 alentejo|pt|w|??|alentejo|??|2021|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do morgado suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec
W|branco|quinta do morgado suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec|=941
W|branco|quinta do morgado suave|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|demi-sec|=941
W|branco|quinta do monte doiro vindima 13 outubro 2016 lisboa|??|w|??|??|??|2016|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do monte doiro madrigal 2015 lisboa|??|w|??|??|??|2015|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do monte doiro lybra 2017 lisboa|??|w|??|??|??|2017|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do monte doiro lybra 2016 lisboa|??|w|??|??|??|2016|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do monte doiro arinto single vineyard limited edition 2019 lisboa|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do monte doiro arinto 2021 lisboa|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do monte doiro arinto|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do mondego munda gouveio dop dao 2021|pt|w|??|dao|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do mondego munda encruzado dop dao 2021|pt|w|??|dao|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do mondego munda encruzado dop dao 2020|pt|w|??|dao|??|2020|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do mondego family blend dop dao 2024|pt|w|??|dao|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do mondego encruzado dop dao 2023|pt|w|??|dao|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do mondego 2017 dao|pt|w|??|dao|??|2017|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do lagar novo reserva marsanne 2022 lisboa|??|w|??|??|??|2022|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do lagar novo reserva chardonnay 2023 lisboa|??|w|chardonnay|??|??|2023|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do lagar novo garrafeira 2013 lisboa|??|w|??|??|??|2013|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do lagar novo arinto 2019 lisboa|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do gradil viosinho 2019 lisboa|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do gradil reserva 2018 regional lisboa|??|w|??|??|??|2018|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do gradil maria do carmo 2017 lisboa|??|w|??|??|??|2017|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do gradil chardonnay 2021 lisboa|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do gradil arinto 2022 lisboa|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do gradil alvarinho 2019 regional lisboa|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do frances|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do ferro avesso 2022 vinhos verdes|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do estanho reserva 2018 douro|pt|w|??|douro|??|2018|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do espinho reserva 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do encontro 1 2015 bairrada|??|w|??|??|??|2015|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do cume reserva douro|pt|w|??|douro|??|NV|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do covao reserva encruzado 2015 dao|pt|w|??|dao|??|2015|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do covao colheita 2024 dao|pt|w|??|dao|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do couquinho superior 2019 douro|pt|w|??|douro|??|2019|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do cotto reserva 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do cotto 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do cotto|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do correio|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do convento reserva 2018 douro|pt|w|??|douro|??|2018|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do convento colheita 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do convento 1999 douro|pt|w|??|douro|??|1999|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do cidro gewurztraminer seco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do cidro chardonay|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do cidro alvarinho|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do casal branco terra dos lobos fernao pires e sauvignon blanc 2024|??|w|sauvignon blanc|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do casal branco sauvignon blanc 2024|??|w|sauvignon blanc|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do casal branco reserva doc tejo 2022|pt|w|??|tejo|??|2022|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do casal branco falcoaria fernao pires vinhas velhas doc tejo 2021|pt|w|??|tejo|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do casal branco falcoaria colheita tardia 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do casal branco alvarinho doc tejo 2023|pt|w|??|tejo|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do carvalhao torto encruzado reserva 2020 dao|pt|w|??|dao|??|2020|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do carqueijal 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do carmo reserva 2022 alentejo|pt|w|??|alentejo|??|2022|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do carmo 2023 alentejo|pt|w|??|alentejo|??|2023|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do cardo vinha lomedo siria 2022 beira interior|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do cardo vinha do lomedo|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do cardo superior 2022 doc beira interior|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do cardo superior|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|quinta do cardo reserva 2021 doc beira interior|??|w|??|??|??|2021|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do cardo reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do cardo grande reserva 2021 doc beira interior|??|w|??|??|??|2021|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do cardo grande reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|quinta do cardo 2022 doc beira interior|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
