W|franschoek cellars|the last elephant|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia chablis|white wine|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzia chardonnay|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzia chardonnay|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=915
W|franzia chardonnay|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=915
W|franzia chardonnay|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=915
W|franzia chardonnay|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=915
W|franzia chardonnay|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=915
W|franzia chardonnay|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=915
W|franzia chardonnay|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=915
W|franzia chardonnay|5 liter|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzia chardonnay|5 liter box|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzia chardonnay|box|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzia chardonnay|white wine|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzia chardonnay|white wine|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=926
W|franzia chianti|chianti|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia chianti|chianti|it|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=928
W|franzia chill|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia chillable|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia chillable|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=931
W|franzia chillable|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=931
W|franzia chillable|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=931
W|franzia chillable|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=931
W|franzia chillable|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=931
W|franzia chillable|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=931
W|franzia chillable|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=931
W|franzia chillable|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=931
W|franzia chillable|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=931
W|franzia chillable|red 111525|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia chillable|red 20 glasses|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia chillable|red 3 liter|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia chillable|red blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia chillable|red blend wine|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia chillable|red box|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia crisp|white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzia crisp|white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=947
W|franzia crisp|white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=947
W|franzia crisp|white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=947
W|franzia crisp|white 5 liter|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzia dark|red blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia dark|red blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=952
W|franzia dark|red blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=952
W|franzia dark|red blend 5 liter box|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia dark|red blend box|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia fruity|red sangria|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia fruity|red sangria 5 liter|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia fruity|sangria|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia margarita|margarita|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia merlot|merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia merlot|merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=961
W|franzia merlot|merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=961
W|franzia merlot|merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=961
W|franzia merlot|merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=961
W|franzia merlot|merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=961
W|franzia merlot|merlot|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=961
W|franzia merlot|box|fr|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia moscato|moscato|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia moscato|moscato|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=969
W|franzia moscato|moscato|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=969
W|franzia moscato|5 liter box|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia old|world classics white zinfandel first crush|fr|w|zinfandel|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzia old|world classics white zinfandel first crush|fr|w|zinfandel|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=973
W|franzia pink|moscato|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia pink|moscato 5 liter|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia pinot|gricio|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia pinot|grigio|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzia pinot|grigio|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=978
W|franzia pinot|grigio|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=978
W|franzia pinot|grigio|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=978
W|franzia pinot|grigio|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=978
W|franzia pinot|grigio|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=978
W|franzia pinot|grigio box|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzia pinot|grigio colombard|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzia pinot|grigio colombard 5 liter box|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzia pinot|noir carmenere 5 liter box|fr|r|pinot noir|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia red|red|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia red|sangria|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia refreshers|peach mango 3 liter box|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia refreshers|peach moscato|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia refreshers|strawberry|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia refreshers|strawberry rose 3 liter box|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|franzia refreshers|tropical pinot grigio 3 liter box|fr|w|pinot grigio|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzia refreshers|tropical pinotgrigio|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia refreshers|wild berry moscato 3 liter box|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia refreshers|wildberry moscato|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|franzia refreshing|white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|franzia refreshing|white|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=998
W|franzia refreshing|white 5 liter|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
