1. W|casa coste|piane valdobbiadene prosecco docg|it|s|??|??|??|NV|12|docg|leve|frutos do mar, aperitivos, sushi|brut
935. W|casa de|santar branco reserva|??|w|??|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
936. W|casa de|santar branco reserva 135|??|w|??|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
937. W|casa de|santar branco reserva|??|w|??|??|??|2023|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
938. W|casa de|santar colheita branco|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
939. W|casa de|santar colheita branco|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=938
940. W|casa de|santar colheita doc tinto|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
941. W|casa de|santar colheita red|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
942. W|casa de|santar colheita tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
943. W|casa de|santar colheita tnto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
944. W|casa de|santar colheita white|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
945. W|casa de|santar curtimenta|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
946. W|casa de|santar curtimenta|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
947. W|casa de|santar curtimenta branco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
948. W|casa de|santar curtimenta branco|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
949. W|casa de|santar curtimenta dao branco|pt|w|??|dao|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
950. W|casa de|santar dao branco|pt|w|??|dao|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
951. W|casa de|santar dao rose|pt|p|??|dao|??|2020|12|??|leve|carne vermelha, massas, queijos curados|seco
952. W|casa de|santar dao rose|pt|p|??|dao|??|2022|12|??|leve|carne vermelha, massas, queijos curados|seco
953. W|casa de|santar dao tinto|pt|r|??|dao|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
954. W|casa de|santar dao tinto superior|pt|r|??|dao|??|2001|13.5|superior|medio|carne vermelha, massas, queijos curados|seco
955. W|casa de|santar doc branco|??|w|??|??|??|NV|12.5|doc|medio|peixes, frutos do mar, saladas|seco
956. W|casa de|santar doc branco|??|w|??|??|??|NV|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=955
957. W|casa de|santar doc rose|??|p|??|??|??|NV|12|doc|leve|carne vermelha, massas, queijos curados|seco
958. W|casa de|santar doc rose c tubo|??|p|??|??|??|NV|12|doc|leve|carne vermelha, massas, queijos curados|seco
959. W|casa de|santar doc tinto|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
960. W|casa de|santar nobre tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
961. W|casa de|santar oito parcelas|??|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
962. W|casa de|santar oito parcelas tinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
963. W|casa de|santar oito parcelas tinto|??|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
964. W|casa de|santar outono de santar 2018 37|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
965. W|casa de|santar outono de santar colheita tardia|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
966. W|casa de|santar outono de santar colheita tardia branco|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
967. W|casa de|santar red|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
968. W|casa de|santar red|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
969. W|casa de|santar red 2022case only|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
970. W|casa de|santar reserva|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
971. W|casa de|santar reserva|??|r|??|??|??|2019|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
972. W|casa de|santar reserva branco|??|w|??|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
973. W|casa de|santar reserva branco|??|w|??|??|??|NV|12.5|reserva|medio|peixes, frutos do mar, saladas|seco|=972
974. W|casa de|santar reserva branco|??|w|??|??|??|2017|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
975. W|casa de|santar reserva branco|??|w|??|??|??|2020|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
976. W|casa de|santar reserva branco|??|w|??|??|??|2021|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
977. W|casa de|santar reserva branco|??|w|??|??|??|2023|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
978. W|casa de|santar reserva dao|pt|r|??|dao|??|2014|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
979. W|casa de|santar reserva dao branco|pt|w|??|dao|??|2017|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
980. W|casa de|santar reserva dao branco|pt|w|??|dao|??|2020|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
981. W|casa de|santar reserva dao branco|pt|w|??|dao|??|2021|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
982. W|casa de|santar reserva dao tinto|pt|r|??|dao|??|2013|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
983. W|casa de|santar reserva dao tinto|pt|r|??|dao|??|2016|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
984. W|casa de|santar reserva doc branco|??|w|??|??|??|NV|12.5|doc|medio|peixes, frutos do mar, saladas|seco
985. W|casa de|santar reserva magnum tinto|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
986. W|casa de|santar reserva tinto|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
987. W|casa de|santar reserva tinto|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=986
988. W|casa de|santar reserva tinto|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=986
989. W|casa de|santar reserva tinto|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=986
990. W|casa de|santar reserva tinto 1|??|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
991. W|casa de|santar reserva tinto 2015 tubo|??|r|??|??|??|2015|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
992. W|casa de|santar reserva tinto|??|r|??|??|??|2016|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
993. W|casa de|santar reserva tinto|??|r|??|??|??|2016|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco|=992
994. W|casa de|santar reserva tinto|??|r|??|??|??|2017|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
995. W|casa de|santar reserva tinto|??|r|??|??|??|2020|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
996. W|casa de|santar reserva white|??|w|??|??|??|2021|12.5|reserva|medio|peixes, frutos do mar, saladas|seco
997. W|casa de|santar rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
998. W|casa de|santar rose|??|p|??|??|??|2020|12|??|leve|carne vermelha, massas, queijos curados|seco
999. W|casa de|santar rose|??|p|??|??|??|2021|12|??|leve|carne vermelha, massas, queijos curados|seco
1000. W|casa de|santar single estate|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
