W|greystone|organic waipara pinot gris|??|w|pinot gris|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|hills zinfandel|??|r|zinfandel|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=854
W|grgich|hills zinfandel|??|r|zinfandel|??|??|1979|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills zinfandel|??|r|zinfandel|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills zinfandel|??|r|zinfandel|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills zinfandel|??|r|zinfandel|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|hills zinfandel alexander valley|??|r|zinfandel|??|??|1980|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|paris tasting chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grgich|vina plavic mali|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgich|zinfandel|??|r|zinfandel|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgr|cousin|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgurevic|grk|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grgurevic|plavac|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grhm|nrtns own pnky by dsg ros|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grhm|nrtns own pnky by dsg ros|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=871
W|gri|grillo doc sicilia rocche della sala italien|it|r|??|sicily|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gria|red sangria spritz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gribble|bridge dornfelder|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gribble|bridge mixed half case|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gribble|bridge ortega dry|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gribble|bridge rose|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gribble|bridge sparkling mixed case|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gribble|bridge sparkling ortega demisec|??|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gribble|bridge sparkling pinot reserve|??|s|??|??|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gribble|bridge sparkling rose|??|s|??|??|??|2020|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gribble|bridge sparkling white|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gribble|bridge sparkling white|??|s|??|??|??|2023|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gribenes|100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griblanc|griblanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|griblanc|griblanc|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gribouille|gribouille|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gribouille|gribouille|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|domaine des galloires vin|gribulle de france petillant nature|fr|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gricos|aglianico del vulture doc|??|r|??|??|??|2015|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gricos|aglianico del vulture doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gricos|aglianico del vulture doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco|=892
W|gricos|aglianico del vulture doc|??|r|??|??|??|2017|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|grid|blue rect mat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grid|portable bluetooth speaker in wood material|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|grid|stacking shelf|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griddle|cast iron 24cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griddler|silver|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griddu|verde badalucco de la iglesia garcia|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gridelli|aceto balsamico ai fico verde|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gridelli|aceto balsamico ai pesca bianca|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gridelli|aceto balsamico al melograno|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gridelli|aceto balsamico al pesca bianca|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gridelli|aceto balsamico amarena|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gridelli|aceto balsamico bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gridelli|aceto balsamico fico verde|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gridelli|aceto balsamico nero|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gridelli|aceto de vino bianco hvidvinseddike|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gridelli|aceto de vino rosso rdvinseddike|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gridelli|crema al pistacchio 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gridelli|marmellata di arancia rossa marmelade bio 270g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gridelli|nocciola biologico 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gridelli|olio ai aglio|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gridelli|olio ai basilico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gridelli|olio al basilco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gridelli|olio al limone|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gridelli|olio al peperoncino|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gridelli|olio extra vergine ai tartufo bianco dalba|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gridelli|olio extra vergine al tartudo bianco d alba|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gridelli|rimini oliven olie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gridelli|san mauro pascol oliven olie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griechischer|bioeichenhonig 400g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griechischer|salat|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griechisches|olivenol extra nativ|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grieci|grieci|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grieci|grieci|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=927
W|griega|griega|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griego|kefir duman natural envase 500 g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekenland|griekenland|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekenland|4|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekenland|5|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekenland|6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekenland|vouwbaar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grieks|distillaten proefpakket 7 tubes luxe cadeaubox|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grieks|likeur proefpakket 5 tubes luxe cadeaubox|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grieks|wijnpakket|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grieks|wijnpakket 50 ggw winnaars 6 flessen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grieks|wijnpakket doos 6 flessen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grieks|wijnpakket prijsknallers 6 flessen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grieks|wijnpakket yiannis toppers 6 flessen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grieks|wijnpakket zomerwijnen 6 flessen|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grieks|zeezout gerookt molen navulbaar puur natuurlijk odyssey 190g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grieks|zeezout gerookt op beukenhout odyssey 150g|gb|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grieks|zeezout met gerookte paprika odyssey 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grieks|zeezout met oregano en sesam odyssey 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grieks|zeezout molen navulbaar puur natuurlijk odyssey 190g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|anijshoning beewell rauw|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|arbutus honing philotimo rauw 450g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|bosbloemen honing philotimo rauw 450g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|boshoning beewell rauw|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|drank proefpakket 10 tubes luxe cadeaubox|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|drank proefpakket 5 tubes luxe cadeaubox|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|drank proefpakket 7 tubes luxe cadeaubox|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|eikenhoning beewell rauw|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|eikenhoning philotimo rauw 450g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|feta|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|geitenkaas arvanitis hartig en romig 400g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|honing met honingraat philotimo rauw 250g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|kalamata olijven philotimo zongerijpt 2kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|kalamata olijven philotimo zongerijpt 310g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|kalamata olijven zonder pit philotimo zongerijpt 310g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|kastanjehoning philotimo rauw 450g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|olijven|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|olijven geroosterde knoflookpeterselie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|olijvenmix|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|rode wijn 3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|rose wijn 1|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|griekse|sparrenhoning beewell rauw|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|sparrenhoning philotimo rauw 250g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|stijl olijven|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|tijmhoning beewell rauw|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|tijmhoning philotimo rauw 450g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|wijn|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|witte wijn 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griekse|yoghurt biologisch|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grier|calalta syrah grenache|??|r|syrah|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gries|lagrein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gries|lagrein riserva|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gries|lagrein riserva cantina terlan|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gries|lagrein riserva cantina terlan|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gries|lagrein riserva 75 cantina terlan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gries|lagrein riserva 75 cantina terlan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=983
W|gries|lagrein riserva cantina terlano|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gries|lagrein riserva sudtirol doc|??|r|??|??|??|nv|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|gries|riserva|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griesbacher|first class mineralwasser classic 12x 075 liter mehrweg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griesbacher|first class mineralwasser still 12x 075 liter mehrweg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griesbauerhof|cabernet sauvignon riserva doc marmot|??|r|cabernet sauvignon|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|griesbauerhof|georg mumelter isarcus|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|griesbauerhof|lagrein doc|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|griesbauerhof|lagrein riserva doc perflabilis|??|r|??|??|??|2020|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|griesbauerhof|lagrein riserva doc ronc|??|r|??|??|??|2022|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|griesbauerhof|merlot riserva doc spitz|??|r|merlot|??|??|2021|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|griesbauerhof|merlot rose doc|??|p|merlot|??|??|2024|12.5|doc|leve|aperitivos, frutos do mar, saladas|seco
W|griesbauerhof|pinot grigio doc|??|w|pinot grigio|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|griesbauerhof|st magdalener klassisch doc|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|griesbauerhof|st magdalener klassisch doc|??|r|??|??|??|2024|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|griesbauerhof|st magdalener klassisch doc isarcus|??|r|??|??|??|2023|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
