1. W|carys|pinot gris|??|w|pinot gris|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
917. W|casa charlize|passonata primitivo|??|r|primitivo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
918. W|casa charlize|passonata primitivo puglia igt|it|r|primitivo|puglia|??|NV|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
919. W|casa charlize|passonata rosso puglia igt|it|r|??|puglia|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
920. W|casa charlize|passonata rosso puglia igt sametkotis|it|r|??|puglia|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
921. W|casa charlize|pinot grigio terre siciliane igt|it|w|pinot grigio|sicilia|??|NV|12.5|igt|leve|peixes, frutos do mar, saladas|seco
922. W|casa charlize|pinot grigio terre siciliane igt bib|it|w|pinot grigio|sicilia|??|NV|12.5|igt|leve|peixes, frutos do mar, saladas|seco
923. W|casa charlize|primitivo puglia bib|it|r|primitivo|puglia|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
924. W|casa charlize|primitivo puglia igt|it|r|primitivo|puglia|??|NV|13.5|igt|encorpado|carne vermelha, massas, queijos curados|seco
925. W|casa charlize|prosecco doc brut|it|s|??|??|??|NV|12|doc|leve|frutos do mar, aperitivos, sushi|brut
926. W|casa cisca|cisca|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
927. W|casa cisca|monastrell|??|r|??|??|??|2004|13.5|??|medio|carne vermelha, massas, queijos curados|seco
928. W|casa cisca|vino de mesa|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
929. W|casa clara|alfrocheiro red|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
930. W|casa clara|capela red|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
931. W|casa cobre|real sangrita|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
932. W|casa cofradia|anejo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
933. W|casa cofradia|anejo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=932
934. W|casa cofradia|anejo cl70|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
935. W|casa cofradia|anejo special reserve|??|r|??|??|??|NV|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
936. W|casa cofradia|blanco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
937. W|casa cofradia|blanco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
938. W|casa cofradia|blanco cl70|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
939. W|casa cofradia|reposado|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
940. W|casa cofradia|reposado cl70|??|r|??|??|??|NV|13.5|do|medio|carne vermelha, massas, queijos curados|seco
941. W|casa coller|brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
942. W|casa coller|brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=941
943. W|casa coller|brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=941
944. W|casa coller|brut vin spumant|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
945. W|casa coller|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
946. W|casa coller|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=945
947. W|casa coller|chardonnay vino spumante brut|??|s|chardonnay|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
948. W|casa coller|moscato|??|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
949. W|casa coller|moscato|??|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=948
950. W|casa coller|moscato dolce|??|w|moscato|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
951. W|casa coller|moscato dolce vino spumante|??|s|moscato|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
952. W|casa coller|prosecco extra dry|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
953. W|casa coller|prosecco extra dry|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=952
954. W|casa coller|prosecco extra dry|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=952
955. W|casa coller|prosecco extradry|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
956. W|casa coller|prosecco rose extradry|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
957. W|casa coller|prosecco spumante|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
958. W|casa coller|rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco
959. W|casa coller|rose|??|p|??|??|??|NV|12|??|leve|carne vermelha, massas, queijos curados|seco|=958
960. W|casa coller|rose spumante brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
961. W|casa coller|rose vino spumante brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
962. W|casa coller|rose vino spumante brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=961
963. W|casa coller|spumante brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
964. W|casa coller|spumante brut|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut|=963
965. W|casa coller|spumante brut rose|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
966. W|casa coller|spumante prosecco|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
967. W|casa comerci|12 docici al litro|??|r|??|??|??|2015|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
968. W|casa comerci|granatu calabria igt|it|r|??|??|??|2016|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
969. W|casa comerci|greco bianco refulu|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
970. W|casa comerci|nonsense sparkling rose 2021 new|??|s|??|??|??|2021|12|??|leve|frutos do mar, aperitivos, sushi|brut
971. W|casa comerci|refulu calabria igt|it|r|??|??|??|2016|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
972. W|casa comerci|refulugreco bianco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
973. W|casa comerci|rosato frizzante nonsense|??|s|??|??|??|2021|12|??|leve|frutos do mar, aperitivos, sushi|brut
974. W|casa comerci|sogno skin contact petnat|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
975. W|casa con|peluche sorpresa bluey|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
976. W|casa concha|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
977. W|casa copain|pinot noir|??|r|pinot noir|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
978. W|casa copain|shiraz|??|r|shiraz|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
979. W|casa corini|bricco barbera|??|r|barbera|??|??|2001|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
980. W|casa corneli|fagioli bio 350g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
981. W|casa corneli|lenticchie 400g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
982. W|casa corneli|ribollita bio 350g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
983. W|casa corneli|vellutata di zucca bio 350 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
984. W|casa corneli|zuppa di legumi 350 gr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
985. W|casa coronel|silver|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
986. W|casa costa|signor 2023 bocciato donadi maurizio|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
987. W|casa coste|piane|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
988. W|casa coste|piane 2022 prosecco di valdobbiadene frizzante naturalmente|it|s|??|??|??|2022|12|??|leve|frutos do mar, aperitivos, sushi|brut
989. W|casa coste|piane brichet veneto 2020 white extra brut11 075|it|s|??|veneto|??|2020|12|??|leve|frutos do mar, aperitivos, sushi|brut nature
990. W|casa coste|piane extra brut prosecco doc|it|s|??|??|??|NV|12|doc|leve|frutos do mar, aperitivos, sushi|brut nature
991. W|casa coste|piane gleris|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
992. W|casa coste|piane gleris|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=991
993. W|casa coste|piane magnum bianco frizzante sui lieviti|??|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
994. W|casa coste|piane prosecco|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
995. W|casa coste|piane prosecco|it|s|??|??|??|2022|12|??|leve|frutos do mar, aperitivos, sushi|brut
996. W|casa coste|piane prosecco valdobbiadene magnum|it|s|??|??|??|2023|12|??|leve|frutos do mar, aperitivos, sushi|brut
997. W|casa coste|piane treviso doc prosecco|it|s|??|??|??|NV|12|doc|leve|frutos do mar, aperitivos, sushi|brut
998. W|casa coste|piane treviso doc prosecco|it|s|??|??|??|NV|12|doc|leve|frutos do mar, aperitivos, sushi|brut|=997
999. W|casa coste|piane valdobbiadene prosecco|it|s|??|??|??|NV|12|??|leve|frutos do mar, aperitivos, sushi|brut
1000. W|casa coste|piane valdobbiadene prosecco docg|it|s|??|??|??|NV|12|docg|leve|frutos do mar, aperitivos, sushi|brut
