1. W|casteddu|rouge|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
842. W|castelfeder glener|pinot nero 2016|??|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
843. W|castelfeder|kerner|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
844. W|castelfeder|kerner|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=843
845. W|castelfeder|kerner|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=843
846. W|castelfeder kerner|igt lahn 2023|??|r|??|??|??|2023|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
847. W|castelfeder kerner|igt lahn 2024|??|r|??|??|??|2024|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
848. W|castelfeder kerner|lahn|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
849. W|castelfeder kerner lahn|2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
850. W|castelfeder kerner lahn|2022|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
851. W|castelfeder|lagrein|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
852. W|castelfeder|lagrein|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=851
853. W|castelfeder lagrein|doc rieder 2024|??|r|??|??|??|2024|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
854. W|castelfeder lagrein|doc vigna villa karneid 2021|??|r|??|??|??|2021|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
855. W|castelfeder lagrein|rieder|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
856. W|castelfeder lagrein rieder|doc 2021|??|r|??|??|??|2021|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
857. W|castelfeder lagrein riserva|doc burgum novum 2021|??|r|??|??|??|2021|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
858. W|castelfeder lagrein riserva|doc burgum novum 2022|??|r|??|??|??|2022|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
859. W|castelfeder lagrein|rosato|??|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
860. W|castelfeder lagrein|rose doc 2024|??|p|??|??|??|2024|12.5|doc|leve|saladas, aves, queijos leves|seco
861. W|castelfeder lagrein vigna villa karneid|doc 2019|??|r|??|??|??|2019|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
862. W|castelfeder lahn|kerner|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
863. W|castelfeder|merlot doc vigna villa karneid 2022|??|r|merlot|??|??|2022|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
864. W|castelfeder mont mes|chardonnay 2023|??|w|chardonnay|??|??|2023|12.5|??|leve|frutos do mar, peixes, saladas|seco
865. W|castelfeder mont mes cuvee|bianco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
866. W|castelfeder mont mes cuvee|rosso|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
867. W|castelfeder mont mes cuvee|rosso igt 2018 12 pack|??|r|??|??|??|2018|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
868. W|castelfeder mont mes|pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
869. W|castelfeder mont mes|pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=868
870. W|castelfeder mont mes|pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=868
871. W|castelfeder mont mes|pinot grigio 2023|??|w|pinot grigio|??|??|2023|12.5|??|leve|frutos do mar, peixes, saladas|seco
872. W|castelfeder mont mes|pinot grigio vigneti delle dolomiti igt 2025 wit|??|w|pinot grigio|??|??|2025|12.5|igt|leve|frutos do mar, peixes, saladas|seco
873. W|castelfeder mont mes|pinot nero|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
874. W|castelfeder mont mes|pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
875. W|castelfeder mosel|riesling rotschiefer|de|w|riesling|mosel|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
876. W|castelfeder muller thurgau|gasnerr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
877. W|castelfeder muller thurgau gassner vigneti|dolomiti|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
878. W|castelfeder pertico|pinot grigio vigneti delle dolomiti igt|??|w|pinot grigio|??|??|NV|12.5|igt|leve|frutos do mar, peixes, saladas|seco
879. W|castelfeder|pinot bianco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
880. W|castelfeder|pinot bianco|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=879
881. W|castelfeder|pinot bianco vom stein|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
882. W|castelfeder|pinot bianco vom stein|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=881
883. W|castelfeder|pinot bianco vom stein|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=881
884. W|castelfeder|pinot bianco vom stein 2020|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
885. W|castelfeder|pinot bianco vom stein 2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
886. W|castelfeder|pinot bianco vom stein 2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
887. W|castelfeder|pinot bianco vom stein 2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=886
888. W|castelfeder|pinot bianco vom stein doc 2024|??|r|??|??|??|2024|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
889. W|castelfeder|pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
890. W|castelfeder|pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=889
891. W|castelfeder|pinot grigio 15|??|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
892. W|castelfeder|pinot grigio 15|??|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=891
893. W|castelfeder|pinot grigio 15|??|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=891
894. W|castelfeder|pinot grigio 15 2023|??|w|pinot grigio|??|??|2023|12.5|??|leve|frutos do mar, peixes, saladas|seco
895. W|castelfeder|pinot grigio doc 15er 2023|??|w|pinot grigio|??|??|2023|12.5|doc|leve|frutos do mar, peixes, saladas|seco
896. W|castelfeder|pinot grigio doc 15er 2025|??|w|pinot grigio|??|??|2025|12.5|doc|leve|frutos do mar, peixes, saladas|seco
897. W|castelfeder|pinot grigio igt mont mes dv 2025|??|w|pinot grigio|??|??|2025|12.5|igt|leve|frutos do mar, peixes, saladas|seco
898. W|castelfeder|pinot grigio mont mes 2024|??|w|pinot grigio|??|??|2024|12.5|??|leve|frutos do mar, peixes, saladas|seco
899. W|castelfeder|pinot grigio mont mes vigneti dolomiti|??|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
900. W|castelfeder|pinot nero|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
901. W|castelfeder|pinot nero buccholtz 2022|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
902. W|castelfeder|pinot nero buchholz|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
903. W|castelfeder|pinot nero buchholz|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=902
904. W|castelfeder|pinot nero burgum novum riserva 2013|??|r|??|??|??|2013|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
905. W|castelfeder|pinot nero burgum novum riserva 2018|??|r|??|??|??|2018|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
906. W|castelfeder|pinot nero burgum novum riserva doc|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
907. W|castelfeder|pinot nero burgumnovum 2020|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
908. W|castelfeder|pinot nero glen|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
909. W|castelfeder|pinot nero glen|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=908
910. W|castelfeder|pinot nero glen 2022|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
911. W|castelfeder|pinot nero glen alto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
912. W|castelfeder|pinot nero glen alto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=911
913. W|castelfeder|pinot nero glen doc 2019|??|r|??|??|??|2019|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
914. W|castelfeder|pinot nero mazon|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
915. W|castelfeder|pinot nero mazon 2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
916. W|castelfeder|pinot nero mazon alto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
917. W|castelfeder|pinot nero riserva burgum novum 2019|??|r|??|??|??|2019|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
918. W|castelfeder|pinot nero riserva burgum novum 2021|??|r|??|??|??|2021|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
919. W|castelfeder|pinot nero riserva burgum novum doc 2018|??|r|??|??|??|2018|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
920. W|castelfeder raif|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
921. W|castelfeder rider|lagrein|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
922. W|castelfeder|riesling rotschiefer sorentberg trocken|??|w|riesling|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
923. W|castelfeder riserva burgum novum|chardonnay|??|w|chardonnay|??|??|NV|12.5|riserva|leve|frutos do mar, peixes, saladas|seco
924. W|castelfeder riserva burgum novum|lagrein|??|r|??|??|??|NV|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
925. W|castelfeder riserva burgum novum|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|riserva|leve|frutos do mar, peixes, saladas|seco
926. W|castelfeder riserve burgum novum|pinot nero riserva|??|r|??|??|??|NV|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
927. W|castelfeder|rosato|??|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
928. W|castelfeder|rosato lagrein|??|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
929. W|castelfeder|rosato lagrein doc 2024|??|p|??|??|??|2024|12.5|doc|leve|saladas, aves, queijos leves|seco
930. W|castelfeder s magdalener|classico schallerhof|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
931. W|castelfeder|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
932. W|castelfeder|sauvignon blanc raif|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
933. W|castelfeder|sauvignon blanc raif 2023|??|w|sauvignon blanc|??|??|2023|12.5|??|leve|frutos do mar, peixes, saladas|seco
934. W|castelfeder|sauvignon burgum novum riserva|??|r|??|??|??|NV|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
935. W|castelfeder|sauvignon burgum novum riserva|??|r|??|??|??|NV|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco|=934
936. W|castelfeder|sauvignon igt raif 2023|??|r|??|??|??|2023|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
937. W|castelfeder|sauvignon igt raif 2024|??|r|??|??|??|2024|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
938. W|castelfeder|sauvignon raif|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
939. W|castelfeder|sauvignon raif 2022|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
940. W|castelfeder|sauvignon raif 2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
941. W|castelfeder|sauvignon raif 2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=940
942. W|castelfeder|sauvignon raif igt 2024|??|r|??|??|??|2024|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
943. W|castelfeder|sauvignon raif vigneti dolomiti|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
944. W|castelfeder|sauvignon raif vigneti dolomiti|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=943
945. W|castelfeder|sauvignon riserva burgum novum 2016|??|r|??|??|??|2016|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
946. W|castelfeder|sauvignon riserva doc burgum novum 2016|??|r|??|??|??|2016|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
947. W|castelfeder|schiava|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
948. W|castelfeder|schiava|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=947
949. W|castelfeder selections lagrein|rosato doc alto adige|??|p|??|??|??|NV|12.5|doc|leve|saladas, aves, queijos leves|seco
950. W|castelfeder selections|merlot vigna villa karneid doc|??|r|merlot|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
951. W|castelfeder selections|pinot nero glen doc|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
952. W|castelfeder selections|pinot nero mazon doc|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
953. W|castelfeder selections|sauvignon blanc raif gt dolomiti|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
954. W|castelfeder selections|sauvignon blanc raif igt dolomiti|??|w|sauvignon blanc|??|??|NV|12.5|igt|leve|frutos do mar, peixes, saladas|seco
955. W|castelfeder selections vigna villa karneid|chardonnay doc alto adige|??|w|chardonnay|??|??|NV|12.5|doc|leve|frutos do mar, peixes, saladas|seco
956. W|castelfeder selections vigna villa karneid lagrein|doc alto adige|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
957. W|castelfeder selections vigna villa karneid lagrein hunfelds|favorit|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
958. W|castelfeder tecum|pinot bianco riserva magnum 2021|??|r|??|??|??|2021|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
959. W|castelfeder vernatsch alte|reben|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
960. W|castelfeder vernatsch alte reben|2023|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
961. W|castelfeder vigneti delle dolomiti lahn kerner|2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
962. W|castelfeder weissburgunder|doc tecum 2022|??|r|??|??|??|2022|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
963. W|castelfeder weissburgunder|doc vom stein 2024|??|r|??|??|??|2024|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
964. W|castelfino|cava brut|es|s|??|cava|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
965. W|castelfino|cava brut|es|s|??|cava|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut|=964
966. W|castelfino|cava rose|es|p|??|cava|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
967. W|castelfino|cava rose|es|p|??|cava|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco|=966
968. W|castelfino|cava semi seco|es|s|??|cava|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
969. W|castelfino|cava semi seco|es|s|??|cava|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut|=968
970. W|castelfino cava6 uyu|341400 castelfino cava6 uyu 341400|es|r|??|cava|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
971. W|castelfino jaume serra|brut|??|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
972. W|castelfino jaume serra|cava brut x|es|s|??|cava|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
973. W|castelfino jaume serra demi|sec|??|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|demi-sec
974. W|castelfino jaume serra|rose x|??|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
975. W|castelfino jaume serra semi|seco x|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
976. W|castelforte|amarone|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
977. W|castelforte amarone|15|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
978. W|castelforte amarone de la|valpolicella|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
979. W|castelforte amarone della|valpolicella|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
980. W|castelforte|chardonnay 2020|??|w|chardonnay|??|??|2020|12.5|??|leve|frutos do mar, peixes, saladas|seco
981. W|castelforte|corvina|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
982. W|castelforte corvina|veronese|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
983. W|castelforte corvina veronese|135|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
984. W|castelforte|doc valpolicella ripasso 2018luca maroni 96|??|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
985. W|castelforte|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
986. W|castelforte|pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
987. W|castelforte|pinot nero veneto|it|r|??|veneto|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
988. W|castelforte|pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
989. W|castelforte|prosecco 10|it|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
990. W|castelforte|prosecco extra dry 11|it|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
991. W|castelforte ripasso|14|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
992. W|castelforte|rosato 12|??|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
993. W|castelforte|soave|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
994. W|castelforte soave|125|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
995. W|castelforte soave|125 bib|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
996. W|castelforte valpolicella|ripasso|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
997. W|castelforte valpolicella|superiore|??|r|??|??|??|NV|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco
998. W|castelforte valpolicella|superiore|??|r|??|??|??|NV|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco|=997
999. W|castelfranci gines falanghina del sannio|doc 2023|??|r|??|??|??|2023|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
1000. W|castelfranci grotte greco di tufo|125|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
