W|grangehurst|pinotage|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge hillcot barossa merlot australia|??|r|merlot|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge hillcot barossa merlot australia|??|r|merlot|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge hillcot barossa merlot australia|??|r|merlot|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge hillcot barossa merlot australia|??|r|merlot|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge hillcot merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge hillcot merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=901
W|grant|burge hillcot merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=901
W|grant|burge hillcot merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=901
W|grant|burge hillcot merlot|??|r|merlot|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge hillcot merlot|??|r|merlot|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge hillcot merlot barossa valley|??|r|merlot|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge hillcot merlot 750|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge hillcot merlot 750|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=908
W|grant|burge hillcot merlot 750|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=908
W|grant|burge hillcot merlot dozen deal|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge holi trinity gsm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge holi trinity gsm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=912
W|grant|burge holy trinity|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge holy trinity|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=914
W|grant|burge holy trinity|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge holy trinity|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=916
W|grant|burge holy trinity dozen deal|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge holy trinity grenache shiraz mourvedre|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge holy trinity grenache shiraz mourvedre|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=919
W|grant|burge holy trinity grenache shiraz mourvedre|??|r|shiraz|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge holy trinity grenache shiraz mourvedre|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge holy trinity grenache shiraz mourvedre|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=922
W|grant|burge holy trinity grenache shiraz mourvedre|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge holy trinity gsm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge holy trinity gsm|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge holy trinity gsm|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge holy trinity gsm|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=927
W|grant|burge holy trinity gsm|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge icon meshach barossa shiraz australia|??|r|shiraz|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge icon meshach shiraz|??|r|shiraz|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa cab sauv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa cab sauv|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa cab sav|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa cabernet sauvignon australia|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa cabernet sauvignon australia|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa cabernet sauvignon australia|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa cabernet sauvignon australia|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa cabernet sauvignon australia|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa cabernet sauvignon|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa cabernet sauvignon australia|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa cabs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=945
W|grant|burge ink barossa shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=945
W|grant|burge ink barossa shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=945
W|grant|burge ink barossa shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=945
W|grant|burge ink barossa shiraz australia|??|r|shiraz|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa shiraz australia|??|r|shiraz|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa shiraz australia|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa shiraz australia|??|r|shiraz|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa shiraz australia|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa shiraz australia|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa shiraz australia|??|r|shiraz|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa shiraz|??|r|shiraz|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa shiraz australia|??|r|shiraz|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink barossa shiraz bubbles|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink buttery chardonnay|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grant|burge ink buttery south australia chardonnay australia|??|w|chardonnay|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grant|burge ink cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink coon cab sauv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink coon cab sauv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=963
W|grant|burge ink coonawara cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink coonawarra cab sav|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink coonawarra cabernet sauvignon australia|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink coonawarra cabernet sauvignon australia|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink coonawarra cabernet sauvignon australia|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink coonawarra cabernet sauvignon australia|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink margaret river cabernet|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink margaret river cabernet sauvignon australia|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink margaret river cabernet sauvignon australia|??|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink mclaren shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink mclaren shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=974
W|grant|burge ink mclaren shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=974
W|grant|burge ink mid strength barossa|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink mid strength barossa shiraz australia|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink paso robles cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge ink pink rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|grant|burge ink pink rose|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco|=980
W|grant|burge ink shiraz|??|r|shiraz|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge kraft sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grant|burge kraft sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=983
W|grant|burge lighter pnc sparkling|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grant|burge little kings grenache shiraz mourvedre|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge margaret river ink cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge margaret river ink cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=987
W|grant|burge margaret river ink cabernet sauvignon|??|r|cabernet sauvignon|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge meshach|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge meshach|??|r|??|??|??|1991|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge meshach|??|r|??|??|??|1992|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge meshach imperial|??|r|??|??|??|1992|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge meshach|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge meshach shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge meshach shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=995
W|grant|burge meshach shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=995
W|grant|burge meshach shiraz|??|r|shiraz|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge meshach shiraz|??|r|shiraz|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grant|burge meshach shiraz|??|r|shiraz|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
