W|vinho|tinto seco pinot noir gradevole dom bernardo|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco ancellotta mandala|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco ancellotta cepas larentis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco americano woodbridge cabernet sauvignon robert mondavi|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco americano woodbridge cabernet sauvignon 750|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco amelia pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco ambelos phos agiorgitiko cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco amayna pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco amat tannat|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco amancaya malbec cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco alturas de chile carmenere|cl|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco altos ares casacorba|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco altos ares casacorba|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=856
W|vinho|tinto seco almaviva epu|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco almaviva 2021 chile|cl|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco almaviva 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
X
X|=861
X
X
W|vinho|tinto seco almaden cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco alma negra misterio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco alma negra blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco allume pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco alicante bouschet reserva salvattore|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco alicante bouschet reserva pizzato|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco alfredo roca fincas malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
X
X|=872
X
W|vinho|tinto seco albino rocca barbaresco ronchi docg 2021|??|r|??|??|??|2021|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco albino rocca barbaresco docg|??|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
X
W|vinho|tinto seco alamos malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco ala colorada cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco ala colorada ancellotta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco adega do vale mesa com|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco adega do vale mesa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco adega de borba reserva rotulo de cortica|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco adega chesini|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco abreu garcia pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco abreu garcia cabernet sauvignon merlot|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco 7 castas virgo manus|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco 3 bocas campos de cima|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco 2022 bebber maragato serra gaucha merlot cabernet|??|r|merlot|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco 200 bicentenario gran reserva|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco 20 aldeas 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco 111 reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco 111 crianza garnachacabernet sauvignonmerlottempranillo|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco 100 bordo jota pe|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto seco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=895
W|vinho|tinto schroeder saurus select malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto schroeder saurus pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto schroeder saurus merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto schroeder saurus malbec 2018|??|r|malbec|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto schroeder saurus malbec 2018|??|r|malbec|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??|=900
W|vinho|tinto schroeder saurus malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto schroeder pinot noir saurus select|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto schroeder malbec saurus select|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto schroeder malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto schroeder barrel fermented pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto schroeder barrel fermented malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto schroeder barrel fermented cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto schola sarmenti roccamora negroamaro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto schola sarmenti negroamaro|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto schola sarmenti cubardi primitivo|??|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto schola sarmenti critera primitivo|??|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto schola sarmenti critera primitivo|??|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=912
W|vinho|tinto schoeder saurus pinot noir 2018|??|r|pinot noir|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto scalab reserva syrah|??|r|syrah|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto scala dei prior|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto scala coeli touriga nacional 2020 alentejo|??|r|touriga|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto scala coeli 2021 alentejo|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto savignylesbeaune rouge les follettes 2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto savignylesbeaune rouge clos des godeaux 2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto savignylesbeaune premier cru rouge les lavieres 2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto savignylesbeaune premier cru les peuillets 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto savignylesbeaune premier cru les peuillets 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto savignylesbeaune premier cru les peuillets 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto savignylesbeaune les goudelettes antonin guyon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto savignylesbeaune les bas liards 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto savignylesbeaune les bas liards 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sauvigny les beaune patrick javillier|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sauve adega dovale|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto saurus malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto saumurchampigny rouge terres chaudes 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto saumurchampigny rouge roche 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto saumurchampigny rouge les memoires 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto saumurchampigny rouge la marginale 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto saumurchampigny rouge la foulee 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto saumurchampigny rouge franc de pied 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto saumurchampigny rouge clos de lechelier 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto saumur rouge la ripaille 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto saumur champigny les roches 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto saumur champigny les memoires 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto saumur champigny franc de pied 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto satellite cotes de bordeaux rouge 2017|fr|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sassoregale sangiovese maremma toscana doc|it|r|sangiovese|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sassoarollo toscana|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sassoaloro toscana igt 2022|it|r|??|??|??|2022|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sassoalloro oro toscana|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sassicaia san guido|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sassella stella retica valtellina superiore docg 2019|??|r|??|??|??|2019|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sassella riserva rocce rosse valtellina superiore docg 2016|??|r|??|??|??|2016|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sartori amarone della valpolicella docg centovinte anni|??|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sarmentinho vinho de mesa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sarmentinho adamado|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto saramago|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sapo de otro red blend 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sapo de otro pozo malbec syrah 2023|??|r|syrah|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sapo de otro pozo malbec cabernet sauvignon 2022|??|r|cabernet sauvignon|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sapo de otro pozo blend de tintas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sapo de otro pozo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
X
W|vinho|tinto saperavi select castellamare|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto saperavi cesar curra|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto saperavi 2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto saperavi 2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??|=962
W|vinho|tinto sao patricio talhamar reserva blend 2023|??|r|??|??|??|2023|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sao luiz reserva douro|pt|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sao luiz colheita douro|pt|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sao lourenco colheita 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sao lourenco 2020 bairrada|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sao domingos reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sao domingos garrafeira|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto sao domingos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santos da casa reserva 2018 douro|pt|r|??|??|??|2018|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santos da casa medieval de ourem 2020 lisboa|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santos da casa grande reserva 2020 douro|pt|r|??|??|??|2020|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santos da casa colheita 2023 douro|pt|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santenay rouge chateau du passe temps 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santenay rouge chateau du passe temps 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santenay rouge 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santenay rouge 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santenay premier cru clos du passetemps monopole 2016|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santenay premier cru clos du passe temps monopole rouge 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santenay premier cru clos du passe temps monopole rouge 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santenay pinot noir caves des hautes|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santenay charmes belland|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santenay beauregard 1a cru belland|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santacroce toscana igt 2009|it|r|??|??|??|2009|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santa valha|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santa rita triple c 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santa rita floresta cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santa rita don silvestre cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santa rita 120 heroes carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santa rita 120 heroes cabernet sauvingon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santa maria reserva especial|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santa maria reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santa lucia merlot 2018|??|r|merlot|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santa julia tintillo 3 und|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santa julia pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santa julia alambrado etiqueta negra cabernet sauvig|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santa helena reservado red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto santa helena reservado merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
