W|vinho|tinto la celia pioneer reserva cabernet franc|??|r|cabernet franc|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia nero davola sicilia|it|r|??|sicilia|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia muri primitivo puglia|it|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia muri primitivo puglia|it|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=841
W|vinho|tinto italia muri negroamaro puglia|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia mgm roversi barolo docg|it|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia mgm roversi barbaresco docg|it|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia mario costa langhe doc nebbiolo|it|r|nebbiolo|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia leonardo da vinci|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia le casine sangiovese|it|r|sangiovese|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia le casine primitivo|it|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia le casine montepulciano dambruzzo|it|r|montepulciano|toscana|montepulciano|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia le casine chianti|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia frescobaldi rosso toscana igt|it|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia frescobaldi rosso toscana igt|it|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??|=852
W|vinho|tinto italia frescobaldi pomino doc|it|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia frescobaldi perano chianti classico docg|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia frescobaldi castiglioni chianti docg|it|r|??|toscana|chianti|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia frescobaldi castelgiocondo rosso de montalcino|it|r|??|toscana|montalcino|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia frescobaldi castelgiocondo brunelllo di montalcino|it|r|??|toscana|montalcino|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia folonari sangiovese|it|r|sangiovese|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia codici masserie primitivo pdio manduria|it|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia caviro antico rosonbe nero davola|it|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia brunello de montalcino docg toscana|it|r|??|toscana|montalcino|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia borgo dei trulli primitivo igp puglia|it|r|primitivo|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto italia borgo dei trulli negroamaro igp puglia|it|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto israelense yarden cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto israelense raziel du castel kosher vegano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto israelense mount hermon golan heights winery|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto israelense gamla pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto israel la vie rouge du castel kosher vegano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto israel jerusalem hills cabernet kosher vegano|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto isole e olena syrah collezione privata 2019|??|r|syrah|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto isole e olena syrah collezione privata|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto isole e olena chianti classico|it|r|??|toscana|chianti|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto isole e olena cepparello 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto isole e olena cepparello|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto isento touriga nacional|??|r|touriga|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto isento touriga franca|??|r|touriga|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto isento reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto isento grande reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto irpinia aglianico donnachiara|??|r|aglianico|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto iron maiden darkest red 2021 doc douro|pt|r|??|??|??|2021|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto irache reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto irache|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto ipsis verbis casa agricola|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto ionos cabernet sauvignonmerlot|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto intimista blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto intimista|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto intento entalhe 2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto intento corte 01 merlottannat 2023|??|r|merlot|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto int|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto insuspeito grande reserva 2018 douro|pt|r|??|??|??|2018|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto insurgente doc daoano 2017 pode haver variacao de safralc001ou em ate12xno cartao de creditoa vista5 desconto|??|r|??|??|??|2017|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto instinto forte lote supreme|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto insolito corte v tenuta foppa ambrosi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto inquilino merlot vinicola monte reale flores da cunha rio grande do sul brasil|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto inquilino emigranti sangiovese vinicola cristofoli bento goncalves rio grande do sul brasil|??|r|sangiovese|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto inquilino cabernet sauvignon vinicola monte reale flores da cunha rio grande do sul brasil|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto inquieto merlot sauvignon blanc garbo|??|w|sauvignon blanc|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vinho|tinto iniziu niellucciu corsecalvi 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto inglenook rubicon 2014 st helena eua|??|r|??|??|??|2014|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto infinitude ramisco 2015 colares lisboa|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto infinitude pinot noir 2022 lisboa|??|r|pinot noir|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto infinitude merlot 2018 lisboa|??|r|merlot|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto infinitude legado lisboa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto infinitude blend 2018 lisboa|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto infiel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto inevitavel 2021 alentejo|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto indomito anglianico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto indomable blend de malbecs 2019|??|r|malbec|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto indomable blend de malbecs 2019|??|r|malbec|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??|=909
W|vinho|tinto indio rei psique 2015|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto indio rei huniverso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto indio rei grande reserva 2015|??|r|??|??|??|2015|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto indigena organico herdade rocim|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto indie xisto 2022 douro|pt|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto incrivel blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto incrivel blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=916
W|vinho|tinto incognito 2020 cortes de cima9947no pix9947no boleto9974em ate3xdesem juroscomprar|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto in chianti classico riserva 2016|it|r|??|toscana|chianti|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto in bocca al lupo rosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto implicit rosa santos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto imperial vin reserve merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto imperial vin codrinschii limited edition 2023 moldavia|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto imperial vin amphora saperavi 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto imperial vin amphora pinot noir 2022|??|r|pinot noir|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto imperial vin amphora merlot rara neagra 2022|??|r|merlot|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto imperial vin amphora malbec 2022|??|r|malbec|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto immortelle le casot magnum 2020 1 cotes catalanes franca|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto immortelle cotes de roussillon villages 2019 franca|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto imaginador pedro parra|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto ilumiss igt 2015|??|r|??|??|??|2015|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto ilha tinta negra madeira|pt|f|??|??|??|NV|17|??|encorpado|sobremesas; queijos azuis|??
W|vinho|tinto ilha tinta negra 2019 madeira|pt|f|??|??|??|2019|17|??|encorpado|sobremesas; queijos azuis|??
W|vinho|tinto il seggio bolgheri rosso doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto il seggio bolgheri rosso doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??|=934
W|vinho|tinto il roccafiore umbria sangiovese 2021|??|r|sangiovese|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto il roccafiore umbria sangiovese 2020|??|r|sangiovese|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto il marroneto 2015 brunello di montalcino italia|it|r|??|toscana|montalcino|2015|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto il falcone rosso riserva docg 2015|??|r|??|??|??|2015|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto il cortiglio taurasi docg 2017|??|r|??|??|??|2017|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto il cortiglio campi taurasini irpinia doc 2015|??|r|??|??|??|2015|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto igp premium seco o magnanimo dom joao v|??|r|??|??|??|NV|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto igp collines rhodaniennes syrah 2019|??|r|syrah|??|??|2019|13.5|igp|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto identidade gran reserva corte casa valduga|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto icono viu 8 cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto icon cuvee 2013 cornellana carregando|??|r|??|??|??|2013|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto icon cuvee 2013 cornellana|??|r|??|??|??|2013|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto icon cuvee 2013 cornellana|??|r|??|??|??|2013|13.5|??|medio|carnes vermelhas; queijos curados|??|=947
W|vinho|tinto icon cuvee 2013 cornellana|??|r|??|??|??|2013|13.5|??|medio|carnes vermelhas; queijos curados|??|=947
W|vinho|tinto i vigneri rosso 2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto i vigneri rosso 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto i tenuta san guido 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto i piaggioni rosso toscano igt 2018|??|r|??|??|??|2018|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto i muri primitivo puglia kit 4 garrafas|??|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto i muri primitivo 2018 puglia italia|it|r|primitivo|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto i menin 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto i feudi di romans refoso dal penduculo rosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto hyria pietrapura|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto hungaro tuzko kekfrankos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto humberto canale denario reserva pinot noir|??|r|pinot noir|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto humberto canale denario reserva cabernet franc|??|r|cabernet franc|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto humberto canale denario malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto humberto canale denario cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto humberto canale black river reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto humberto barberis gran reserva malbec|??|r|malbec|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto humberto barberis gran reserva malbec|??|r|malbec|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??|=965
W|vinho|tinto humberto barberis gran reserva malbec|??|r|malbec|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??|=965
W|vinho|tinto humanitas reserva syrah 2019|??|r|syrah|??|??|2019|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto hugo mendes underdog talha 2020 lisboa|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto hugo mendes castelao 2023 lisboa|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto hugo mendes amphora 2022 alentejo|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto huentala zorro salvaje de uco cabernet sauvignon 2023|??|r|cabernet sauvignon|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto huentala wines zorro salvaje de uco malbec 2023|??|r|malbec|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto huentala wines sombrero malbec 2023|??|r|malbec|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto huentala wines sombrero cabernet sauvignon 2023|??|r|cabernet sauvignon|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto hte cot de fruit cahors 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto ht tiago cabaco vinhas velhas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto ht special edition tiago cabaco|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto hsm escolhaenologos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto hsm colheita selecionada|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto hoya del carmen tempranillo do manchuela|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto hoya del carmen tempranillo do manchuela|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=981
W|vinho|tinto hoya del carmen tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto howards folly sonhador 2018|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto house of morande 1999|??|r|??|??|??|1999|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto horoscope aquario|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto hormiga negra malbec 2023|??|r|malbec|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto horacio simoes tradicao setubal|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto horacio simoes tradicao castelao 2022 peninsula de setubal|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto horacio simoes segredos elegant castelao peninsula de setubal|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto horacio simoes segredos bastardo 2015 setubal|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto horacio simoes segredo tinta santiago 2015 peninsula de setubal|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto horacio simoes reserva setubal|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto horacio simoes old school signature setubal|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto horacio simoes colheita setubal|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto horacio simoes colheita 2021 regional terras do sado|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto honrado talha premium 2021 alentejo|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto honrado talha 2021 alentejo|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto holminhos touriga nacional reserva 2017|??|r|touriga|??|??|2017|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto holminhos 2019 doc douro portugal|pt|r|??|??|??|2019|13.5|doc|medio|carnes vermelhas; queijos curados|??
