W|game|of thrones st emilion|??|r|??|??|st emilion|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|chalasses vv chardonnay|??|w|chardonnay|??|??|2014|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|chalasses vv chardonnay|??|w|chardonnay|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|chalasses vv chardonnay|??|w|chardonnay|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco|=936
W|ganevat|chamois du paradis|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|chamois du paradis chardonnay|??|w|chardonnay|??|??|2012|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|chamois du paradis chardonnay|??|w|chardonnay|??|??|2013|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|chamois du paradis chardonnay|??|w|chardonnay|??|??|2014|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|chamois du paradis chardonnay|??|w|chardonnay|??|??|2012|12.5|??|medio|peixes, frutos do mar, saladas|seco|=939
W|ganevat|chamois du paradis chardonnay|??|w|chardonnay|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|champs poids|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|chardonnay chalasses vv|??|w|chardonnay|??|??|2009|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|chardonnay chalasses vv|??|w|chardonnay|??|??|2011|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|chardonnay chalasses vv|??|w|chardonnay|??|??|2014|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|chardonnay chalasses vv|??|w|chardonnay|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|chardonnay fortbeau|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|chardonnay grands teppes vv|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|chardonnay grusse billat|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|chardonnay les survivants|??|w|chardonnay|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|chonchons|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|colline des dames|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cote du jura cuvee du pepe|fr|r|??|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cote du jura vignes de mon pere|fr|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura cuvee flourine|fr|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura cuvee oregane|fr|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura julien en billat lenfant terrible du sud rouge|fr|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura les chamois du paradis|fr|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cotes du jura trousseau plein sud|fr|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cremant du jura|fr|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|ganevat|cuvee de lenfant terrible|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cuvee de lenfant terrible|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cuvee de lenfant terrible|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=964
W|ganevat|cuvee de lenfant terrible|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cuvee de lenfant terrible poulsard|??|r|??|??|??|2014|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cuvee de lenfant terrible poulsard|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cuvee de lenfant terrible poulsard|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cuvee de lenfant terrible poulsard|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cuvee de lenfant terrible poulsard|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cuvee de lenfant terrible poulsard|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=969
W|ganevat|cuvee florine chardonnay|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|cuvee florine chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|cuvee florine chardonnay|??|w|chardonnay|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|cuvee julien pinot noir|??|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cuvee julien pinot noir|??|r|pinot noir|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cuvee marguerite chardonnay|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|cuvee marguerite chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|cuvee marguerite|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|cuvee oregane chardonnay savagnin assemblage|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|cuvee prestige savagnin|??|r|??|??|??|2009|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|de toute beaute|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|de toute beaute|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=983
W|ganevat|de toute beaute|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=983
W|ganevat|de toute beaute|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|de toute beaute|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=986
W|ganevat|en billat chardonnay|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|en billat pinot noir|??|r|pinot noir|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|en billat pinot noir|??|r|pinot noir|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|en billat pinot noir|??|r|pinot noir|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|en billat savignin|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|en veux encore|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|ganevat|florine chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|florine chardonnay|??|w|chardonnay|??|??|2013|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|florine chardonnay|??|w|chardonnay|??|??|2014|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|florine chardonnay|??|w|chardonnay|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|florine chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|ganevat|florine chardonnay|??|w|chardonnay|??|??|2014|12.5|??|medio|peixes, frutos do mar, saladas|seco|=996
W|ganevat|florine chardonnay|??|w|chardonnay|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco|=997
