W|rose|cabriz|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|ravanal sauvignon blanc|blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|ravanal|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|ravanal|merlot|??|r|merlot|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|ravanal|malbec|??|r|malbec|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|ravanal|chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|ravanal|carmenere|??|r|carmenere|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|ravanal|premium comemoration 90 years|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ravanal ovation syrah 50a|50a|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ravanal ovation syrah|syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ravanal mr|blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ravanal mr|mr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ravanal limited selection|selection|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ravanal|chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=926
W|ravanal|chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=926
W|ravanal|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|ravanal|cabernet|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|ravanal chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|ravanal carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ravanal carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=939
W|ravanal cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ravanal cabernet sauvignom|sauvignom|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ravanal bodeguero de placilla carmenere|carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|ravanal bodeguero de placilla cabernet sauvignon|sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rastros|do pampa tannat o melhor tannat do brasil|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rastros|do pampa tannat o melhor tannat do brasil|??|r|tannat|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=945
W|rastros|do pampa pinot noir tinto leve guatambu|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rastros|do pampa pinot noir tinto leve guatambu|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=947
W|rastros|do pampa merlot tinto macio e aveludado|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rastros|do pampa merlot tinto macio e aveludado|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=949
W|rastros|do pampa cabernet sauvignon tinto premiado|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rastros|do pampa cabernet sauvignon tinto premiado|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=951
W|rascunho by quinta de santiago|branco 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|raro merlot safra|2009|??|r|merlot|??|??|2009|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|raro merlot safra|2006|??|r|merlot|??|??|2006|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|raro merlot|safra 2002|??|r|merlot|??|??|2002|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|raro merlot|familia safra 2007|??|r|merlot|??|??|2007|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|raro malbec safra|2011|??|r|malbec|??|??|2011|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|raro malbec safra|2007|??|r|malbec|??|??|2007|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|raro cabernet sauvignon safra|2007|??|r|cabernet sauvignon|??|??|2007|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|raro cabernet sauvignon safra|2005|??|r|cabernet sauvignon|??|??|2005|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|raro cabernet sauvignon safra|2003|??|r|cabernet sauvignon|??|??|2003|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|raro cabernet sauvignon|safra 2000|??|r|cabernet sauvignon|??|??|2000|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|raro cabernet sauvignon|da famailia safra 1999|??|r|cabernet sauvignon|??|??|1999|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|raro cabernet sauvignon|safra 2002|??|r|cabernet sauvignon|??|??|2002|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|rar riserva di familia cabernet merlot|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rar riserva di familia|familia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rar riserva di famiglia|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rar riserva di famiglia cabernet sauvignon merlot|merlot|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rar collezione viognier|branco|??|w|viognier|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|rar collezione viognier|viognier|??|w|viognier|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|rar collezione savagnin blanc|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|rar collezione pinot noir|tinto|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rar collezione pinot noir|noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rar collezione pinot noir|noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=974
W|rar collezione merlot|tinto|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rar collezione gewurztraminer|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|rar collezione gewurztraminer|gewurztraminer|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rar collezione chardonnay|branco|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|rar collezione chardonnay|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|rar avvento sauvignon blanc|branco|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|rar avvento|rose de pinot noir|??|p|pinot noir|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rar avvento merlot|tinto|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rapariga da quinta select|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rapariga da quinta select|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=984
W|rapariga da quinta select|2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rapariga da quinta select 1x|1x|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rapariga da quinta select|select|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rapariga da quinta select|select|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=988
W|rapariga da quinta|2021|??|r|??|??|??|2021|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|rapariga da quinta|reserva|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|rapariga da quinta colheita|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rapariga da quinta colheita selecionada|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rapariga da quinta colheita selecionada|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rapariga da quinta colheita selecionada|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=994
W|rapariga da quinta colheita selecionada|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|rapariga da quinta colheita selecionada|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=996
W|rapariga da quinta colheita seleccionada|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|rapariga da quinta colheita seleccionada|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=998
W|rapariga da quinta colheita seleccionada|rose 2023|??|p|??|??|??|2023|12.5|??|medio|saladas, sushi, petiscos|seco
W|rapariga da quinta colheita seleccionada|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|rapariga da quinta colheita seleccionada|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|rapariga da quinta colheita seleccionada|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=1002
W|rapariga da quinta colheita seleccionada|2023|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
