W|gitton|pere et fils sancerre lamiral|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|cortese langhe nebbiolo|it|w|nebbiolo|langhe|langhe|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese langhe nebbiolo|it|w|nebbiolo|langhe|langhe|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco|=842
W|giuseppe|cortese langhe nebbiolo|it|w|nebbiolo|langhe|langhe|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese langhe nebbiolo|it|w|nebbiolo|langhe|langhe|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=844
W|giuseppe|cortese langhe nebbiolo|it|w|nebbiolo|langhe|langhe|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=844
W|giuseppe|cortese langhe nebbiolo|it|w|nebbiolo|langhe|langhe|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=844
W|giuseppe|cortese langhe nebbiolo|it|w|nebbiolo|langhe|langhe|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese langhe nebbiolo|it|w|nebbiolo|langhe|langhe|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese langhe nebbiolo|it|w|nebbiolo|langhe|langhe|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese langhe nebbiolo|it|w|nebbiolo|langhe|langhe|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=850
W|giuseppe|cortese langhe nebbiolo|it|w|nebbiolo|langhe|langhe|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese langhe nebbiolo|it|w|nebbiolo|langhe|langhe|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=852
W|giuseppe|cortese langhe nebbiolo 14 ck|it|w|nebbiolo|langhe|langhe|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese langhe nebbiolo 14 ck|it|w|nebbiolo|langhe|langhe|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=854
W|giuseppe|cortese langhe nebbiolo doc|it|w|nebbiolo|langhe|langhe|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese morassina|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese morassina|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=857
W|giuseppe|cortese nebbiolo|??|w|nebbiolo|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese nebbiolo|??|w|nebbiolo|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=859
W|giuseppe|cortese rabaja|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese rabaja|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese rabaja barbaresco|it|w|??|barbaresco|barbaresco|1990|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese rabaja barbaresco|it|w|??|barbaresco|barbaresco|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese rabaja docg barbaresco|it|w|??|barbaresco|barbaresco|2019|12.5|docg|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese riserva rabaja|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese scapulin|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese scapulin|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|cortese scapulin bianco|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|e figlio mascarello barolo|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|e figlio mascarello barolo monprivato|it|r|??|barolo|barolo|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|e figlio mascarello barolo monprivato|it|r|??|barolo|barolo|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|e figlio mascarello barolo monprivato|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|e figlio mascarello barolo villero docg|it|r|??|barolo|barolo|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|e figlio mascarello monprivato barolo|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|figlio barolo monprivato ca d morissio|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|figlio mascarello barbera dalba scudetto|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti aceto balsamico di modena 1 medal|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti aceto balsamico di modena igp 2 goldmedaillen|??|r|??|??|??|nv|13.5|igp|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti aceto balsamico giusti banda rossa balsamessig ca 20 jahre alt italien 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti aceto balsamico giusti banda rossa balsamessig ca 20 jahre alt italien 3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti aceto balsamico giusti banda rossa balsamessig ca 20 jahre alt italien 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti aceto balsamico giusti il profumato balsamessig aus modena ca 6 jahre gereift italien 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti aceto balsamico giusti il profumato balsamessig aus modena ca 6 jahre gereift italien 3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti aceto balsamico giusti il profumato balsamessig aus modena ca 6 jahre gereift italien 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti aceto balsamico riccardo giusti con tratufo balsamessig mit truffel italien 1|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti aceto balsamico riccardo giusti con tratufo balsamessig mit truffel italien 3|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti aceto balsamico riccardo giusti con tratufo balsamessig mit truffel italien 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti aceto balsamico tradiz di modena dop extravecchio traditioneller balsamessig aus modena ca 30 jahre gereift italien 1|??|r|??|??|??|nv|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti aceto balsamico tradiz di modena dop extravecchio traditioneller balsamessig aus modena ca 30 jahre gereift italien 3|??|r|??|??|??|nv|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti aceto balsamico tradiz di modena dop extravecchio traditioneller balsamessig aus modena ca 30 jahre gereift italien 6|??|r|??|??|??|nv|13.5|dop|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti balsamico di modena 2 medaglie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti condimento agrodolce bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|doce
W|giuseppe|giusti crema balsamico di modena granatapfel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti crema zitrone|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti creme bianca|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti creme feige|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti creme truffel|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti gold historical collection trio box|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti modena vermouth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|giusti vermuth|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|gorelli brigo igt toscana sangiovese|it|r|sangiovese|tuscany|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|gorelli brigo igt toscana sangiovese|it|r|sangiovese|tuscany|??|2021|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|gorelli brigo toscano rosso|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|gorelli brunello di montalcino|it|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|gorelli brunello di montalcino|it|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=906
W|giuseppe|gorelli brunello di montalcino|it|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=906
W|giuseppe|gorelli brunello di montalcino|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|gorelli brunello di montalcino|it|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|gorelli brunello di montalcino docg 489 z|it|r|??|??|??|2018|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|gorelli brunello di montalcino riserva|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|gorelli brunello di montalcino riserva|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=912
W|giuseppe|gorelli rosso di montalcino|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|gorelli rosso di montalcino|it|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=914
W|giuseppe|gorelli rosso di montalcino|it|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|gorelli rosso di montalcino|it|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=916
W|giuseppe|gorelli rosso di montalcino|it|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=916
W|giuseppe|gorelli rosso di montalcino|it|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=916
W|giuseppe|gorelli rosso di montalcino|it|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|gorelli rosso di montalcino|it|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=920
W|giuseppe|gorelli rosso di montalcino|it|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=920
W|giuseppe|gorelli rosso di montalcino doc 185 z|it|r|??|??|??|2019|13.5|doc|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|gorelli rosso di montalcino tuscany italy|it|r|??|tuscany|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|gorelli sangiovee toscana igt 139 z|it|r|??|tuscany|??|2020|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|lazzaro acqua tinta rosso sicily italy|it|r|??|sicily|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|lazzaro zoe nerello mascalese blanc de noir spumante sicily italy|it|s|??|sicily|??|2024|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|giuseppe|lonardi amarone|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|lonardi rosso veronese privilegia|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|lovatel espumante prosecco brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|giuseppe|lovatel marselan|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|lovatel merlot|??|r|merlot|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|lovatel pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|lovatel rose de pinot noir|??|p|pinot noir|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|giuseppe|lovatel sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|luigi anselmi millesimato prosecco rose doc veneto italy|it|s|??|??|??|nv|12|doc|leve|aperitivos, frutos do mar, canapes|seco
W|giuseppe|luigi pinot grigio|??|w|pinot grigio|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|giuseppe|luigi prosecco nv|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|giuseppe|marscarello barolo monprivato|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barbera d alba scudetto|??|r|barbera|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barbera d alba scudetto|??|r|barbera|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barbera dalba 1960s|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barbera dalba|??|r|barbera|??|??|1975|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barbera dalba scudetto|??|r|barbera|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barbera dalba scudetto|??|r|barbera|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barbera dalba scudetto|??|r|barbera|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=946
W|giuseppe|mascarello barbera dalba scudetto|??|r|barbera|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=946
W|giuseppe|mascarello barbera dalba scudetto|??|r|barbera|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=946
W|giuseppe|mascarello barbera dalba scudetto|??|r|barbera|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=946
W|giuseppe|mascarello barbera dalba scudetto|??|r|barbera|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barbera dalba scudetto|??|r|barbera|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=951
W|giuseppe|mascarello barbera dalba scudetto|??|r|barbera|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barbera dalba scudetto|??|r|barbera|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barbera dalba scudetto|??|r|barbera|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=954
W|giuseppe|mascarello barbera dalba superiore scudetto|??|r|barbera|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barbera dalba superiore scudetto|??|r|barbera|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barbera dalba vigna santo stefano di perno|??|r|barbera|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barbera dalba vigna santo stefano di perno|??|r|barbera|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=958
W|giuseppe|mascarello barbera dalba vigna santo stefano di perno|??|r|barbera|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=958
W|giuseppe|mascarello barbera dalba vigna santo stefano di perno|??|r|barbera|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=958
W|giuseppe|mascarello barbera scudetto|??|r|barbera|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barbera scudetto|??|r|barbera|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barolo|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barolo|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=964
W|giuseppe|mascarello barolo|it|r|??|barolo|barolo|1967|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barolo|it|r|??|barolo|barolo|1971|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barolo ca dmorissio monprivato|it|r|??|barolo|barolo|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barolo ca dmorissio riserva monprivato|it|r|??|barolo|barolo|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=970
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=973
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=973
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=976
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=976
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=982
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=984
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=987
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=987
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=987
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=991
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=991
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=991
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=991
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=991
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=991
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=991
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=991
W|giuseppe|mascarello barolo monprivato|it|r|??|barolo|barolo|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
