1. W|casa madero|chardonnay mexico|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
896. W|casa perini|vintage barrique espumante brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
897. X
898. W|casa perini|vintage blanc de noir espumante brut|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
899. X
900. W|casa perini|vintage blend espumante nature|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
901. X
902. W|casa perini|vintage espumante blanc de noir 2022|pt|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, sushi|brut
903. W|casa perini|vintage espumante brut barricado 2022|pt|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, sushi|brut
904. W|casa perini|vintage espumante moscatel 2022|pt|s|moscatel|??|??|2022|12|??|leve|aperitivos, frutos do mar, sushi|brut
905. W|casa perini|vintage espumante nature 2022|pt|s|??|??|??|2022|12|??|leve|aperitivos, frutos do mar, sushi|brut
906. W|casa perini|vintage espumante rose de noir 2022|pt|p|??|??|??|2022|12.5|??|leve|saladas, aves, queijos leves|seco
907. S
908. S
909. W|casa perini|vintage rose de noir espumante brut|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
910. X
911. W|casa perini vitis|barbera|pt|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
912. W|casa perini vitis|barbera|pt|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=911
913. W|casa perini vitis|barbera compre 2 leve 3|pt|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
914. W|casa perini vitis|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
915. W|casa perini vitis|marselan|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
916. W|casa perini vitis|marselan|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=915
917. W|casa perini vitis|marselan|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=915
918. W|casa perini vitis marselan compre|2 leve 3|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
919. W|casa perini vitis|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
920. W|casa perini winter|edition|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
921. W|casa perini winter|espumante brut rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
922. W|casa perini winter|espumante brut rose kit com 4|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
923. W|casa perinimoscatel|espumante nvfarroupilhabrasil4117712 classificacoespreco medio|pt|s|moscatel|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
924. W|casa petrini|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
925. W|casa petrini enrico|blend|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
926. W|casa petrini iman|malbec|pt|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
927. W|casa petrini invisible|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
928. W|casa petrini invisible|malbec|pt|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
929. W|casa petrini lecho de rio|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
930. W|casa petrini|malbec|pt|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
931. W|casa petrini roca volcanica|malbec|pt|r|malbec|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
932. W|casa petrini|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
933. W|casa petrini|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco|=932
934. W|casa petrini|talud|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
935. W|casa petrini talud|blend|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
936. W|casa petrini|tannat|pt|r|tannat|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
937. W|casa petrini|tannat|pt|r|tannat|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=936
938. W|casa petrini valour|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
939. W|casa piena|2015 estate grown cabernet sauvignon|pt|r|cabernet sauvignon|??|??|2015|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
940. W|casa piena|2015 estate grown cabernet sauvignon|pt|r|cabernet sauvignon|??|??|2015|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=939
941. W|casa piena|cabernet sauvignon 2006|pt|r|cabernet sauvignon|??|??|2006|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
942. W|casa piena|cabernet sauvignon 2011|pt|r|cabernet sauvignon|??|??|2011|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
943. W|casa piena|cabernet sauvignon 2014|pt|r|cabernet sauvignon|??|??|2014|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
944. W|casa piena|cabernet sauvignon 2016|pt|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
945. W|casa piena|cabernet sauvignon our gang 2010|pt|r|cabernet sauvignon|??|??|2010|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
946. W|casa piena estate|cabernet sauvignon 17|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
947. W|casa|polsegueros|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
948. W|casa porciatti olio|extra vergine doliva 100 italiano 2022|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
949. W|casa porciatti olio|extra vergine doliva dop chianti classico raccolto 2022|pt|r|??|??|??|2022|13.5|dop|medio|carne vermelha, massas, queijos curados|seco
950. W|casa porciatti|pici|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
951. W|casa|portuguesa|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
952. W|casa|portuguesa|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=951
953. W|casa portuguesa|branco 2021|pt|w|??|??|??|2021|12.5|??|leve|frutos do mar, peixes, saladas|seco
954. W|casa portuguesa|red|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
955. W|casa portuguesa|tinto 2021|pt|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
956. W|casa portuguesa|vinho regional peninsula de setubal branco 2022|pt|w|??|setubal|??|2022|12.5|??|leve|frutos do mar, peixes, saladas|seco
957. W|casa portuguesa|vinho regional peninsula de setubal rose 2020|pt|p|??|setubal|??|2020|12.5|??|leve|saladas, aves, queijos leves|seco
958. W|casa portuguesa|vinho regional peninsula de setubal rose 2021|pt|p|??|setubal|??|2021|12.5|??|leve|saladas, aves, queijos leves|seco
959. W|casa portuguesa|vinho regional peninsula de setubal tinto 2021|pt|r|??|setubal|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
960. W|casa possamai|arancello|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
961. W|casa possamai|cabernet sauvignon 2024|pt|r|cabernet sauvignon|??|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
962. W|casa possamai malvasia|2024|pt|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
963. W|casa possamai|merlot 2024|pt|r|merlot|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
964. W|casa possamai|nocino|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
965. W|casa possamai|rose de isabel 2025|pt|p|??|??|??|2025|12.5|??|leve|saladas, aves, queijos leves|seco
966. W|casa pratas carrasqueira|tinto|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
967. W|casa pratas casal da calha|branco|pt|w|??|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
968. W|casa prime|vinhos|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
969. W|casa primicia graciano|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
970. W|casa primicia mazuelo|2018|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
971. W|casa primicia|rosado 34|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
972. W|casa punti|cabernet sauvignon|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
973. W|casa punti|chardonnay|pt|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
974. W|casa punti|merlot|pt|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
975. W|casa punti|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
976. W|casa punti|sauvignon blanc|pt|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco|=975
977. W|casa raia|2018 brunello di montalcino|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
978. W|casa raia bevilo|2017|pt|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
979. W|casa raia bevilo|2017|pt|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=978
980. W|casa raia bevilo|rosso|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
981. W|casa raia bevilo toscana|rosso 2019|pt|r|??|toscana|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
982. W|casa raia brunello di montalcino|2014|pt|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos curados|seco
983. W|casa raia brunello di montalcino|2018|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
984. W|casa ramirez|canastas|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
985. W|casa ravella|tinto seleccion cepas viejas 2017|pt|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
986. W|casa real by santa rita|cabernet sauvignon 2019|pt|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
987. W|casa real|cabernet sauvignon 2019|pt|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
988. W|casa real|cabernet sauvignon 2020|pt|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
989. W|casa real escudo de familia|cabernet sauvignon 750 cc x6|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
990. W|casa real escudo de familia|cabernet sauvignon santa rita|pt|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
991. W|casa real escudo de familia|carmenere 750cc x6|pt|r|carmenere|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
992. W|casa real escudo de familia|syrah santa rita|pt|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
993. W|casa real maipo valley|cabernet sauvignon 2020|pt|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
994. W|casa real santa rita|2018|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
995. W|casa real santa rita|2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
996. W|casa real santa rita|2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=995
997. W|casa relvas|alicante bouschet 2021|pt|r|alicante bouschet|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
998. W|casa relvas|alicante bouschet alentejo tinto 2021|pt|r|alicante bouschet|alentejo|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
999. W|casa relvas|alicante bouschet tinto|pt|r|alicante bouschet|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
1000. W|casa relvas|alicante bouschet tinto|pt|r|alicante bouschet|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=999
