W|gense|morter hj i stbejern|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoffroy|volupte brut premier cru champagne|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoffroy|volupte premier cru brut champagne france|fr|s|??|champagne|??|2015|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|geoflower|fedtsten duftlampe aromandise|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geogel|puma abarrotero canasta navidena|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geoglyphe|aoc madiran|??|r|??|??|??|2018|13.5|aoc|encorpado|carnes vermelhas, massas, queijos|seco
W|geografia|america|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografias|de la oscuridad|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|geografico|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|brunello di montalicino docg 14|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|borgo alla terra vernaccia di san gimignano|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|borgo alla terra vernaccia di san gimignano|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|bosco del grillo governo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|bosco del grillo governo|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|bosco del grillo governo|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=949
W|geografico|bosco del grillo governo|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|bosco del grillo governo|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=951
W|geografico|bosco del grillo governo alluso toscana red dry 13 075|it|r|??|tuscany|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|bosco di grillo governo|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|bosco di grillo governo|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=954
W|geografico|brunello di montalcino|it|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|brunello di montalcino|it|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|brunello di montalcino|it|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|brunello di montalcino tricerchi|it|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|brunello di montalicino tricerchi|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|brunello di montalicino tricerchi|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|castello tricerchi brunello di montalcino sangiovese|it|r|sangiovese|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|cerraia vino nobile di montepulciano docg 20172019|it|r|montepulciano|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|chianti classico contessa di radda docg|??|r|??|??|??|2019|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|chianti classico docg|??|r|??|??|??|1998|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|chianti classico docg|??|r|??|??|??|2016|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|chianti classico docg 201620192021|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|chianti classico docg|??|r|??|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|chianti classico riserva montegiachi|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|chianti classico riserva montegiachi|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=969
W|geografico|chianti classico riserva montegiachi|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=969
W|geografico|chianti colli senesi|??|r|??|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|chianti colli senesi docg|??|r|??|??|??|2022|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|chianti docg 20182022|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|chianti toscana red dry 13 075|it|r|??|tuscany|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|colli senesi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|contessa di radda bianca chardonnay malvasia 202123|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geografico|contessa di radda chianti classico 201820192020|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|contessa di radda chianti classico docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|contessa di radda chianti classico docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco|=979
W|geografico|contessa di radda chianti classico riserva|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|contessa di radda chianti classico riserva|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=981
W|geografico|contessa di radda chianti classico riserva|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=981
W|geografico|contessa di radda chianti classico riserva|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=981
W|geografico|contessa di radda chianti classico riserva docg|??|r|??|??|??|2020|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|contessa di radda riserva chianti classico docg|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|contessa di radda rosso toscana igt|it|r|??|tuscany|??|2022|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|contessa di radda rosso toscana igt|it|r|??|tuscany|??|2022|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco|=987
W|geografico|contessa di radda toscana igt|it|r|??|tuscany|??|2019|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|contessa di radda toscana igt 202022|it|r|??|tuscany|??|nv|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|governo|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|governo bosco del grillo toscana igt|it|r|??|tuscany|??|2024|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|governo bosco del grillo toscana igt|it|r|??|tuscany|??|2024|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco|=992
W|geografico|la pevera|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|la pevera toscana igt|it|r|??|tuscany|??|2019|13.5|igt|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|montegiachi riserva chianti classico docg 20152018|??|r|??|??|??|nv|13.5|docg|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|pavo nero appassimento puglia red semidry 15 075|it|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|geografico|pavonero bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|geografico|pavonero bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=998
W|geografico|pavonero bianco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=998
