W|gonzalez|byass matusalem vors|us|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goodfellow|chardonnay temperance hill vineyard eolaamity|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goodfellow|pinot noir durant vineyard dundee hills|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goodfellow|pinot noir temperance hill vineyard eolaamity|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goodfellow|willamette valley pinot noir|nz|r|pinot noir|willamette valley|willamette valley|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goodfellow|blanc whistling ridge field blend ribbon ridge|nz|w|??|oregon|ribbon ridge|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goodfellow|pinot noir whistling ridge vineyard ribbon ridge|nz|r|pinot noir|oregon|ribbon ridge|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goodfellow|willamette valley chardonnay|nz|w|chardonnay|willamette valley|willamette valley|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goodfellow|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goodfellow|chardonnay dundee hills|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goodfellow|durant pinot noir|??|r|pinot noir|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goodfellow|durant vineyard pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goodfellow|extrabrut willamette valley|nz|s|??|willamette valley|willamette valley|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|goodfellow family cellars|whistling ridge vineyard pinot noir|??|r|pinot noir|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|goodfellow family cellars|chardonnay durant|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goodfellow family cellars|chardonnay richards cuvee|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goodfellow family cellars|chardonnay temperance hill|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|goodfellow family cellars|chardonnay whistling ridge|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
