W|habata|cabernet sauvignon|??|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon crianza rioja do|es|r|??|rioja|rioja|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon desvelo garnacha|??|r|garnacha|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon desvelo graciano|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon finca la oracion|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon joven|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon labarona reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon oracion|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon reserva|??|r|??|??|??|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon reserva rioja do|es|r|??|rioja|rioja|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon rioja como lo haria mi abuelo 13vol|es|r|??|rioja|rioja|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon rioja como lo haria mi abuelo 13vol|es|r|??|rioja|rioja|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=930
W|hacienda|grimon rioja crianza|es|r|??|rioja|rioja|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon rioja crianza|es|r|??|rioja|rioja|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=932
W|hacienda|grimon rioja crianza|es|r|??|rioja|rioja|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=932
W|hacienda|grimon rioja crianza|es|r|??|rioja|rioja|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=932
W|hacienda|grimon rioja crianza 145vol|es|r|??|rioja|rioja|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon rioja crianza|es|r|??|rioja|rioja|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon rioja reserva|es|r|??|rioja|rioja|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon rioja reserva|es|r|??|rioja|rioja|nv|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco|=938
W|hacienda|grimon rioja reserva|es|r|??|rioja|rioja|2018|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon rioja rosado|es|p|??|rioja|rioja|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hacienda|grimon rioja tempranillo|es|r|tempranillo|rioja|rioja|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon rosado|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hacienda|grimon rosado|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hacienda|grimon rosado garnacha|??|p|garnacha|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|hacienda|grimon sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|grimon sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=946
W|hacienda|grimon tempranillo rioja 14vol|es|r|tempranillo|rioja|rioja|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon tempranillo rioja 14vol|es|r|tempranillo|rioja|rioja|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=948
W|hacienda|grimon tinto crianza|??|r|??|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|grimon viura|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|guadalupe caporal nieto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|guadalupe gaby nieto|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|guadalupe gigi|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|heights 91745|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|juan de alcorta crianza|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|la begonia sangria|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|la capilla gold 05|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|la capilla silver 05|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|la lomita cabernet sauvignon valle de guadalupe mexico|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|la lomita sacro|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|la parrilla el pinto 24 andalucia spain|es|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|la parrilla el pinto palamino|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|la parrilla el pinto palomino|??|r|palomino|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|la parrilla palomino el pinto spain|es|r|palomino|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|la parrilla tintilla de rota|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|la parrilla tintilla de rota|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=966
W|hacienda|la quinteria tintilla de rota|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|la torre envejecido 43o|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|la torre reservado|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|la torre reservado 40gr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|la torre reservado 40o|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|las canas listan negro valle de la orotava tenerife|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|las palmas 6pack|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
S
S
S
S
S
S
S
S
S
W|hacienda|lomita tinto de la hacienda|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|lopez de hara gran reserva|??|r|??|??|??|2011|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|lopez de haro|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|lopez de haro gran reserva|??|r|??|??|??|2014|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|lopez de haro crianza|??|r|??|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|lopez de haro reserva|??|r|??|??|??|2019|13.5|reserva|encorpado|carnes vermelhas, massas, queijos|seco
W|hacienda|lopez de haro blanco|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|lopez de haro badaran blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|lopez de haro blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|lopez de haro blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=992
W|hacienda|lopez de haro blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|hacienda|lopez de haro blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=994
W|hacienda|lopez de haro blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=994
W|hacienda|lopez de haro blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=994
W|hacienda|lopez de haro blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=994
W|hacienda|lopez de haro blanco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=994
W|hacienda|lopez de haro blanco|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
