W|syrah|vdf|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|alpha|??|r|syrah|??|??|2020|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|alpha|??|r|syrah|??|??|2019|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|alicante bouschet|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|albert biollaz aoc valais|??|r|syrah|??|??|2022|13.5|AOC|encorpado|carnes, massas, queijos|seco
W|syrah|alargo|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|al feu sicily italy|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|advocate|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|admeto sicilia doc|it|r|syrah|sicilia|??|2023|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|achelo la braccesca antinori|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|achelo cortona doc rosso|??|r|syrah|??|??|2024|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|abalone|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|a papa domaine du monteillet|??|r|syrah|??|??|2013|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|a papa domaine du monteillet|??|r|syrah|??|??|2012|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|a papa domaine du monteillet|??|r|syrah|??|??|2011|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|959697|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|9|??|r|syrah|??|??|NV|9|??|encorpado|carnes, massas, queijos|seco
W|syrah|870 vallee daoste dop rosset|??|r|syrah|??|??|NV|13.5|DOP|encorpado|carnes, massas, queijos|seco
W|syrah|870 valle daosta dop rosset|??|r|syrah|??|??|2020|13.5|DOP|encorpado|carnes, massas, queijos|seco
W|syrah|870|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|870|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|812|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|8|??|r|syrah|??|??|NV|8|??|encorpado|carnes, massas, queijos|seco
