W|quinta barroca da tilia probono|probono|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues|ortigao tinto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco|=906
W|portugues|dos clientes tinto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|dos clientes branco|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|portugues|clientes branco|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|portugues|branco esporao|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|portugues|adega cantanhede tinto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues|adega cantanhede branco|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|portugues relvas|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues relvas|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues reguengos|tinto seco trincadeira aragonez castelao alentejo|pt|r|??|alentejo|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues reguengos|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues reguengos|alentejo tinto|pt|r|??|alentejo|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues reguengos|alentejo doc tinto|pt|r|??|alentejo|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues reguengos|alentejo doc reserva tinto|pt|r|??|alentejo|??|NV|14.5|DO|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues reguengos|alentejo doc branco seco|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|portugues reguengos|alentejo branco|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|portugues regional alentejano quinta|do cadeado|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues regia colheita|branco|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|portugues regia colheita|alentejo doc tinto|pt|r|??|alentejo|??|NV|13.5|DO|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues redondo|doc tinto 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues redondo|doc tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues redondo|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues ravasqueira cerca 5|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues raposinha alentejano|tinto fino seco|??|f|palomino|??|??|NV|15|??|encorpado|quesos azuis, chocolate amargo, castanhas|seco
W|portugues rapariga quinta|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues rapariga da quinta|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues rapariga da quinta|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=932
W|portugues rapariga da quinta|quinta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues ramos|porto reserva|??|f|palomino|??|??|NV|20|Reserva|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues ramos pinto|porto ruby|??|f|palomino|??|??|NV|20|??|encorpado|quesos azuis, chocolate amargo, castanhas|doce
W|portugues ramilo nativas|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues ramilo nativas|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues r de romaneira|douro tinto|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta santa eufemia|douro doc|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta romaneira touriga nacional|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta romaneira syrah|syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta quatro ventos|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta quatro ventos|gran reserva|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta nova|rose douro doc|pt|p|??|douro|??|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|portugues quinta dos quatro ventos|bacalhoa|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta dos castelares|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta dos castelares|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=947
W|portugues quinta dos castelares superior tto|tto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta dos castelares|tinto seco 1|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta dos castelares|tinto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta dos castelares|douro|pt|r|??|douro|??|NV|14.5|DOC|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta dos castelares pinot noir|rose|??|p|pinot noir|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues quinta dos castelares pinot noir|rose|??|p|pinot noir|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=953
W|portugues quinta dos castelares|douro rose|pt|p|??|douro|??|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|portugues quinta dos castelares|douro|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta dos castelares|branco de|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues quinta dos castelares|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues quinta dos castelares|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=958
W|portugues quinta dos carvalhais melange a3|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta dos carvalhais melange a3|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=960
W|portugues quinta dos bons ventos|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta|do espirito santo tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta|do crasto tawny 10 anos tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta|do crasto reserva tinto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta|do crasto douro tinto|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta|do crasto douro tinto|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco|=966
W|portugues quinta|do covao tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta|do casal monteiro unoak|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta|do casal monteiro rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues quinta|do casal monteiro reserva|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta|do casal monteiro red tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta|do casal monteiro dotejo doc tinto|pt|r|??|tejo|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta|do casal monteiro do tejo branco|pt|w|??|tejo|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|portugues quinta|do casal monteiro branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues quinta|do casal branco touriga nacional doc tejo|pt|w|??|tejo|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|portugues quinta|do casal branco alvarinho branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues quinta|do casal alvarinho doc tejo|pt|r|??|tejo|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta|do carmo tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta|do cadeado rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues quinta|do boicao reserva tinto|??|r|??|??|??|NV|14.5|Reserva|encorpado|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta|do boicao reserva branco|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|portugues quinta|do boicao gran reserva branco|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|portugues quinta de sao sebastiao portao 9|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues quinta de bonsventos|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta de bonsventos|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=985
W|portugues quinta de bonsventos|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues quinta de bons ventos|tinto caixa com 6|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta de bons ventos|tinto bag in box|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta de bons ventos|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta de bons ventos|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=990
W|portugues quinta de bons ventos|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco|=990
W|portugues quinta de bons ventos|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues quinta de bons ventos|branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|portugues quinta de bons ventos bag in box|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta das camelias touriga nacional|doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta das camelias cabeco|do mocho dao|pt|r|??|dao|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta damares vinha mor verde|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues quinta da romaneira|rose douro|pt|p|??|douro|??|NV|12.5|DOC|medio|saladas, sushi, petiscos|seco
W|portugues quinta da romaneira petit verdot|verdot|??|r|petit verdot|??|??|NV|13.5|??|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta da romaneira|douro tinto|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes vermelhas, massas, queijos curados|seco
W|portugues quinta da lixa touriga nacional|rose leve 3 pague 2 kit pronto|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
W|portugues quinta da lixa touriga nacional|rose leve 3 pague 2 kit pronto|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco|=1002
W|portugues quinta da lixa touriga nacional|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, sushi, petiscos|seco
