W|dabruzzo jannamico|jannamico|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|2004 gordon macphail|fr|r|??|??|??|2004|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|2007 14 eves adelphi 07 541|fr|r|??|??|??|2007|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|2007 522 cask 304336 adelphi|fr|r|??|??|??|2007|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|2007 541 cask 304331 adelphi nyhed|fr|r|??|??|??|2007|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|2007 first cask|fr|r|??|??|??|2007|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|2008 very cloudy sv|fr|r|??|??|??|2008|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|2009 12 year old connoisseurs choice gm|fr|r|??|??|??|2009|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|2009 12yo m mcdavid sauternes finish|fr|d|??|??|??|2009|10|??|encorpado|sobremesas, queijos|doce
W|dailuaine|2009 12yo signatory hogsheads|fr|r|??|??|??|2009|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|2009 555 adelphi|fr|r|??|??|??|2009|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|2009 berry bros and rudd single cask|fr|r|??|??|??|2009|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|20092024 15 year old chairmans stock cadenheads 522|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|2010 10 eves sherry xmas edition premier barrel 0 46|fr|f|??|??|??|2010|20|??|encorpado|sobremesas, queijos|doce
W|dailuaine|2011 11 eves oloroso sherry finish wilsonmorgan 0 46|fr|f|??|??|??|2011|20|??|encorpado|sobremesas, queijos|seco
W|dailuaine|2011 bottled 2022 wilson morgan barrel selection oloroso finish 46|fr|f|??|??|??|2011|20|??|encorpado|sobremesas, queijos|seco
W|dailuaine|2012 13yr hsp edition no17 zug single malt|fr|r|??|??|??|2012|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|2013 8 eves premier barrel 0 46|fr|r|??|??|??|2013|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|2013 red wine finish carn mor|fr|r|??|??|??|2013|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|2015 8 year old single cask wc|fr|r|??|??|??|2015|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|2015 sherry finish oloroso 100 proof wilson morgan 571|fr|f|??|??|??|2015|20|??|encorpado|sobremesas, queijos|seco
W|dailuaine|2016 7 ans de thompson bros|fr|r|??|??|??|2016|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|21 ars special release 2025 543|fr|r|??|??|??|2025|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|22 year old 1973 rare malts selection|fr|r|??|??|??|1973|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|23 yo|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|25 yo 199722 sherry finish oloroso wm|fr|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos|seco
W|dailuaine 6yearold|6yearold|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|7 years single minded douglas laing|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine|9 year old adelphi wb|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine adelphi|201510 years 579|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine cask|strength 1980 34 year old|fr|r|??|??|??|1980|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine flora|and fauna series 16 yo|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine flora|fauna 16 ani|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine malt|21yr marbled treasures e|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuaine provenance|2007|fr|r|??|??|??|2007|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuanie|16 ar flora og fauna|ar|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuanie|16 years 43o ff|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|dailuanie|1997 23 yo 511 hogshead signatory|fr|r|??|??|??|1997|13.5|??|encorpado|carne vermelha, queijo|seco
