W|leaf|street cabernet|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|versant pinot noir un pinot noir elegant et fruite aux accents mediterraneens|??|r|pinot noir|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|versant pinot noir|??|r|pinot noir|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|versant pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|versant pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=931
W|le|versant pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=931
W|le|versant pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=931
W|le|versant pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=931
W|le|versant merlot pays doc|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|versant merlot un merlot veloute et fruite|??|r|merlot|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|versant merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|versant merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=938
W|le|versant merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=938
W|le|versant merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=938
W|le|versant merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=938
W|le|versant malbec|??|r|malbec|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|le|versant malbec un rouge puissant et elegant|??|r|malbec|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|le|versant grenache rose vin de pays doc languedocroussillon france|fr|p|grenache|languedoc|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|le|versant grenache rose par nerone edition limitee|??|p|grenache|??|??|2020|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|le|versant grenache rose par nerone edition limitee|??|p|grenache|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|le|versant grenache rose edition limitee by nerone pays doc igp|??|p|grenache|??|??|2020|12.5|igp|leve|saladas; peixes grelhados; massas leves|seco
W|le|versant grenache rose|??|p|grenache|??|??|2021|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|le|versant grenache rose|??|p|grenache|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|le|versant grenache rose|??|p|grenache|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=950
W|le|versant grenache rose|??|p|grenache|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=950
W|le|versant grenache rose|??|p|grenache|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=950
W|le|versant granache rose case of 6|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|le|versant chardonnay pays doc|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|versant chardonnay igp doc languedocroussillon france|fr|w|chardonnay|languedoc|??|NV|12.5|igp|medio|peixes; frutos do mar; aves|seco
W|le|versant chardonnay vignobles foncalieu equilibre et fraicheur du languedoc|fr|w|chardonnay|languedoc|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|versant chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|le|versant chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=958
W|le|versant chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=958
W|le|versant chardonnay|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=958
W|le|versant castillon cotes de bordeaux|fr|r|??|bordeaux|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|versant castillon|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|versant cabernet sauvignon pays doc|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|le|versant cabernet sauvignon|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|le|versant cabernet sauvignon un rouge intense et equilibre|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|le|versant cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|le|versant cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=967
W|le|versant blanc de blancs|??|r|??|??|??|2025|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|versant 6 bottle red white mixed wine case|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|versant castillon cotes de bordeaux|fr|r|??|bordeaux|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|versant|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|versant|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|verre solidaire|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|verre est dans le fruit|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|verre de vin tower dual still wine champagne preservation system|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|verre de vin dual portable tower|??|f|??|??|??|NV|20|??|encorpado|queijos azuis; sobremesas; castanhas|doce
W|le|verre de vin compact dual system still wine champagne|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|verre de vin classic dual system still wine champagne|fr|s|??|champagne|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|le|verrane bera|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|verrane|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|vernois oxi pierre richard jura france|fr|r|??|jura|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
S
W|le|verger the orchard french terroir liqueur|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|verger terroir liqueur|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|verger french terroir liqueur the orchard|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|verger french terroir liqueur the orchard|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=986
W|le|verger french terroir liqueur|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|verger french terroir liqueur|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=988
W|le|verger french terroir liqueur|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=988
W|le|verger french terroir liqueur|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=988
W|le|verger french terroir liqueur|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=988
W|le|verger de letang rouge benoit courault|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|verger de letang 1 mag|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|verger de letang 0|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|verger de letang|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|verger de letang|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=996
W|le|verger de letang|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|le|verger aop muscadet sevre maine bio|??|r|??|??|??|2023|13.5|aop|medio|carnes vermelhas; massas; queijos|seco
W|le|verger aop|??|r|??|??|??|2023|13.5|aop|medio|carnes vermelhas; massas; queijos|seco
