W|vinho|tinto franca ferraton las tournee|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol los condes gran reserva|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol lopez de haro crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol las camelias|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol laderas blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol lacrima purpura|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol la vache espagnole|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol la garnacha salvaje de moncayo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol la baronne tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol insolente doca rioja graciano|es|r|??|rioja|??|NV|13.5|doca|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol icaro tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol i heart shiraz|??|r|shiraz|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol i heart merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol i heart cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol high mountains tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol high mountains tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=872
W|vinho|tinto espanhol heredad ducel tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol gran vina|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol gran reserva palacio del conde|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol gran oristan gran reserva|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol geo tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol fonda real|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol finca puntal cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol finca manzanos tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol finca fella el maso garnacha tintorera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol finca fella cala rey|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol finca constancia altozano tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol faustino vii tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol faustino vii tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=885
W|vinho|tinto espanhol faustino vii garnacha 750ml|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol faustino vii garnacha|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol faustino vii cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol faustino i gran reserva timeless icon|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol faustino i gran reserva 75th anniversary|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol faustino gran reserva icon edition|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol enebral tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol elegido tempranillo reserva|??|r|tempranillo|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol elegido seleccion especial tempranillosyrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol elegido reserva tempranillo|??|r|tempranillo|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol elegido reserva tempranillo|??|r|tempranillo|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??|=896
W|vinho|tinto espanhol elegido reserva de familia|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol elegido barcelone tempranillo garnacha 750ml|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol el velero|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol el miracle n 1 vinho tinto espanhol el miracle n1|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol el miracle n 1|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol el marques de espana tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol el bravo reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol eguren ugarte crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol eguren cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol don pedro de la vega blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol dominio de punctum 99 rosas tempranillo cabernet edicao especial|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol dominio de punctum 99 rosas tempranillo cabernet|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol cruz de alba crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol crin roja tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol crin roja sauvignon syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol crianza ramon bilbao|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol condado de haza tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol condado de eguren tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol como una moto tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol cims porrera vi de vila porrera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol cims porrera vi de vila porrera|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=917
W|vinho|tinto espanhol ceramic monastrell|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol celeste crianza torres|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol cayo sol|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol castillo san simon monastrell jumilla garcia carrion|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol castillo san simon monastrell|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol castillo la rodetta rioja joven|es|r|??|rioja|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol castillo la rodetta rioja crianza|es|r|??|rioja|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol castillo de menara|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol castillo de eneriz coleccion crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol castillo de albai crianza rioja|es|r|??|rioja|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol casaroja tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol casa solar tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol casa gran del siurana gr174|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol casa gran del siurana gr174|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=931
W|vinho|tinto espanhol casa gran del siurana gr174|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=931
W|vinho|tinto espanhol casa albali gran seleccion|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol carlos serres tempranillo rioja|es|r|tempranillo|rioja|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol carlos serres tempranillo rioja|es|r|tempranillo|rioja|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=935
W|vinho|tinto espanhol carlos serres gran reserva rioja|es|r|??|rioja|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol carlos serres crianza rioja|es|r|??|rioja|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol carlos j sund rioja bordon reserva 2011 tinto|es|r|??|rioja|??|2011|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol carlos j sund rioja bordon crianza 2013 tinto|es|r|??|rioja|??|2013|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol carlos j sund finca el encimal crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol carlos j sund ars in vitro tempranillomerlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol carlos j sund ars in vitro tempranillomerlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=942
W|vinho|tinto espanhol campo nuevo tempranillo navarra|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol bodegas paniza geo garnacha|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol bodega roda sela|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol bienbebido vaca garnacha|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol bienbebido pollo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol beronia tempranillo joven|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol beronia reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol beronia crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol benedictum iii seleccion 2 anos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol benedictum iii reserva 5 anos|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol benedictum iii gran seleccion 3 anos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol benedictum iii gran reserva 8 anos|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol benedictum iii|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol baron de lajoyosa gran reserva|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol bardos vinedos de altura|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol bardos vinedos de altura|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=958
W|vinho|tinto espanhol avelino vegas condado real tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol avaniel ribera del duero do tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol avaniel ribera del duero do|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol armentia y madrazo tempranillo crianza rioja doca|es|r|tempranillo|rioja|??|NV|13.5|doca|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol aresan cabernet franc organico|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol aradon do rioja seco|es|r|??|rioja|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol aradon crianza do rioja seco|es|r|??|rioja|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol angelita del challao rioja|es|r|??|rioja|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol altos de tamaron roble|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol alion vega sicilia|it|r|??|sicilia|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol alion 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol alion 2017|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??|=970
W|vinho|tinto espanhol alion|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol alicante bouschet bala perdida|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol albali tempranillo shiraz felix solis|??|r|shiraz|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol albali crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol albali crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=975
W|vinho|tinto espanhol abuelo angel syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol abanico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol aalto ps|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol 99 rosas edicao especial e limitada|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanhol 3 buhis selecto 2018 kosher vegano|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanha voelos crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanha torres mas rabell tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanha torres coronas tempranillo|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanha toro loco bobal merlot sel dop|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanha real compania de vinos tempranilo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanha real compania de vinos garnacha|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanha ramon bilbao crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanha muriel reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanha muriel fincas de la vila crianza|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanha mucho mas blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanha benedictum iii reserva 5 anos|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espanha benedictum iii gran selleccion 3 anos|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto espada a cinta|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto eskuadro kompassus|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto esencial pedro ximenes laranjo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto escudo rojo origine cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto escudo rojo origine 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto escudo rojo gran reserva syrah|??|r|syrah|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto escudo rojo gran reserva pinot noir|??|r|pinot noir|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
