W|vinho|tinto escudo rojo gran reserva carmernere|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto alma negra misterio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto alma negra misterio|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=851
W|vinho|tinto alma negra m blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto alma negra 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto allegrini veronese igt palazzo della torre|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto allegrini veronese igt la grola|??|r|??|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto allegrini valpolicella doc|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto allegrini ripasso valpolicella doc la groletta|??|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto allegrini belpasso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto allegrini amarone della valpolicella docg|??|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto allegrini amarone della valpol docg la groletta|??|r|??|??|??|NV|13.5|docg|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto alfredo roca fincas pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto alfacinha lisboa|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto aleixo garcia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto albis haras de pirque|cl|r|??|maipo valley|pirque|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto albert bichot cest la vie|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto alandes el turco malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto alandes el turco malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=867
W|vinho|tinto alain brumont made in rang madiran tannat|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto alain brumont le rouge blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto agustinos reserva pinot noir|??|r|pinot noir|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto africano pinotage golden kaan|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto africano nederburg shiraz|??|r|shiraz|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto africano nederburg cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto adega grande|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto adega de borba|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto aalto ps 2022 ribera del duero|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto a mare rosso puglia|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto a mare primitivo puglia igt italiano|??|r|primitivo|??|??|NV|13.5|igt|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 9010 e gran reserva|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 7 by seven syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 7 by seven syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=881
W|vinho|tinto 7 by seven syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=881
W|vinho|tinto 7 by seven merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 7 by seven merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=884
W|vinho|tinto 7 by seven merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=884
W|vinho|tinto 7 by seven carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 7 by seven carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=887
W|vinho|tinto 7 by seven carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=887
W|vinho|tinto 7 by seven cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 7 by seven cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=890
W|vinho|tinto 7 by seven cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=890
W|vinho|tinto 689 cellars submission cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 689 cellars submission cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=893
W|vinho|tinto 602 bottega florenzia rosso cabernet sauvignon sangiovese 135 2015|??|r|cabernet sauvignon|??|??|2015|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 5 meses pino doncel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 5 cepas casa silva|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 5 cepas casa silva|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=897
W|vinho|tinto 4000 reserva blue blend 2020|??|r|??|??|??|2020|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 4000 gran reserva petit verdot|??|r|??|??|??|NV|13.5|gran reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 4000 black blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 40 castas reserva 2023 douro|pt|r|??|??|??|2023|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 4 estaciones winter cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 4 estaciones red blend 2020|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 4 estaciones autumn malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 39 abadal|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 35 varieties 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 35 varieties 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??|=907
W|vinho|tinto 35 sur reserva carmenere|??|r|carmenere|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 35 sur reserva cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 34 syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 34 merlot|??|r|merlot|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 34 malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 3 flores|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 3 bridges shiraz 2019|??|r|shiraz|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 3 autores grande reserva lisboa|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 3 autores gran res alicante bouschet 50 cabernet sauvignon 40 touriga nacional 10 safra 2016|??|r|cabernet sauvignon|??|??|2016|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 3 autores douro doc|pt|r|??|??|??|NV|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 250 cabernet sauvignon 2022|??|r|cabernet sauvignon|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 2456 reserva malbec 2019|??|r|malbec|??|??|2019|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 2456 blend reserva 2022|??|r|??|??|??|2022|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 23 barricas herdade dos grous|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 2024 cx 6 unid|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 2024|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 2022 terras del rei portugal|pt|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 2022 e chardonnay|??|w|chardonnay|??|??|2022|12|??|leve|peixes; saladas; massas leves|??
W|vinho|tinto 2019 doc alentejo|??|r|??|??|??|2019|13.5|doc|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 2018 ho|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 20 ventiterre bardolino|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1955 malbec 2019|??|r|malbec|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 19 crimes snoop dogg red blend 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 19 crimes snoop dogg cabernet sauvignon 2021|??|r|cabernet sauvignon|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1890 collezione sangiovese toscana 2020|it|r|sangiovese|??|??|2020|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1890 collezione primitivo puglia|??|r|primitivo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1890 collezione chianti 2022|it|r|??|toscana|chianti|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1865 selected vineyards syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1865 selected vineyards syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=936
W|vinho|tinto 1865 selected vineyards syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=936
W|vinho|tinto 1865 selected vineyards pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1865 selected vineyards pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=939
W|vinho|tinto 1865 selected vineyards pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=939
W|vinho|tinto 1865 selected vineyards malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1865 selected vineyards malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=942
W|vinho|tinto 1865 selected vineyards malbec|??|r|malbec|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=942
W|vinho|tinto 1865 selected vineyards carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1865 selected vineyards carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=945
W|vinho|tinto 1865 selected vineyards carmenere|??|r|carmenere|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=945
W|vinho|tinto 1865 selected vineyards cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1865 selected vineyards cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=948
W|vinho|tinto 1865 selected vineyards cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=948
W|vinho|tinto 1865 selected vineryards syrah 2019|??|r|syrah|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1865 edicao de aniversario 150 anos cabo de hornos 2011|??|r|??|??|??|2011|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1865 carmenere 2018|??|r|carmenere|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1808 varietal expression touringa nacional|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1808 reserva biologico magnum 2018 1 beira interior|??|r|??|??|??|2018|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1808 reserva biologico 2020 beira interior|??|r|??|??|??|2020|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1808 red blend|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1808 field blend 2017 douro|pt|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 18 vina de aguirre family reserve cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1400 special edition primitivo di manduria 2022|??|r|primitivo|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1368 pago cerro las monjas 2008|??|r|??|??|??|2008|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 13 cantaros nicolas tempranillo 2021|??|r|tempranillo|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1209 albarino lagar de cervera 135 2022|??|w|albarino|??|??|2022|12|??|leve|peixes; saladas; massas leves|??
W|vinho|tinto 111 tempranillo navarra|??|r|tempranillo|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 pineau daunis vdf 2022|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 hectares vinhas velhas 2021 douro|pt|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 hectares vinhas velhas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 hectares touriga nacional 2023 douro|pt|r|touriga|??|??|2023|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 hectares touriga franca|??|r|touriga|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 hectares tinta amarela 2019 douro|pt|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 hectares tinta amarela|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 hectares superior 2021 douro|pt|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 hectares sousao 2021 douro|pt|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 hectares sousao|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 hectares reserva xix|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 hectares grande reserva 2021 douro|pt|r|??|??|??|2021|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 hectares grande reserva|??|r|??|??|??|NV|13.5|reserva|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 hectares filigrana 2021 douro|pt|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 hectares blend tintas 2018 douro|pt|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 hectares 2022 douro|pt|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 hectares 18 by vol 2018 douro|pt|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 hectares 17o douro|pt|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 hectares 17 2021 douro|pt|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 hectares|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 100 cabernet breton vdf 2021|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1 centavo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto 1 1 2 flores 2015 trasosmontes|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=988
W|vinho|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=988
W|vinho|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=988
W|vinho|tinto|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=988
W|vinho|tinta tinto syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinta tinto syrah|??|r|syrah|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??|=993
W|vinho|tinta tinto pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tinta tinto cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tilia organico chardonnay|??|w|chardonnay|??|??|NV|12|??|leve|peixes; saladas; massas leves|??
W|vinho|tignanello 2019|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|tignanello|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; queijos curados|??
W|vinho|thomas barton reserve sauternes aoc|??|d|??|??|??|NV|12|??|encorpado|sobremesas; queijos azuis|doce
