W|branco|nederburg sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|land soul terrunho alvarinho 2019 vinhos verdes|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lambrusco villa giada amabile|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lambrusco dolce medici ermete|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lambrusco cavicchioli amabile|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lambrusco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lagrima canela|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lagosta|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lagoalva sauvignon blanc 2024 tejo|pt|w|sauvignon blanc|tejo|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|lagoalva reserva magnum 2023 1 tejo|pt|w|??|tejo|??|2023|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|lagoalva reserva 2024 tejo|pt|w|??|tejo|??|2024|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|lagoalva barrel selection 2023 tejo|pt|w|??|tejo|??|2023|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|lagoalva 2023 tejo|pt|w|??|tejo|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|lagoa reserva 2023 algarve|??|w|??|??|??|2023|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|lagarto pintado|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ladoix premier cru les grechons blanc 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ladoix mes marnes blanches faiveley|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|lacrau superior 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|lacrau sauvignon blanc 2024 douro|pt|w|sauvignon blanc|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|lacrau moscatel galego vinhas velhas 2019 douro|pt|w|moscatel|douro|??|2019|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|lacrau moscatel galego 2023 douro|pt|w|moscatel|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|lacrau garrafeira 2018 douro|pt|w|??|douro|??|2018|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|lacrau garrafeira 2015 douro|pt|w|??|douro|??|2015|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|lacrau 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|laceira white blend 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la vitto menicucci 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la virtud reserve chardonnay 2022|??|w|chardonnay|??|??|2022|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|la virtud classic terroir chardonnay 2024|??|w|chardonnay|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la vieille ferme|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la vid rpb white blend 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la varenne du poirier chenin vdf 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la varenne du poirier chenin vdf 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la vache espagnole macabeo kit 4 garrafas|??|w|macabeo|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la vache espagnole macabeo 3 und|??|w|macabeo|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la vache espagnole macabeo|??|w|macabeo|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la tierra rocosa sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la rosa reserva douro|pt|w|??|douro|??|NV|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|la rosa reserva 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|la rosa 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|la rascasse sauvignon blanc 2024|??|w|sauvignon blanc|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la rascasse sauvignon blanc 2024|??|w|sauvignon blanc|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco|=940
W|branco|la rascasse sauvignon blanc 2023|??|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la rascasse sauvignon blanc 2023|??|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco|=942
W|branco|la rascasse sauvignon blanc 2022|??|w|sauvignon blanc|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la rascasse sauvignon blanc 2022|??|w|sauvignon blanc|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco|=944
W|branco|la rascasse 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la rascasse 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco|=946
W|branco|la petite perriere sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la pepie jacquere 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la paloma lorena buffon|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la mission secale menade organico 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la mandala bombino puglia igt podere 29|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la mandala bianco igp|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la linda torrontes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la linda chardonnay 2023|??|w|chardonnay|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la linda chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la linda chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=956
W|branco|la linda chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=956
W|branco|la justice mmxx vdf 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la justice mmxx 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la justice 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la java des entrefaux 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la jacarde beaujolaisleynes 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la huerta|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la huerta|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=964
W|branco|la huerta|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=964
W|branco|la hacienda sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la grange daniel blanc roussanne 2021|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|la grange daniel blanc 2022|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|la gerbaude cotes du rhone blanc 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la gerbaude cotes du rhone blanc 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la gerbaude cotes du rhone blanc 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la galoche beaujolais blanc 2022|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la croix du pin sauvignon blanc igp pays doc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la croix du pin sauvignon blanc igp pays doc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=974
W|branco|la croix du pin sauvignon blanc igp pays doc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=974
W|branco|la crema chardonnay saralees vineyard 2021 sonoma california eua|??|w|chardonnay|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la crema chardonnay saralees vineyard 2016 sonoma california eua|??|w|chardonnay|??|??|2016|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la crema chardonnay 2020 monterey california eua|??|w|chardonnay|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la crema chardonnay 2016 monterey california eua|??|w|chardonnay|??|??|2016|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la classico pinot blanc|??|w|pinot blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la classico chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la chablisienne vaillons chardonnay 13 2023|??|w|chardonnay|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la celia pioneer reserva chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|la celia pioneer reserva chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=984
W|branco|la carmina albarino 2023no pixno boletoem ate3xdesem juroscomprar|??|w|albarino|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la belle de jourcomprar|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|la belle de jour|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|kracher k|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|kosher sauvignon blanc gamla|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|kosher chardonnay yarden|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|kopke winemakers collection grande reserva 2020 douro|pt|w|??|douro|??|2020|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|kopke sao luiz winemakers collection grande reserva 2020 douro|pt|w|??|douro|??|2020|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|kopke 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|koonunga hill chardonnay penfolds|??|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|kompassus reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|kompassus colheita|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|kompass bairrada|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|kite duck 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|kiss of rkatsiteli 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|kiss of rkatsiteli 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco|=1000
W|branco|kine verdejo el principal|??|w|verdejo|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|kim crawford sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|kiedrich riesling qba trocken 2020|??|w|riesling|??|??|2020|10.5|??|leve|peixes, frutos do mar, saladas|seco
