W|gruner|veltliner ida gold|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried stein engabrunn 1 otw kamptal dac bio|at|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried stein erste lage doppelmagnum|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried stein erste lage ott|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried stein erste lage ott|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried steinberg 1otw|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried steinberg wagram dac weingut zeitlberger|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried steinbugel bio|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried steinertal|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried steinertal|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried steinertal|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried steinertal smaragd alzinger|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried steinhaus groe reserve sekt|??|s|??|??|??|2018|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gruner|veltliner ried steinleiten kamptal dac|at|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried steinleitn kremstal dac reserve 1 lage|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried steinsetz gobelsburg|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried steinsetz schloss gobelsburg|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried steinsetz schloss gobelsburg|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried stoitzenberg|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried strassertal|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried supperin federspiel weingut schmidl|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried tabor kremstal dac reserve|??|w|??|??|??|2013|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried tabor kremstal dac reserve 1|??|w|??|??|??|2013|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried tabor kremstal dac reserve|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried tabor kremstal dac reserve|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=931
W|gruner|veltliner ried thal|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried thalland kremstal dac|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried trausseln|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried wachtberg 1otw kremstal dac|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried wachtberg 1otw kremstal dac|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried wachtberg 1otw kremstal dac|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried wachtberg neunzehn|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried wartberg|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried wechselberg|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried wechselberg|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried wechselberg kamptal dac|at|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried weissenkirchner weitenberg|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried weitenberg|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried weitenberg|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=945
W|gruner|veltliner ried weitgasse|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried wieland kremstal dac reserve|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried wolfsgraben|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried wolfsthaler|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried zobinger heiligenstein kamptal dac|at|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried zwirch 1otw traisental dac|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried zwirch 1otw traisental dac reserve bio|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner riede braunsdorfer fuchs dachs|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner riede braunsdorfer fuchs dachs|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner riede braunsdorfer fuchs dachs|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner riede hohenwarth weinviertel dac|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner riede steiner schreck dritter akt unfiltriert|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner riede steiner schreck dritter akt unfiltriert|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner riede steiner schreck dritter akt unfiltriert|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner riede steiner schreck dritter akt unfiltriert|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner riede steiner schreck kalt und klar unfiltriert|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner riede steiner schreck kalt und klar unfiltriert|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner riesling mullerthurgau|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner rochusberg trocken weingut gerhard j lobner|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner rockabilly weinviertel dac|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner rockwerk oostenrijk niederosterreich wit|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner rose federspiel|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gruner|veltliner rosenberg 1 otw|??|p|??|??|??|2021|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gruner|veltliner rosenberg 1 otw|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gruner|veltliner rosenberg 1 otw|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gruner|veltliner rosenberg feuersbrunn 99 falstaff 100 p a la carte ott bernhard feuersbrunn|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gruner|veltliner rosengarten 10 fl jahrgang 2 fl jahrgang kostenlos|??|p|??|??|??|2023|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gruner|veltliner rosengarten dac|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gruner|veltliner rosshimmel|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner rotenpullen|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner rotenpullen|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=976
W|gruner|veltliner rotes tor smaragd|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner rotes tor smaragd|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=978
W|gruner|veltliner rotes tor smaragd|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=978
W|gruner|veltliner rotes tor smaragd|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=978
W|gruner|veltliner ruppersthal|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ruppersthal|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=982
W|gruner|veltliner ruppersthal|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=982
W|gruner|veltliner ruppersthal|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=982
W|gruner|veltliner ruppersthal bio|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ruppersthal gold|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ruppersthal gold|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=987
W|gruner|veltliner ruppersthal gold|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=987
W|gruner|veltliner ruppersthal|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ruppersthal|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=990
W|gruner|veltliner ruppersthal|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=990
W|gruner|veltliner ruppersthal|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=990
W|gruner|veltliner ruppersthal gold|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ruppersthal gold|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=994
W|gruner|veltliner ruppersthal gold|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=994
W|gruner|veltliner ruppersthal gold|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=994
W|gruner|veltliner ruppersthal bio|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ruppersthal dac wagram weingut schabl|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner rustenberg|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
