1. W|carmenere|reserva|??|r|carmenere|??|??|2022|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
922. W|carol|shelton coquille rouge red blend|??|r|red blend|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
923. W|carol|shelton coquille rouge red blend|??|r|red blend|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
924. W|carol|shelton coquille rouge red blend|??|r|red blend|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=923
925. W|carol|shelton monga old vine zinfandel|??|r|zinfandel|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
926. W|carol|shelton monga zin old vine zinfandel|??|r|zinfandel|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
927. W|carol|shelton rockpile reserve zinfandel|??|r|zinfandel|??|??|2021|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
928. W|carol|shelton wild thing chardonnay mendocino county|??|w|chardonnay|??|??|NV|12.5|doc|medio|peixes, frutos do mar, saladas|seco
929. W|carol|shelton wild thing old vine zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
930. W|carol|shelton wild thing viognier|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
931. W|carol|shelton wild thing viognier|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=930
932. W|carol|shelton wild thing zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
933. W|carol|shelton wild thing zinfandel|??|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=932
934. W|carol|shelton wines 2022 wild thing old vine zinfandel|??|r|zinfandel|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
935. W|carol|shelton wines 2022 wild thing old vine zinfandel|??|r|zinfandel|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=934
936. W|carol|shelton zinfandel karma zin bastoni vineyard|??|r|zinfandel|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
937. W|carol|shelton zinfandel rockpile reserve|??|r|zinfandel|??|??|2018|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
938. W|carol|shelton zinfandel rocky reserve dry creek valley|??|r|zinfandel|??|??|2018|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
939. W|carol|shelton zinfandel wild thing mendocino county|??|r|zinfandel|??|??|2022|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
940. W|carol|valles gran reserva familiar millenium|??|r|??|??|??|2013|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
941. W|carol|valles guillem carol|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
942. W|carol|valles mallarenge|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
943. W|carol|valles mallarenge 2018 camino digital version|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
944. W|carol|valles parellada i faura cava|es|s|??|??|??|NV|12|ava|leve|frutos do mar, aperitivos, sushi|brut
945. W|carol|valles rossinyol|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
946. W|carol|valles spanien|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
947. W|carola|bleue 12 vc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
948. W|carola|bleue 6 pet|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
949. W|carola|rouge 12 vc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
950. W|carola|rouge 6 pet|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
951. W|carola|verte 12 vc|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
952. W|carola|wines sea spray|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
953. W|carola|wines sea spray|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
954. W|carolans|carolans|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
955. W|carolans|carolans|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=954
956. W|carolans|carolans|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=954
957. W|carolans|carolans|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=954
958. W|carolans|carolans|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=954
959. W|carolans|0|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
960. W|carolans|0|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=959
961. W|carolans|0 17|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
962. W|carolans|145|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
963. W|carolans|cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
964. W|carolans|cream likeur|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
965. S
966. S
967. S
968. S
969. S
970. S
971. S
972. S
973. W|carolans|finest irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
974. W|carolans|irish|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
975. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
976. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
977. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
978. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
979. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
980. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
981. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
982. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
983. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
984. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
985. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
986. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
987. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
988. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
989. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
990. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
991. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
992. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
993. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
994. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
995. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
996. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
997. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
998. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
999. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
1000. W|carolans|irish cream|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=975
