1. W|carballal|rias baixas albarino sete cepas|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
962. W|cardhu|12 years speyside scotland|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
963. W|cardhu|12 years wine cask 200th anniversary 0 40 gb|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
964. W|cardhu|12 yl|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
965. W|cardhu|12 yo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
966. W|cardhu|12 yo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=965
967. W|cardhu|12 yo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=965
968. W|cardhu|12 yo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=965
969. W|cardhu|12 yo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=965
970. W|cardhu|12 yo 0|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
971. W|cardhu|12 yo 0|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=970
972. W|cardhu|12 yo 1980s bottle 40 incl miniature|??|r|??|??|??|1980|13.5|??|medio|carne vermelha, massas, queijos curados|seco
973. W|cardhu|12 yo 200th anniversary wine cask single malt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
974. W|cardhu|12 yo 40|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
975. W|cardhu|12 yo pocket|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
976. W|cardhu|12 yo sgr|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
977. W|cardhu|12 yo single malt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
978. W|cardhu|12 yo wine cask 200th anniversary|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
979. W|cardhu|12 yrs old|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
980. W|cardhu|12ans|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
981. W|cardhu|12letni 40 0 szklanki|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
982. W|cardhu|12y|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
983. W|cardhu|12y 700 mlt 40|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
984. W|cardhu|12y reserve 0|??|r|??|??|??|NV|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
985. W|cardhu|12yo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
986. W|cardhu|12yo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=985
987. W|cardhu|12yo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=985
988. W|cardhu|12yo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=985
989. W|cardhu|12yo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=985
990. W|cardhu|12yo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=985
991. W|cardhu|12yo|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=985
992. W|cardhu|12yo 0|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
993. W|cardhu|12yo 0|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=992
994. W|cardhu|12yo 1 liter|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
995. W|cardhu|12yo 200th anniversary edition wine cask edition|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
996. W|cardhu|12yo 40|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
997. W|cardhu|12yo 40 cutie|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
998. W|cardhu|12yo anniversary limited edition|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
999. W|cardhu|12yo kartonik|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
1000. W|cardhu|12yo single malt|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
