W|grant|burge meshach shiraz|??|r|shiraz|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapes|green seedless 18lb|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapes|hazelnut almond muesli organic|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapes|herbs alkoholfrei|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|grapes|hutte|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapes|me|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapes|of champagne tasting kit|fr|s|??|champagne|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|grapes|of roth li riesling|??|w|riesling|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grapes|of wrath|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapes|premium white seedless min 500g|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grapes|prunes|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapes|prunessims|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapes|red punnet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapes|red seedless min 1kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapes|red seedless organic 500g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapes|red seedless premium min 500g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|grapes|squash|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapes|sultana min 250g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapes|white min 1kg|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grapes|white punnet|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grapes|white seedless 400g|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grapes|white seedless organic 500g|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|grapes|wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapes|wine game|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapesberries|grapesberries|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
X
X
X
X
W|grapeskiver|halve trrede garnish 10 styk|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapesmith|bettenays wine club|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapesmith|crusher cabernet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapesmith|crusher cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapesmith|crusher cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=990
W|grapesmith|crusher cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=990
W|grapestone|tokyo banana double layer cheesecake 4pcs|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapetiser|grapetiser|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapetiser|grapetiser|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=994
W|grapetiser|grapetiser|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=994
W|grapetiser|bottle red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grapetiser|bottle red|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=997
X
X
