1. W|casadei sogno mediterraneo|red wine mediterranean blend toscana italy 2017|pt|r|??|toscana|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
874. W|casalforte|pinot grigio igt riondo|pt|w|pinot grigio|??|??|NV|12.5|igt|leve|frutos do mar, peixes, saladas|seco
875. W|casalforte|pinot grigio igt riondo|pt|w|pinot grigio|??|??|NV|12.5|igt|leve|frutos do mar, peixes, saladas|seco|=874
876. W|casalforte|pinot nero|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
877. W|casalforte|pinot nero 2023|pt|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
878. W|casalforte|pinot nero igt riondo|pt|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
879. W|casalforte|pinot nero igt riondo|pt|r|??|??|??|NV|13.5|igt|medio|carne vermelha, massas, queijos curados|seco|=878
880. W|casalforte|pinot nero veneto igt 2021|pt|r|??|veneto|??|2021|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
881. W|casalforte|prosecco|it|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
882. W|casalforte|prosecco extra dry|it|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
883. W|casalforte|prosecco extra dry veneto nv|it|s|??|veneto|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
884. W|casalforte|prosecco rose brut millesimato|it|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
885. W|casalforte|prosecco rose doc nv|it|p|??|??|??|NV|12.5|doc|leve|saladas, aves, queijos leves|seco
886. W|casalforte|prosecco sparkling wine|it|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
887. W|casalforte|ripasso|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
888. W|casalforte ripasso della valpolicella|doc riondo|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
889. W|casalforte ripasso della valpolicella|doc riondo|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco|=888
890. W|casalforte ripasso della valpolicella|doc riondo|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco|=888
891. W|casalforte ripasso|valpolicella|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
892. W|casalforte ripasso|valpolicella|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=891
893. W|casalforte ripasso valpolicella|doc superiore 2022|pt|r|??|??|??|2022|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
894. W|casalforte|rosato|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
895. W|casalforte|rosso|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
896. W|casalforte|soave|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
897. W|casalforte|soave|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=896
898. W|casalforte|soave|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=896
899. W|casalforte soave|2021|pt|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
900. W|casalforte soave|2024|pt|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
901. W|casalforte soave|doc riondo|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
902. W|casalforte soave|doc riondo|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco|=901
903. W|casalforte|spumante|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
904. W|casalforte spumante|brut organic|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
905. W|casalforte valpolicella|ripasso|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
906. W|casalforte valpolicella|ripasso|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=905
907. W|casalforte valpolicella ripasso|2022|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
908. W|casalforte valpolicella ripasso|2022|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=907
909. W|casalforte valpolicella ripasso|2022|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=907
910. W|casalforte valpolicella ripasso|2022|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=907
911. W|casalforte valpolicella ripasso|2022|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=907
912. W|casalforte valpolicella ripasso|doc 2021|pt|r|??|??|??|2021|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
913. W|casalforte valpolicella ripasso|doc 2022|pt|r|??|??|??|2022|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
914. W|casalforte valpolicella|superiore|pt|r|??|??|??|NV|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco
915. W|casalforte valpolicella|superiore|pt|r|??|??|??|NV|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco|=914
916. W|casalforte valpolicella superiore|2020|pt|r|??|??|??|2020|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco
917. W|casalforte valpolicella superiore|2021|pt|r|??|??|??|2021|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco
918. W|casalforte valpolicella superiore|2021|pt|r|??|??|??|2021|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco|=917
919. W|casalforte valpolicella superiore|2021|pt|r|??|??|??|2021|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco|=917
920. W|casalforte valpolicella superiore|doc 2021|pt|r|??|??|??|2021|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
921. W|casalforte valpolicella superiore|doc riondo|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
922. W|casalforte valpolicella superiore|doc riondo|pt|r|??|??|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco|=921
923. W|casalforte valpollicella|ripasso|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
924. W|casalforte volpalicella|superiore|pt|r|??|??|??|NV|13.5|superiore|medio|carne vermelha, massas, queijos curados|seco
925. W|casalgarcia|vinho verde white wine portugal|pt|w|??|vinho verde|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
926. W|casali|1077 spumante brut nv|pt|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
927. W|casali|1900 lambrusco rosso amabile|pt|r|??|??|??|1900|13.5|??|medio|carne vermelha, massas, queijos curados|seco
928. W|casali|1900 lambrusco rosso amabile|pt|r|??|??|??|1900|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=927
929. W|casali|1900 lambrusco rosso amabile 075|pt|r|??|??|??|1900|13.5|??|medio|carne vermelha, massas, queijos curados|seco
930. W|casali|1900 lambrusco rosso secco 075|pt|r|??|??|??|1900|13.5|??|medio|carne vermelha, massas, queijos curados|seco
931. W|casali|1900 malbo gentile 6 075|pt|r|??|??|??|1900|13.5|??|medio|carne vermelha, massas, queijos curados|seco
932. W|casali|1900 malvasia dolce 6 075|pt|r|??|??|??|1900|13.5|??|medio|carne vermelha, massas, queijos curados|seco
933. W|casali|1900 malvasia secco 6 075|pt|r|??|??|??|1900|13.5|??|medio|carne vermelha, massas, queijos curados|seco
934. W|casali cantastorie|blanco spergola dolce x6|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
935. W|casali del barone|150 pl langhe doc bianco 2021 italy|pt|r|??|??|??|2021|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
936. W|casali del barone|150 pl piemonte doc barbera 2021 italy|pt|r|barbera|piemonte|??|2021|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
937. W|casali del barone|1501|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
938. W|casali del barone|1501 barbera|pt|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
939. W|casali del barone|1501 barbera|pt|r|barbera|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco|=938
940. W|casali del barone|1501 barbera 2023|pt|r|barbera|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
941. W|casali del barone|1501 barbera dasti superiore docg|pt|r|barbera|??|??|NV|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco
942. W|casali del barone|1501 bianco langhe doc white wine|pt|w|??|??|??|NV|12.5|doc|leve|frutos do mar, peixes, saladas|seco
943. W|casali del barone|1501 bianco langhe doc white wine italy|pt|w|??|??|??|NV|12.5|doc|leve|frutos do mar, peixes, saladas|seco
944. W|casali del barone|1501 gavi docg 2023|pt|r|??|??|??|2023|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
945. W|casali del barone|1501 gavi docg 2024|pt|r|??|??|??|2024|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
946. W|casali del barone|1501 langhe bianco|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
947. W|casali del barone|1501 langhe bianco 2023|pt|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
948. W|casali del barone|1501 piemonte barbera doc 2020|pt|r|barbera|piemonte|??|2020|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
949. W|casali del barone|1501 piemonte do|pt|r|??|piemonte|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
950. W|casali del barone|barbaresco|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
951. W|casali del barone|barbaresco|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=950
952. W|casali del barone|barbaresco|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=950
953. W|casali del barone barbaresco|docg|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
954. W|casali del barone barbaresco|docg 2020|pt|r|??|??|??|2020|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
955. W|casali del barone barbaresco|docg red wine italy|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
956. W|casali del barone|barbera 150 piemonte 2024|pt|r|barbera|piemonte|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
957. W|casali del barone|barbera 1501 piemonte 2021|pt|r|barbera|piemonte|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
958. W|casali del barone|barbera 1501 piemonte 2024|pt|r|barbera|piemonte|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
959. W|casali del barone|barbera 1501 piemonte 2025|pt|r|barbera|piemonte|??|2025|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
960. W|casali del barone|barbera 2024 piemonte italy|pt|r|barbera|piemonte|??|2024|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
961. W|casali del barone|barbera dasti superiore docg|pt|r|barbera|??|??|NV|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco
962. W|casali del barone|barbera piemonte doc 2022 italy|pt|r|barbera|piemonte|??|2022|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
963. W|casali del barone|barbera piemonte doc 2024 italy|pt|r|barbera|piemonte|??|2024|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
964. W|casali del barone|barolo|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
965. W|casali del barone|barolo|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=964
966. W|casali del barone|barolo|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=964
967. W|casali del barone|barolo|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=964
968. W|casali del barone barolo|2015 nebbiolo vin pa tilbud|it|r|nebbiolo|??|??|2015|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
969. W|casali del barone barolo|2015 unik rdvin med smag|it|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
970. W|casali del barone barolo|2016|it|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
971. W|casali del barone barolo|2020 piemonte italy|it|r|??|piemonte|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
972. W|casali del barone barolo|docg|it|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
973. W|casali del barone barolo|docg|it|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco|=972
974. W|casali del barone barolo|docg|it|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco|=972
975. W|casali del barone barolo|docg 2020|it|r|??|??|??|2020|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
976. W|casali del barone barolo|docg red wine italy|it|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
977. W|casali del barone|doc barbera|pt|r|barbera|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
978. W|casali del barone langhe|nebbiolo doc|pt|r|nebbiolo|??|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
979. W|casali del barone langhe|nebbiolo doc 2021|pt|r|nebbiolo|??|??|2021|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
980. W|casali del barone langhe|nebbiolo doc 2022|pt|r|nebbiolo|??|??|2022|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
981. W|casali del barone|nebbiolo|pt|r|nebbiolo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
982. W|casali del barone piemonte|barbera doc|pt|r|barbera|piemonte|??|NV|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
983. W|casali del barone piemonte|barbera doc 2024|pt|r|barbera|piemonte|??|2024|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
984. W|casali del barone piemonte|doc barbera 2023 italy|pt|r|barbera|piemonte|??|2023|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
985. W|casali del barone piemonte|doc barbera 2024|pt|r|barbera|piemonte|??|2024|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
986. W|casali del barone piemonte|doc barbera 2024|pt|r|barbera|piemonte|??|2024|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco|=985
987. W|casali del barone piemonte|doc barbera 2024 italy|pt|r|barbera|piemonte|??|2024|13.5|doc|encorpado|carne vermelha, massas, queijos curados|seco
988. W|casali del barone piemonte|doc bianco|pt|r|??|piemonte|??|NV|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
989. W|casali|lambruscone|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
990. W|casali malvasia dolce|1900|pt|r|??|??|??|1900|13.5|??|medio|carne vermelha, massas, queijos curados|seco
991. W|casali maniago|cabernet 2023|pt|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
992. W|casali maniago|chardonnay 2024|pt|w|chardonnay|??|??|2024|12.5|??|leve|frutos do mar, peixes, saladas|seco
993. W|casali maniago colli orientali conte dattimis maniago refosco dal peduncolo|rosso doc 2023|pt|r|??|??|??|2023|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
994. W|casali maniago colli orientali|pinot grigio doc 2024|pt|w|pinot grigio|??|??|2024|12.5|doc|leve|frutos do mar, peixes, saladas|seco
995. W|casali maniago|friulano|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
996. W|casali maniago|merlot 2023|pt|r|merlot|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
997. W|casali maniago|pinot grgio|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
998. W|casali maniago|pinot grigio 2024|pt|w|pinot grigio|??|??|2024|12.5|??|leve|frutos do mar, peixes, saladas|seco
999. W|casali maniago|refosco|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
1000. W|casali maniago ribolla|gialla|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
