1. W|cascina ghercina|barolo|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
841. W|case domenicos torcio 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
842. W|case domenicos trenne 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
843. W|case domenicos tripoline 284oz|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
844. W|case domenicos tuscan bean spread original 7oz|12 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
845. W|case domenicos tuscan bean spread with fire roasted chipotle peppers 7oz|12 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
846. W|case domenicos vegan agnolotti 5lb|case 5 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
847. W|case domenicos vegan bevettine 284oz|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
848. W|case domenicos vegan bigoli 284oz|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
849. W|case domenicos vegan bombolotti 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
850. W|case domenicos vegan bucatini 284oz|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
851. W|case domenicos vegan buccoli 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
852. W|case domenicos vegan candela 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
853. W|case domenicos vegan cannolicchi rigati 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
854. W|case domenicos vegan capello di cuoco 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
855. W|case domenicos vegan conchiglie giganti jumbo shells 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
856. W|case domenicos vegan conchiglie medium shells 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
857. W|case domenicos vegan conchigliette baby shells 7lb|case copy 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
858. W|case domenicos vegan festonati 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
859. W|case domenicos vegan fettuccine 284oz|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
860. W|case domenicos vegan fregola 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
861. W|case domenicos vegan fusilli 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
862. W|case domenicos vegan fusillo 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
863. W|case domenicos vegan gemelli 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
864. W|case domenicos vegan gigli 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
865. W|case domenicos vegan la chitarra 284oz|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
866. W|case domenicos vegan linguine 284oz|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
867. W|case domenicos vegan mafaldine 284oz|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
868. W|case domenicos vegan mezzi rigatoni 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
869. W|case domenicos vegan paccheri 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
870. W|case domenicos vegan pappardelle 284oz|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
871. W|case domenicos vegan penne 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
872. W|case domenicos vegan pici 284oz|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
873. W|case domenicos vegan porcini mushroom agnolotti 5lb|case 5 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
874. W|case domenicos vegan quadrefiore 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
875. W|case domenicos vegan riccioli 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
876. W|case domenicos vegan rigatoni 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
877. W|case domenicos vegan spaghetti 284oz|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
878. W|case domenicos vegan strozzapreticasarecce 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
879. W|case domenicos vegan tagliatelle 284oz|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
880. W|case domenicos vegan tagliolini 284oz|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
881. W|case domenicos vegan torcio 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
882. W|case domenicos vegan tortellini 5lb|case 5 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
883. W|case domenicos vegan trenne 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
884. W|case domenicos vegan tripoline 284oz|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
885. W|case domenicos vegan ziti 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
886. W|case domenicos ziti 7lb|case 7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
887. W|case|due|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
888. W|case fontina dalpeggio|dop la poiana 18 units|??|r|??|??|??|NV|13.5|dop|medio|carne vermelha, massas, queijos curados|seco
889. W|case for a cause|bundle|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
890. W|case for the budding|wine lover|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
891. W|case fratelli lunardi biscotti cioccolato e arancia 200g|12 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
892. W|case fratelli lunardi biscotti con cioccolato 200g|12 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
893. W|case fratelli lunardi biscotti con limone 200g|12 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
894. W|case fratelli lunardi cantucci toscani|igp mandorle 200g 12 units|??|r|??|??|??|NV|13.5|igp|medio|carne vermelha, massas, queijos curados|seco
895. W|case funnel cake mix|6 5|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
896. W|case golfera chiara mortadella no pistachio|lbs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
897. W|case golfera chiara mortadella with pistachio|11 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
898. W|case golfera finocchiona|6 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
899. W|case golfera gardenia prosciutto cotto|9 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
900. W|case golfera golfetta salame|7 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
901. W|case golfera porchetta roasted season cured pork|15 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
902. W|case golfera salame nostrano|2 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
903. W|case guindilla peppers|1 gallon jar 60oz drained weight 4 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
904. W|case harusame frizzante emilia|igt 2020|us|s|??|??|??|2020|12|igt|leve|aperitivos, frutos do mar, sushi|brut
905. W|case i contadini bell peppers alla crudaiola 230g|6 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
906. W|case i contadini cime di rapa broccoli rabe 230g|6 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
907. W|case i contadini confit cherry tomato halves 230g|6 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
908. W|case i contadini fennel carpaccio alla crudaiola 230g|6 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
909. W|case i contadini puntarelle chicory shoots 230g|6 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
910. W|case kaseki|2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
911. W|case krombacher|pils|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
912. W|case la pinetta|8 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
913. W|case la regina the queen 250g|12 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
914. W|case lardo aromatico|4 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
915. W|case lemon artichoke tapenade|1 gallon 1 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
916. W|case losada gordal pitted olives|1 gallon 71oz 4 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
917. W|case maldera 125g burrata single package|case 11 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
918. W|case maldera burrata 125g|10 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
919. W|case maldera dry ricotta 1500g|33 3 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
920. W|case maldera stracciatella 2kg|44 2 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
921. W|case maraviglia evoo tin|3 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
922. W|case mediterranean olive tapenade|1 gallon 1 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
923. W|case mongetto bagna cauda 120g|12 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
924. W|case mongetto composta di peperoni 230g|12 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
925. W|case mongetto peperoncini conditi 290g|12 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
926. W|case mongetto peperoncini farciti 190g|12 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
927. W|case mongetto scalogno sottolio 290g|12 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
928. W|case mongetto zabajone con marsala 200g|12 units|??|f|??|??|??|NV|20|??|encorpado|sobremesas, queijos azuis, foie gras|doce
929. W|case mori angelina rebola colli di rimini|doc 2023|??|r|??|??|??|2023|13.5|doc|medio|carne vermelha, massas, queijos curados|seco
930. W|case negroni coppa mild|2 units|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
931. W|case nere barolo riserva|docg voerzio 2014|it|r|??|??|??|2014|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
932. W|case nere barolo riserva|docg voerzio 2015|it|r|??|??|??|2015|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
933. W|case number|1 6 bottles per bottle|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
934. W|case number|2 12 bottles per bottle|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
935. W|case number|3 6 bottles per bottle|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
936. W|case number|4 12 bottles per bottle|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
937. W|case number|5 6 bottles per bottle|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
938. W|case number|6 12 bottles per bottle|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
939. W|case of|12 krone borealis vintage cuvee brut|??|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
940. W|case of|12 krone night nectar rose vintage demisec|??|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
941. W|case of|12 krone night nectar vintage demisec|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
942. W|case of|12 krone rose vintage cuvee brut|??|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
943. W|case of|2016 pure malbec|??|r|malbec|??|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
944. W|case of|2016 reserve blanc de noirs|??|r|??|??|??|2016|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
945. W|case of|2017 delicatesse|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
946. W|case of|2017 pinot noir new year deal|??|r|pinot noir|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
947. W|case of|2019 classic cuvee|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
948. W|case of|2019 le cote de la colline|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
949. W|case of|2019 merlot malbec|??|r|malbec, merlot|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
950. W|case of|2019 reserve cabernet sauvignon|??|r|cabernet sauvignon|??|??|2019|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
951. W|case of|2022 sparkling rose|??|p|??|??|??|2022|12.5|??|leve|saladas, aves, queijos leves|seco
952. W|case of|24 numzaan cups|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
953. W|case of|24 spier signature canned merlot|??|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
954. W|case of|24 spier signature canned rose|??|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
955. W|case of|24 spier signature canned sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
956. W|case of|3 bouchard finlayson galpin peak pinot noir|??|r|pinot noir|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
957. W|case of|3 bouchard finlayson hannibal|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
958. W|case of|3 flagstone time manner place pinotage|??|r|pinotage|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
959. W|case of 4kilos|2019|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
960. W|case of|6 2015 layer cake sea of stones red wine mendoza malbeccabernetsyrahverdot|ar|r|malbec, syrah|mendoza|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
961. W|case of|6 2017 layer cake primitivo puglia|??|r|primitivo|??|??|2017|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
962. W|case of|6 2017 layer cake shiraz|??|r|shiraz|??|??|2017|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
963. W|case of|6 2021 layer cake malbec mendoza|ar|r|malbec|mendoza|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
964. W|case of|6 2022 layer cake chardonnay central coast california|us|w|chardonnay|??|??|2022|12.5|??|leve|frutos do mar, peixes, saladas|seco
965. W|case of|6 chapoutier rhone journey 1999|fr|r|??|rhone|??|1999|13.5|??|medio|carne vermelha, massas, queijos curados|seco
966. W|case of|6 chapoutier single vineyard red white 2009|??|w|??|??|??|2009|12.5|??|leve|frutos do mar, peixes, saladas|seco
967. W|case of|6 francoise bedel et fils entre ciel et terre extra brut|??|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|extra brut
968. W|case of|6 jeaunauxrobin eclats de meuliere extra brut|??|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|extra brut
969. W|case of|6 jl vergnon eloquence extra brut|??|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|extra brut
970. W|case of|6 olivier horiot metisse extra brut|??|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|extra brut
971. W|case of|6 p lancelot royer reserve rr brut|??|s|??|??|??|NV|12|reserve|leve|aperitivos, frutos do mar, sushi|brut
972. W|case of|6 white grape varieties|??|w|??|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
973. W|case of 6btls chin chin|vinho verde quinta do ermizio 2024|pt|r|??|vinho verde|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
974. W|case of aa badenhorst kalmoesfontein|red blend|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
975. W|case of aa badenhorst kalmoesfontein|white blend|??|w|??|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
976. W|case of aa badenhorst secateurs|chenin blanc|??|w|chenin blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
977. W|case of aa badenhorst secateurs|red blend|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
978. W|case of aa badenhorst secateurs|rose|??|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
979. W|case of almenkerk|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
980. W|case of almenkerk|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
981. W|case of almenkerk|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
982. W|case of alto|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
983. W|case of alto estate|blend|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
984. W|case of alto|mphs|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
985. W|case of alto|rouge|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
986. W|case of alto|rouge|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=985
987. W|case of alto|shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
988. W|case of anura|arpeggio|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
989. W|case of anura|brut cap classique|??|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
990. W|case of anura|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
991. W|case of anura|cabernet sauvignon reserve|??|r|cabernet sauvignon|??|??|NV|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
992. W|case of anura|chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
993. W|case of anura|grenache noir|??|r|grenache|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
994. W|case of anura|legato|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
995. W|case of anura|malbec reserve|??|r|malbec|??|??|NV|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
996. W|case of anura|merlot|??|r|merlot|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
997. W|case of anura|merlot reserve|??|r|merlot|??|??|NV|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
998. W|case of anura|petit verdot reserve|??|r|petit verdot|??|??|NV|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
999. W|case of anura|pinot grigio|??|w|pinot grigio|??|??|NV|12.5|??|leve|frutos do mar, peixes, saladas|seco
1000. W|case of anura|pinotage|??|r|pinotage|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
