W|fratelli bortolin|bortolin|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshake|freakshake|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow 6th|sense syrah 2019|fr|r|syrah|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow 8the|sense syrah 2018 michael and david californie|fr|r|syrah|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow by|michael david lodi cabernet sauvignon r|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow cabernet|michael and david 2017|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow cabernet|sauvign|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=921
W|freakshow cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=921
W|freakshow cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=921
W|freakshow cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=921
W|freakshow cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=921
W|freakshow cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=921
W|freakshow cabernet|sauvignon|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=921
W|freakshow cabernet|sauvignon 145|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow cabernet|sauvignon 2019|fr|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow cabernet|sauvignon 2020|fr|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow cabernet|sauvignon 2021|fr|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow cabernet|sauvignon 2023|fr|r|cabernet sauvignon|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow cabernet|sauvignon can 4pk|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow cabernet|sauvignon lodi|fr|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow cabernet|sauvignon lodi 2022|fr|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow chardonnay|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|freakshow chardonnay|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=937
W|freakshow chardonnay|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=937
W|freakshow chardonnay|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=937
W|freakshow chardonnay|chardonnay|fr|w|chardonnay|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco|=937
W|freakshow chardonnay|2019 michael and david|fr|w|chardonnay|??|??|2019|12.5|??|medio|peixe, frutos do mar|seco
W|freakshow chardonnay|2023|fr|w|chardonnay|??|??|2023|12.5|??|medio|peixe, frutos do mar|seco
W|freakshow lodi|zinfandel 2022|fr|r|zinfandel|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow old|vine zinfandel 2021|fr|r|zinfandel|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow petite|petit|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow petite|petit|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=946
W|freakshow petite|petit|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=946
W|freakshow petite|petit|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=946
W|freakshow petite|petit|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=946
W|freakshow petite|petit|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=946
W|freakshow petite|petit 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow petite|petit verdot 2017 michael and david californie|fr|r|??|??|??|2017|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow red|2021|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow red|2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow red|blend|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow red|blend 2018 michael and david californie|fr|r|??|??|??|2018|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow red|blend 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow red|blend 2019|fr|r|??|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco|=958
W|freakshow red|wine 2023|fr|r|??|??|??|2023|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow zinfandel|zinfandel|fr|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow zinfandel|zinfandel|fr|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=961
W|freakshow zinfandel|zinfandel|fr|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=961
W|freakshow zinfandel|zinfandel|fr|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=961
W|freakshow zinfandel|zinfandel|fr|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=961
W|freakshow zinfandel|zinfandel|fr|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=961
W|freakshow zinfandel|zinfandel|fr|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=961
W|freakshow zinfandel|zinfandel|fr|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=961
W|freakshow zinfandel|15|fr|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow zinfandel|2018michael and david californie|fr|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow zinfandel|2019|fr|r|zinfandel|??|??|2019|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow zinfandel|2022|fr|r|zinfandel|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|freakshow zinfandel|2022|fr|r|zinfandel|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco|=972
W|freakshow zinfandel|calfornien|fr|r|zinfandel|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freaky|freaky|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freaky|freaky|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco|=975
W|freaky|2021 sete|fr|r|??|??|??|2021|13.5|??|encorpado|carne vermelha, queijo|seco
W|freaky|2021 vino rosato|fr|p|??|??|??|2021|13.5|??|medio|frutos do mar, saladas|seco
W|freaky|2022|fr|r|??|??|??|2022|13.5|??|encorpado|carne vermelha, queijo|seco
W|freamat alb|catleya|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freamat rose|catleya|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|freamat rosu|catleya|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freash lobster|kg|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freccia rosso|1969|fr|r|??|??|??|1969|13.5|??|encorpado|carne vermelha, queijo|seco
W|freccia rosso|grand cru 1961|fr|r|??|??|??|1961|13.5|GRAND CRU|encorpado|carne vermelha, queijo|seco
W|frecciabomb bianco|rifermentato progetto calcarius|fr|w|??|??|??|NV|12.5|??|medio|peixe, frutos do mar|seco
W|frecciabomb orange|puglia igt progetto calcarius|fr|r|??|??|??|NV|13.5|IGT|encorpado|carne vermelha, queijo|seco
W|frecciabomb orange|rifermentato progetto calcarius|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|frecciabomb pet|nat rosato calcarius|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|frecciabomb rose|calcarius puglia igp 2020 valentina passalacqua|fr|p|??|??|??|2020|13.5|IGP|medio|frutos do mar, saladas|seco
W|frecciabomb rose|rifermentato progetto calcariusvalentina passalacqua|fr|p|??|??|??|NV|13.5|??|medio|frutos do mar, saladas|seco
W|frecciabomb rosso|2020 puglia igp progetto calcarius|fr|r|??|??|??|2020|13.5|IGP|encorpado|carne vermelha, queijo|seco
W|frecciabomb rosso|rifermentato progetto calcarius|fr|r|??|??|??|NV|13.5|??|encorpado|carne vermelha, queijo|seco
W|freccianera brut|franciacorta docg 2017 berlucchi|fr|s|??|??|??|2017|12|DOCG|medio|aperitivos, frutos do mar|brut
W|freccianera franciacorta|25 brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|freccianera franciacorta|25 brut|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut|=995
W|freccianera franciacorta|blanc de blancs brut 25|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut
W|freccianera franciacorta|blanc de blancs brut 25|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut|=997
W|freccianera franciacorta|blanc de blancs brut 25|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut|=997
W|freccianera franciacorta|blanc de blancs brut 25|fr|s|??|??|??|NV|12|??|medio|aperitivos, frutos do mar|brut|=997
