W|languedoc|syrah domaine baume rg|fr|r|syrah|languedoc|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france nizon rouge|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france nizon rouge|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france les traverses rouge|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france les traverses rouge|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france les traverses rouge|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france les traverses rouge|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france le ruisseau rouge|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france cuvee de la pierre chaude rouge|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france cuvee de la pierre chaude rouge|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france cuvee de la pierre chaude rouge|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france comeyre rouge magnum|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france comeyre rouge magnum|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france comeyre rouge|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vin de france chemin de la brune rose|??|p|??|??|??|2022|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|vin de france chemin de la brune rose|??|p|??|??|??|2021|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|vin de france chemin de la brune rose|??|p|??|??|??|2020|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|vin de france chemin de la brune rose|??|p|??|??|??|2019|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|vejade|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vajade|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vajade|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|vajade|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|traverses|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|traverses|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|terre dombre|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|terre dombre|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|tavel vintage|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|tavel vintage|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|tavel rose vintage magnum|??|p|??|??|??|2018|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|tavel rose prima|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|tavel rose prima|??|p|??|??|??|2021|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|tavel rose magnum|??|p|??|??|??|2022|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|tavel rose magnum|??|p|??|??|??|2021|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|tavel rose magnum|??|p|??|??|??|2019|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|tavel rose magnum|??|p|??|??|??|2018|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|tavel rose magnum|??|p|??|??|??|2017|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|tavel rose|??|p|??|??|??|2022|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|tavel rose|??|p|??|??|??|2021|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|tavel rose|??|p|??|??|??|2020|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|tavel rose|??|p|??|??|??|2019|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|tavel rose|??|p|??|??|??|2018|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|tavel rose|??|p|??|??|??|2017|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|tavel rose|??|p|??|??|??|2016|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|tavel prima rose|??|p|??|??|??|2020|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|tavel prima|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|tavel les sables|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|tavel jardin dorfeuil|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|tavel|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|tavel|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|tavel|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|tavel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|tavel|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=910
W|langlore|sels dargent|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|prima|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|prima|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|pierre chaude|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|nizon|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|nizon|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|nizon|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|nizon|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|nizon|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|nizon|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|lirac rouge|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|lirac rouge|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|lirac|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore la|montagne|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|eric pfifferling vin de france white sels dargent|??|r|??|??|??|2013|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|eric pfifferling vejade|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|eric pfifferling tavel rose|??|p|??|??|??|2022|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|eric pfifferling nv vin de france blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|eric pfifferling vin de france les traverses|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|eric pfifferling terre dombre|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|eric pfifferling tavel red|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|eric pfifferling lirac rouge|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|eric pfifferling chemin de la brune|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|eric pfifferling vin de france les salines|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|eric pfifferling tavel rose|??|p|??|??|??|2016|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|eric pfifferling terre dombre|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|eric pfifferling tavel rose|??|p|??|??|??|2015|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|eric pfifferling vin de france eyrolle|??|r|??|??|??|2014|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|eric pfifferling les traverses|??|r|??|??|??|2014|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|eric pfifferling vdf vejade|??|r|??|??|??|2012|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|comeyre|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|comeyre|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|chemin de la brune|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|chemin de la brune|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|tavel rose limit 1 per customer|??|p|??|??|??|2022|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlore|vdf nizon|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|tavel|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlore|tavel vintage|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langloiscremant de|loire brut|fr|s|??|loire|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|langloischateau|saumurchampigny|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langloischateau|saumurchampigny|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=951
W|langloischateau|saumur blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langloischateau|sancerre de fontaineaudon|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langloischateau|sancerre|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langloischateau|sancerre|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langloischateau|sancerre|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langloischateau|sancerre|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=957
W|langloischateau|sancerre|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=957
W|langloischateau|saintnicolas de bourgueil|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langloischateau|pouilly fume|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langloischateau|lextra par langlois rose nv|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langloischateau|lextra par langlois nv|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langloischateau|domaine blanc vignes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langloischateau|cremant de loire rose nv|fr|s|??|loire|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langloischateau|cremant de loire lextra par langlois rose dry|fr|s|??|loire|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langloischateau|cremant de loire brut rose|fr|s|??|loire|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|langloischateau|cremant de loire brut rose|fr|s|??|loire|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut|=967
W|langloischateau|cremant de loire brut rose|fr|s|??|loire|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut|=967
W|langloischateau|cremant de loire brut rose|fr|s|??|loire|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut|=967
W|langloischateau|cremant de loire brut future arrival|fr|s|??|loire|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|langloischateau|cremant de loire brut future arrival|fr|s|??|loire|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut|=971
W|langloischateau|cremant de loire brut|fr|s|??|loire|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|langloischateau|cremant de loire brut|fr|s|??|loire|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut|=973
W|langloischateau|cremant de loire brut|fr|s|??|loire|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut|=973
W|langloischateau|coteaux du layon prestige|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langloischateau|brut reserve vintage cremant de loire|fr|s|??|loire|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|brut
W|langloischateau|langloischateau|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlois|saumurchampigny|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlois|saumur rouge|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlois|saumur blanc vieille vignes|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlois|saumur blanc saint flo 075 ltr|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlois|saumur blanc clos st florent loire|fr|r|??|loire|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlois|saumur blanc clos saint florent|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlois|saumur blanc clos saint florent|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=984
W|langlois|saumur blanc clos saint florent|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=984
W|langlois|saumur blanc 201921|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlois|saumur blanc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlois|sancerre chateau de fontaineaudon|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlois|sancerre chateau de fontaineaudon|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlois|rose danjou|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langlois|pouillyfume|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlois|pere et fils creme de cassis de bourgogne|fr|r|??|bourgogne|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlois|creme de mure sauvage|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlois|creme de cassis|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langlois|cremant vintage|??|s|??|??|??|2020|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langlois|cremant rose nv|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langlois|cremant rose c6|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langlois|cremant dry demi sec c6|??|s|??|??|??|NV|12|??|leve|aperitivos; frutos do mar; canapes|demi-sec
W|langlois|cremant de loire vintage|fr|s|??|loire|??|2020|12|??|leve|aperitivos; frutos do mar; canapes|seco
