1. W|cartuxa|branco|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
944. W|carwari|organic black tahini unhulled 375g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
945. W|carwari|organic tahini hulled 375g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
946. W|carwari|organic tahini unhulled 375g|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
947. W|carwari|organic toasted sesame oil|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
948. W|carwari|organic white sesame seeds hulled 200g|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
949. W|carwyn|canvent|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
950. W|carwyn|canvent|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
951. W|carwyn|canvent|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
952. W|carwyn|canvent|??|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
953. W|carwyn|canvent|??|r|??|??|??|2025|13.5|??|medio|carne vermelha, massas, queijos curados|seco
954. W|carwyn cellars|branded beanie green|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
955. W|carwyn cellars|branded dog lead|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
956. X
957. W|carwyn cellars|carwyn bier hall stein|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
958. W|carwyn cellars|carwyn frisbee club frisbee|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
959. W|carwyn cellars|carwyn retro corduroy cap|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
960. W|carwyn cellars|classic cap|??|r|??|??|??|NV|13.5|classic|medio|carne vermelha, massas, queijos curados|seco
961. W|carwyn cellars|collaborational teku|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
962. W|carwyn cellars|fun money gift certificate|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
963. W|carwyn cellars|mixed wine pack 01|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
964. W|carwyn cellars|mixed wine pack 02|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
965. W|carwyn cellars|oktoberfest collab stein pack|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
966. W|carwyn cellars|oktoberfest stein|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
967. W|carwyn cellars|retro branded crew jumper olive|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
968. X
969. X
970. W|carwyn cellars|stainless steel waiters friend|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
971. W|carwyn cellars|x last word x old wives ales ba mixed 3 pack|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
972. W|carwyn cellars|x old wives ales nothing at all ba flanders red|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
973. W|carwyn cellars|x old wives ales stupid sexy flanders ba flanders red|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
974. W|carwyn|wines arinto|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
975. W|carwyn|wines chilled red|??|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
976. W|carwyn|wines frog in a blender|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
977. W|carwyn|wines grenache|??|r|grenache|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
978. W|carwyn|wines mataro|??|r|mataro|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
979. W|carwyn|wines pet nat|??|s|??|??|??|2021|12|??|leve|frutos do mar, aperitivos, sushi|brut
980. W|carwyn|wines piquette|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
981. W|carwyn|wines rose|??|p|??|??|??|2020|12|??|leve|carne vermelha, massas, queijos curados|seco
982. W|carwyn|wines rose|??|p|??|??|??|2021|12|??|leve|carne vermelha, massas, queijos curados|seco
983. W|carwyn|wines sangiovese|??|r|sangiovese|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
984. W|carwyn|wines sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
985. W|carwyn|wines shiraz|??|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
986. W|carwyn|wines tempranillo|??|r|tempranillo|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
987. W|carwyn|wines vermentino|??|r|vermentino|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
988. W|carwyn|wines vermentino|??|r|vermentino|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
989. W|carwyn|wines white|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
990. W|cary|potet montagny las bassets|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
991. W|cary|q hey pretty amador county 2019 case only|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
992. W|cary|q perfect storm|??|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
993. W|cary|q wines amador county mourvedre shake ridge ranch hollis|??|r|mourvedre|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
994. W|cary|q wines amador county mourvedre shake ridge ranch hollis|??|r|mourvedre|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
995. W|cary|q wines amador county red cosmic dance|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
996. W|cary|q wines california cinsault|us|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
997. W|cary|q wines lodi picpoul blanc vibes|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
998. W|cary|q wines lodi picpoul blanc vibes|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
999. W|cary|q wines perfect storm grenachetempranillo 2020 amador county california|us|r|tempranillo|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
1000. W|cary|q wines red blend amador shake ridge ranch|??|r|red blend|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
